 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.681249870263	0.0102216140628	0.0012537595146	0.0024679276566	0.0141156795839	0.00903850016603	0.0184481188097	0.263204496715
m	0.184210544205	0.69186353	0.091854299	0.002366440327	0.0221898537207	0.00447379650866	8.4903288112e-05	0.00295662920655
a	0.078367252748	0.5479403026	0.069261896	0.02956596798	0.17803774284	0.05629191332	0.039040250263	0.0014946369
r	0.07165782682	0.793072796	0.0960526146	0.01690802376	0.0140957505976	0.00295162160589	0.000219910089753	0.00504144186082
ì	0.150098076884	0.348299192	0.146740517	0.1627402345	0.100511885284	0.0155076077165	0.0550371739042	0.021065324938
o	0.0142285059	0.683279782	0.2751792086	0.02271392185	0.00420566895958	0.00025719551656	4.89000981829e-05	8.68290288277e-05
e	0.00819551466677	0.114853539	0.763205994	0.054082824263	0.0310067738244	0.024739398026	0.0019851358058	0.00193084387619
t	0.00428595761269	0.0406872322	0.744475724	0.10299119452	0.057413075886	0.0489400528841	0.000675994373092	0.000530738460746
è	0.006392213592	0.03736202428	0.4569881124	0.2719207262	0.0465651008	0.026694564904	0.117428467993	0.036648772176
l	0.0054500239278	0.21265392648	0.499324736	0.2287155952	0.04896476458	0.0032735158269	0.000840197580629	0.00077725644052
i	0.126697800888	0.0934377641	0.2937776796	0.3410152094	0.09610195656	0.026633730484	0.0070144550359	0.0153214015268
f	0.00935992245785	0.03654096642	0.1563314234	0.549147308	0.2279150264	0.01809122208	0.0011802896558	0.0014338162446
a	0.032479464126	0.0213086527	0.2104092032	0.336331211	0.234496852252	0.08120162864	0.0797412866314	0.004031695028
m	0.00501726064742	0.010902731684	0.0931429004	0.500919073	0.342212762	0.0420060956	0.003882215396	0.001916974756
è	0.016627383878	0.01536063489	0.0276120452	0.2729541186	0.390890571	0.1021078456	0.16693790364	0.007509460574
n	0.00019366207896	0.0017180768809	0.04268900046	0.2225935601	0.508806578	0.1799071752	0.035074224628	0.00901772162
o	0.155881056547	0.0045300810998	0.194786895418	0.118670186	0.3851649131	0.0392161248	0.08215796254	0.019592777974
a	0.00137220252352	0.00302175272943	0.03481218628	0.11415935552	0.512902398	0.2832845854	0.0276363308	0.0228111885
p	0.000137888064334	0.0022823324701	0.12211554888	0.04163448426	0.305545448	0.3359249217	0.1764634628	0.015895956886
p	0.0540548599172	0.007152375732	0.060710830239	0.0580995632	0.4920473262	0.0986680122	0.2078054898	0.02146152852
è	0.115282288094	0.017730343154	0.01214812869	0.30529231364	0.1735237698	0.150786573	0.2146507345	0.01058585812
n	0.00139210738026	0.00106772385494	0.008377332438	0.028740977004	0.345928936	0.1680529073	0.330184728	0.1162553112
a	0.0712839869999	0.00299710018932	0.0318473687034	0.01511960452	0.3359047399	0.085351281	0.4301167808	0.02737912752
o	0.000701593552535	0.00458510140872	0.0151368696465	0.077988795544	0.1668873168	0.2908413306	0.212619292	0.231239689
m	0.000150546699001	0.000366974618267	0.0075415864166	0.006406371858	0.1097819366	0.2387553314	0.58593617	0.0510611119
a	0.0160290489889	0.0055724584	0.010936651485	0.08062647662	0.2207019567	0.2654712388	0.382029394	0.01863272866
r	0.01763536761	0.00118718251521	0.008357577728	0.048085998088	0.30026807496	0.1902877168	0.2919681936	0.1422099028
è	0.0033281311472	0.00094375205	0.014529044476	0.01673900831	0.04567114371	0.20744911398	0.680468508	0.03087126026
i	0.00131740734567	0.00425508198038	0.0025743707188	0.0061021137078	0.03908340862	0.06589426942	0.80830567	0.0724676856
</S>	0.000807068285136	0.00119113893652	0.00416304828072	0.00142860660483	0.010415691589	0.076952959534	0.4087347132	0.496306804
