 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.76999186915	0.0055453093692	0.0007106529888	0.0003939188632	0.00158793529304	0.00833222813079	0.00436032066487	0.0119666496198	0.197111089227
e	0.52033004322	0.22896968466	0.036102154432	0.18490117166	0.0182497163378	0.00922301438162	0.0001417605538	0.00111548626954	0.000966986374144
f	0.248353766	0.5678371258	0.05881762354	0.096184764	0.011908324604	0.0129752262384	0.00230575044831	8.22450992622e-05	0.00153517595503
ò	0.0739561837	0.604535774	0.02461216822	0.1130794704	0.0763897434757	0.0855396178885	0.00642694864326	0.000111332345579	0.0153487590007
r	0.20012625444	0.753043618	0.0383849011	0.00639526714072	0.00120088410184	0.000553081600423	2.10043605767e-05	2.20726358628e-05	0.000252971646089
s	0.18390287422	0.1850125286	0.128488888	0.264817128	0.0882435180893	0.0590800242356	0.0228275289675	0.0138141888697	0.0538133132911
i	0.23075321288	0.490785814386	0.16513724274	0.074898758672	0.002100185496	0.0001847106978	0.000394131350278	0.000152951034799	0.0355930000624
è	0.03854978072	0.2006855448	0.582770346	0.10560869198	0.0509502673506	0.0186235109426	0.00020274961122	0.000148112015638	0.00246100074089
n	0.007826958936	0.446771288	0.26352595196	0.1265673276	0.055522047664	0.0829633317532	0.0111171885108	0.00313990966147	0.00256601131689
a	0.01489322968	0.07201721434	0.311949994	0.282244904	0.17047119359	0.076934104292	0.0515513405624	0.0158857364963	0.00405225861189
m	0.0490509358492	0.155849503792	0.20177388	0.2118001558	0.3415145332	0.03502884276	0.0011057435342	0.0001094426293	0.00376697880262
b	0.0462175476114	0.031088978606	0.0295500778	0.48812395866	0.13378023262	0.0878257482	0.141103436698	0.039017904723	0.0032921307944
ì	0.06071020416	0.168126352119	0.25610875524	0.41934518152	0.0463107678	0.0104208098532	0.0353561857096	0.00066857525512	0.002953173458
k	0.01151248142	0.028351882	0.1398730062	0.17845404816	0.28491700386	0.1767884712	0.051271947512	0.0034791703536	0.12535200117
e	0.0882065703511	0.010293015909	0.172285351692	0.3696722776	0.10442717908	0.1287441546	0.112423512687	0.006454727302	0.007493215128
à	0.00856876721875	0.0106429966676	0.0261935853658	0.15819624492	0.5499005032	0.2154718172	0.021312031328	0.00120642496982	0.00850764765956
t	0.00211638499295	0.018103520985	0.010364593454	0.084949656928	0.3788776707	0.448030858	0.026915773422	0.023064621478	0.00757692347318
t	0.0189710259635	0.0142995779462	0.027906306422	0.1694145486	0.334939539	0.197248258	0.111290258114	0.11139605932	0.014534450462
i	0.039234777288	0.104704449776	0.0841698236356	0.0252237	0.2430723039	0.2846778678	0.1990252009	0.005132306514	0.014759577234
f	0.00311179037906	0.0079622533003	0.00755804357184	0.034639907082	0.313328693	0.414253512	0.181400817884	0.011953112514	0.025791838652
i	0.0507042514654	0.00451881507394	0.0128795877814	0.033309382	0.243602824191	0.463815668314	0.0764357186	0.1080863447	0.006647450012
n	0.00140312437508	0.00434399622716	0.002972417013	0.017019601548	0.2847884732	0.433982653	0.192064921216	0.02332019668	0.04010462782
è	0.00815935906	0.0016918523916	0.006955865018	0.046131453026	0.110452451813	0.42160030971	0.080368808188	0.2889536694	0.03568620405
s	0.00019392753404	0.00264321528288	0.000742139951972	0.01436475649	0.05772561394	0.648125852	0.0719316092	0.1720231392	0.03224979
t	0.0115251894	0.003016053751	0.005909088053	0.0605957832	0.09083467732	0.282235782	0.1154042686	0.3906866788	0.03979246672
r	0.042229743954	0.0177708212661	0.0231588229987	0.01134104264	0.070408424	0.2391174328	0.4424051672	0.0449857142	0.10858284258
a	0.0213161881819	0.00350360029991	0.00646993543267	0.00760888831754	0.01540268216	0.1290656654	0.430895758	0.135254504	0.25048278942
o	0.000629681008834	0.0024175421851	0.00119153350615	0.00877958343783	0.0314177163286	0.209712582	0.443444790552	0.1022288872	0.200177716
l	9.9794881148e-05	0.00290991383248	0.00046384605486	0.0237424123747	0.0232371862596	0.11961084966	0.2377177804	0.556922399	0.03529582152
à	0.0069855768934	0.003931347714	0.0058009454155	0.02719364486	0.0347733167227	0.165232606732	0.1780904078	0.549184831	0.0288073137
d	9.6981940916e-05	0.00046226084264	0.000157497192062	0.00928915030708	0.11774836968	0.1990088963	0.05051758862	0.512016402	0.1107028606
r	0.0296295842939	0.00147093382162	0.0018960696666	0.028135160238	0.063656025906	0.1563925745	0.09066825284	0.5373247048	0.090826710186
o	0.016398169506	0.0072552356456	0.009604309837	0.005859471764	0.0787181821	0.10922102804	0.195712994	0.312881488	0.26434911356
</S>	0.000601618325234	0.000991187540689	0.000600018337195	0.00221123042305	0.00464695775631	0.03612427636	0.053144977404	0.11750795908	0.784171742
