 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.47174297024	0.266178781773	0.0046424911206	0.002128957474	0.0016734923094	0.0023783598244	0.0610792344452	0.190175698469
v	0.771393184	0.02823380994	0.006330456704	0.001470366558	0.00068776917756	0.00457611929583	0.172725811195	0.0145824978586
ò	0.59585386	0.199455442505	0.0104754935648	0.0332309873724	0.082619325739	0.0702570196415	0.00600391978067	0.00210394767267
s	0.2133706532	0.7099336188	0.04961788526	0.02542841836	0.00121023572752	8.491116572e-05	0.000188020965356	0.000166240991927
t	0.0209910924	0.649849458	0.0468129376	0.0640392848168	0.0581901375608	0.0484973710438	0.0996444106023	0.0119753453291
i	0.0355899216714	0.5794956009	0.26060730662	0.0707073461479	0.0334519151835	0.0051013937208	0.00014026628479	0.0149062272361
z	0.0349143894991	0.318489114	0.3546838484	0.2692702302	0.01294363708	0.002042561287	0.000144367157706	0.00751184038668
o	0.0387639205684	0.1961691624	0.2775447862	0.094998581	0.092132155065	0.13103670396	0.106158695393	0.063196005244
ì	0.00755288135385	0.1645065626	0.386215672	0.424221618	0.01422200456	0.0018833276948	0.00017288475394	0.00122503177633
m	0.0101835923142	0.09810604231	0.299052582	0.467772981	0.091195505124	0.02376334216	0.0057174305266	0.00420850518102
m	0.0938208293989	0.100449232	0.2372086006	0.15527574308	0.11800861194	0.117342485	0.134042281489	0.0438522313
u	0.0314898781266	0.115571738	0.2715332088	0.15647386146	0.15778772534	0.16100132636	0.005253351132	0.100888928337
ì	0.00209737776867	0.0355134913538	0.1182743744	0.59053248	0.1865138236	0.0399841129	0.0044876528536	0.022596707064
m	0.00163475848252	0.02961500965	0.09146658332	0.3616305952	0.3117307954	0.1621339486	0.021589917317	0.0201984131021
e	0.0613490249351	0.086622599634	0.2067209638	0.1204502911	0.1660955868	0.171755394	0.16380529124	0.02320089148
p	0.000778358530189	0.027013237179	0.04900761107	0.20469909052	0.2918795664	0.3418647352	0.0451293678	0.03962805744
à	0.0246793100323	0.0204172078864	0.167100656096	0.08083999648	0.0917959555	0.491460379	0.11275890694	0.0109476179
n	0.000259495539258	0.0148455335603	0.01082021898	0.1015747701	0.189512886	0.4403144768	0.2023672004	0.04030541498
t	0.00390926531171	0.0248480365974	0.032336170192	0.09555973956	0.1455757506	0.439071739	0.2338762516	0.02482302744
a	0.0181081332239	0.0057039237012	0.0248911262281	0.012008592652	0.16255094132	0.599176878	0.099003775	0.07855663906
p	0.000285475112774	0.0130867310562	0.0246521676033	0.105184948105	0.146919841556	0.134648322	0.3437018466	0.2315207068
o	0.0291699419143	0.0115554990262	0.0338298852987	0.0844279837852	0.10209276032	0.37928012	0.335457724	0.02418606324
l	0.000317289742424	0.00845820173096	0.0240063131955	0.0939314684999	0.113973906682	0.19134284	0.4331466808	0.1348233742
e	0.0109712804199	0.0115456486222	0.0172914337506	0.03424838453	0.03486302514	0.384882312	0.431712994	0.0744849252
m	0.000286543924775	0.00777303190884	0.0167174993657	0.0709866420515	0.071447593662	0.169650508	0.476431902	0.18670628
i	0.0198360286641	0.015704210404	0.0055286289462	0.008288055874	0.02267831158	0.336296364	0.544719018	0.04694936176
m	0.000508663748925	0.00547825956251	0.0143639624145	0.0413376844295	0.056699649605	0.1263533574	0.4978547224	0.257403678
m	0.012557812639	0.0072499218086	0.0019643558722	0.0042100673496	0.023787115488	0.290925866	0.55981356	0.09949131416
è	0.0188208538551	0.0844808676432	0.00917897044	0.00637134536	0.057545372964	0.3097114428	0.28949316114	0.224397989284
n	0.000617402180669	0.00137469347554	0.00126610843202	0.00199346811392	0.023634041296	0.07238161212	0.457286718	0.441445934
a	0.0164169098611	0.0162830328142	0.0124537025588	0.013680429899	0.080819330934	0.184003834	0.585879534	0.09046320348
</S>	0.000632910660487	0.00437999362443	0.0159788017757	0.016305322249	0.019142380129	0.05254400382	0.1971273536	0.69388924
