 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a	0.637889433986	0.014567438528	0.04196471332	0.025623107078	0.0196549158783	0.00165575532494	0.0205975615286	0.0133596677866	0.0417785498303	0.00962367219875	0.173285190714
n	0.600561959094	0.170671064	0.226575549787	0.000514661270084	6.858434597e-05	4.1371246182e-05	5.422351766e-05	5.3877563654e-06	7.82066537329e-05	0.000925145348806	0.000503811176603
e	0.21197543161	0.3918759118	0.199191048846	0.0037652432324	0.0455388628156	0.0106845781515	0.00393683724252	0.00319734837522	0.00329296178804	0.00028784422691	0.126253932555
v	0.101935144448	0.751033114	0.1409787774	0.0023369838027	0.00053386272212	0.00018208829317	4.86224112714e-05	7.50138054499e-06	2.61339799315e-05	1.61080554569e-05	0.00290163114929
ò	0.179203995535	0.35902969736	0.19301436192	0.10897654718	0.072081466932	0.0569952700004	0.00579496163067	0.0109846706939	0.00237783034234	0.00488559479733	0.00665557123772
ì	0.0899874630946	0.729199372	0.140065562657	0.0263890375064	0.0108894341154	0.000926825895874	0.000270582290398	4.02100608635e-05	0.000338498220098	0.000228768274667	0.00166428955474
c	0.080543148524	0.672123562	0.16400449532	0.020385700443	0.016500816198	0.00048024328576	0.0272559537654	0.00942894898495	0.00781060941734	0.00113101093757	0.000335553162756
h	0.001305339868	0.439049111	0.2675734051	0.0450509544	0.037114557556	0.00878356039155	0.0108593003274	0.00493072187183	0.00367557598183	0.156379698578	0.0252777738529
a	0.21689367644	0.186881437674	0.3712960708	0.09536306328	0.002965049316	0.0011731364246	0.00190467504092	0.000310084083931	0.00436584450813	0.000956524375534	0.117890466502
d	0.0183085831388	0.2501716564	0.4594815136	0.05861962134	0.175953060318	0.0225072006246	0.00669820665658	0.00255371835665	0.00228164159994	0.00137043046233	0.00205432626045
ò	0.000999166842	0.10174280356	0.3116775068	0.2354863416	0.0634258005	0.0389879989216	0.017309776086	0.0277634724479	0.00360242562839	0.194389913446	0.0046147797792
n	0.0204031735293	0.277027441968	0.246567932782	0.175403366655	0.16606864372	0.0322160702816	0.0476476404038	0.0118087152612	0.0213802768664	0.000459603556763	0.00101717779755
t	0.0122772949039	0.0350539953	0.149046496978	0.32472387568	0.11163026348	0.0103349357496	0.012160468886	0.0110742023751	0.017020569711	0.285360074694	0.0313178270771
a	0.189632074713	0.023429184432	0.3105580212	0.301463262	0.038477442076	0.01326411827	0.02053857592	0.00473358757678	0.0441791805065	0.0178933844527	0.0358311939022
