 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	0.736259256437	0.0227851207674	0.002814658214	0.0023544350456	0.0045171064774	0.0008217064358	0.0028179834296	0.00383419178798	0.0174796163685	0.0295012007064	0.176814692271
d	0.41566558	0.4136390922	0.0098946247	0.011086158346	0.0131778228912	0.0003659359157	0.0041657420054	0.0297651057314	0.0856334751248	0.00390636705947	0.0127000835928
e	0.2504492212	0.3796282458	0.0170848694	0.10643417104	0.0431844642	0.017095937408	0.0218360427	0.0490101325576	0.0985574582289	0.0132398584618	0.00347957988096
r	0.128523807	0.67737469	0.0762537108	0.10171648466	0.013441366256	0.00102048919	0.0002390578304	0.0002377520706	0.00040633667726	7.26759489422e-05	0.000713601924608
f	0.07870602173	0.474644174	0.084079028	0.11866057359	0.052438146186	0.012708891576	0.01047974144	0.0232066943645	0.0464802393557	0.0013897553508	0.0972067536468
ì	0.263696438	0.382522700316	0.148954171609	0.0888228756168	0.0660470359023	0.046620690911	0.00043572036056	0.000131183857392	0.000344800240012	0.000331332367527	0.0020930459497
m	0.014531876488	0.561538812	0.2926198928	0.10913332992	0.015356367484	0.00478831466912	0.00157407904056	0.000127874507554	2.7524403034e-05	8.49981628147e-06	0.000293454515382
u	0.044556807	0.46967528	0.126118112	0.07489948252	0.04294767814	0.0116914354026	0.0261103539758	0.0558747065602	0.0446055393533	0.0464643380382	0.057056278065
e	0.0118047980044	0.1596698187	0.5069258572	0.1913580108	0.08880925692	0.018553422182	0.0184370988738	0.0033614748444	0.0008472107837	3.912627734e-05	0.000193900774381
n	0.00221204234745	0.0419468874	0.2958938082	0.36216875	0.1195786572	0.04156647652	0.069202577412	0.037392186874	0.0092122817274	0.0179552318809	0.0028710864213
è	0.00897320514	0.0494014762	0.3321144408	0.2327308192	0.0907888761	0.0464650968	0.0428853324	0.0273253548752	0.0573664622556	0.0197857395275	0.0921632021244
e	0.0047941906115	0.0476813825	0.299797245	0.322392268	0.2036391052	0.0918965028	0.023653646548	0.00430508629578	0.00100633973187	0.000378151876554	0.000456071844716
r	0.00332483467488	0.0108497577433	0.0512019498	0.2995052698	0.349732634	0.0962176608	0.1046799073	0.02868136056	0.007363560532	0.041580429874	0.00686265031545
t	0.010615146624	0.012960360054	0.1849211274	0.1594002962	0.14394034326	0.0998364124	0.1612814402	0.049888716152	0.0905717130634	0.0641190382288	0.022465374752
o	0.1700964782	0.02280159232	0.0830908126	0.153556544	0.1316105454	0.0883864266	0.1742753028	0.0185155169	0.0994337257	0.0102154633132	0.0480176467716
m	0.00143711507015	0.00581182115073	0.04572573296	0.0966599128	0.234712507	0.273953986	0.2105493742	0.06603981492	0.05830240942	0.00358658947	0.00322074622
è	0.0076923777668	0.010554565688	0.016649493826	0.046072887308	0.05486253584	0.092389831646	0.2476694296	0.1720630846	0.32835843608	0.018997553658	0.00468980626
n	0.000676240948416	0.0016311527776	0.02306481929	0.04754910922	0.1187241494	0.360302924	0.25995384	0.11696640214	0.0390625164	0.01506403664	0.017004842966
a	0.0460710488742	0.0103541317609	0.0486131179996	0.045819644716	0.03142855324	0.2531292894	0.2607298596	0.0830040957	0.0473297102	0.1634174988	0.010103069108
a	0.000821987785421	0.0018855932409	0.0135205457515	0.0237566462706	0.07610821226	0.26818801808	0.1902591918	0.2400229998	0.16556070546	0.01486243044	0.00501372882
n	8.0641633166e-05	0.000199494906669	0.0025083513781	0.009443626207	0.02966888166	0.0852657782	0.28877561	0.406776804	0.126259494	0.04442180878	0.0065995426288
k	0.0115644042666	0.0027363724923	0.0131652780924	0.013933503266	0.0144341745	0.093191259	0.21348717572	0.146376682	0.0937659856	0.305994810614	0.09135036118
ò	0.26707023584	0.0280702681	0.05871994486	0.0578833265	0.06803766696	0.1188476234	0.0906614434	0.10918860082	0.102218835	0.07941935393	0.019882697254
r	0.00112198080408	0.00117321432948	0.003590877756	0.0059862135132	0.01910722104	0.1344110042	0.25614181	0.201701682	0.1315181058	0.189171552	0.0560763442
a	0.0210974703575	0.0033563053379	0.007638845615	0.016347923262	0.01722580373	0.0761075076	0.30222398	0.15281865	0.1812219196	0.1763989812	0.04556264984
e	0.000428171104325	0.00153061866625	0.0116176121389	0.00563539950877	0.0346624921285	0.169394129278	0.1663704744	0.1206561608	0.2103945624	0.216551522	0.0627588374
t	0.000176327439498	8.6166908894e-05	0.00068652223494	0.00193532828004	0.005888771672	0.02251940846	0.15727578092	0.25653921	0.301768004	0.21227219	0.0408522716
t	0.0179580448302	0.00578491241988	0.00807109242224	0.0134808007053	0.0136238392814	0.03779022574	0.087857264932	0.09656335836	0.247823578	0.3516567424	0.1193901362
ù	0.171484100396	0.009372584906	0.016190995088	0.01670247126	0.026634992464	0.04022186522	0.0734106548	0.0897241692	0.1260926794	0.2984303654	0.131735105472
</S>	0.000222940714761	0.000143197084748	0.00147999083688	0.00064445740704	0.0023670863524	0.046597878252	0.04348578675	0.0464685234	0.1448986542	0.317432826	0.396258617
