 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.547927709115	0.059435252623	0.00892270876	0.02986778061	0.009893233272	0.0149404132555	0.0297253662622	0.299287523672
n	0.7161421787	0.069999571094	0.205752651336	0.003265255	0.0020492554128	0.00229276201644	2.68557939938e-05	0.000471446841559
k	0.301703912032	0.2453899144	0.0692835653	0.0666347494924	0.0878638814928	0.0376479466616	0.00242401137212	0.189051995367
ò	0.3958564788	0.5600091216	0.02950661612	0.0083692104074	0.0009553274456	0.00120356970401	0.000643784119119	0.0034558650106
r	0.2869668482	0.6904138232	0.013368916826	0.007908215922	0.0007565668262	0.00010389134022	1.99993410098e-05	0.000461708925694
a	0.051953953894	0.4980793292	0.23191379734	0.0723920162968	0.0681239279594	0.0522435089601	0.0215382612075	0.0037552250634
s	0.085240585174	0.47927665	0.2548659368	0.111426847052	0.0630902519784	0.00514721564455	0.000407779304498	0.000544718454626
t	0.003161791488	0.5115668308	0.137833402	0.11131549168	0.06228272583	0.0770142465408	0.0110995828452	0.085725941589
e	0.0944556998	0.616279516	0.19399880522	0.025421938908	0.0114332144876	0.0454408371072	0.000230471341946	0.0127395319504
m	0.0268753704524	0.275214494254	0.4412655872	0.1689410765	0.0615271500156	0.0135447029766	0.000395296566353	0.0122362983336
a	0.017942289566	0.22320189228	0.420585694	0.0684737472	0.0748875238	0.14918254858	0.038108177812	0.00761811422
r	0.0249945465023	0.220027695109	0.425683206	0.253611155486	0.0487363830466	0.0136556549679	0.0021427419702	0.011148576688
è	0.0018224635994	0.0389745957	0.35830360106	0.2777570132	0.05363348916	0.1339142688	0.026719339016	0.108875205853
o	0.0438735371997	0.262082491568	0.2553912348	0.264204664	0.0999266886	0.0610843074	0.00754366004	0.005893398838
c	0.00830664289397	0.0360559165756	0.1972306872	0.457539741	0.2397129146	0.031244161528	0.0220926696272	0.0078172660646
e	0.0086501999872	0.0303400659388	0.3074996498	0.1846645006	0.15183209844	0.0748483919	0.1679060052	0.0742590899
e	0.00710413384474	0.053051989565	0.1863182902	0.334448372	0.2197794076	0.14963817948	0.02892980832	0.02072986158
n	0.00286711113477	0.0184795984626	0.15800701234	0.297723002	0.31086045	0.17224512712	0.02363510732	0.01618259852
ì	0.0005005696388	0.006032399707	0.005149811858	0.15878020752	0.09014827952	0.3276796992	0.2885766516	0.12313239144
n	0.00178952051662	0.0369987769635	0.05702932057	0.18018849872	0.1177969558	0.42286037	0.1574489484	0.02588760482
e	0.0170895894329	0.0024374355974	0.027835496044	0.0801417788	0.0840131844	0.1738767046	0.579370464	0.0352353432
p	0.000479898134547	0.0269358413131	0.0151329259004	0.08013129666	0.092145375	0.2665504882	0.2365303164	0.2820938376
r	0.00141826829012	0.001041482288	0.011149486347	0.027333876608	0.0368122836	0.27150922	0.637333946	0.01340144042
ò	0.003420677822	0.011964229721	0.05629574786	0.03769156898	0.03857790492	0.2154776212	0.597956776	0.038615479
n	0.00284150832643	0.00687024614447	0.0027830831966	0.00337450666	0.0188989139	0.1322736576	0.47798225	0.3549758348
t	0.012005909732	0.0113308046134	0.008116961132	0.01395076658	0.0300308682	0.1235268056	0.696096628	0.1049412656
o	0.00249964313372	0.00493587153208	0.068336801889	0.031270010767	0.023584885324	0.10809650036	0.470776948	0.290499350384
</S>	0.000485688059361	0.00570995245497	0.00109665448813	0.001093753696	0.0074593925364	0.027956510754	0.0947535678	0.861444506
