 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.40711847151	0.166881272496	0.005494175112	0.001677362446	0.0612948707774	0.0026590719842	0.037599509781	0.0286163295536	0.0095862311498	0.00245490781932	0.0120633313209	0.0119523766064	0.0290343156902	0.0847986727305	0.138769092666
v	0.725121612292	0.05401210525	0.00964471644184	0.0342339452469	0.011440557062	0.164835642481	4.38572300466e-05	9.232099174e-05	2.63824087426e-05	8.89171017934e-06	2.35276989175e-05	6.83639618554e-05	3.66182417986e-05	0.000151135891248	0.000260341546673
ò	0.751956654	0.075436711426	0.0119036211704	0.0112056548474	0.015201300327	0.0148025601163	0.0474313674491	0.0142927321941	0.0328601910379	0.00951025575607	0.00360030247148	0.00381402930633	0.00281657351964	0.000636286399843	0.00453172567393
s	0.3497187442	0.5077653264	0.103650130712	0.02283610836	0.012116718298	0.0016890162974	0.0016167384386	0.000356230746325	9.7343204e-05	7.5894253754e-05	4.38826726518e-06	1.33563898449e-05	2.321797552e-06	9.20054894709e-06	4.84719824336e-05
t	0.0264525698	0.5701574412	0.0529237276	0.12768038426	0.07909740006	0.100290295424	0.0072923006172	0.00182067029836	0.0173327525309	0.00302279028185	0.00264799163617	0.00139015443189	0.00270573762765	0.00264993246656	0.00453585637002
o	0.0217414551833	0.667350024	0.142498529672	0.0312808012328	0.0285656481342	0.0292298548341	0.0150470409215	0.00487339434925	0.0336560822751	0.0147664798014	0.000759836407388	0.00154313907393	0.0011738474612	4.52687408087e-05	0.00746860494201
d	0.049023629286	0.1901439521	0.37924320926	0.12918460818	0.10889133736	0.133971820002	0.00500677835636	0.0011548486667	0.000698520269828	0.000175673301266	0.000829005903804	0.000335021219608	0.000129856568101	3.90051425871e-05	0.0011727362982
e	0.040993778398	0.2123724351	0.1440303152	0.275159078	0.1248724278	0.0673224956	0.023796550048	0.00427552829834	0.0447153895522	0.00247348888625	0.00472189837124	0.0169030927373	0.0017198785182	0.0284143639687	0.00822927040681
r	0.0105654037626	0.09219667478	0.32809147442	0.27163762532	0.0619800236	0.226926996628	0.005418845255	0.0015283105746	0.00108510336786	0.00018186547032	0.000121825366684	3.89700749631e-05	3.55897084086e-05	1.89872149817e-05	0.000172282773338
f	0.006217319024	0.09819262494	0.1045171302	0.4171040206	0.07426677748	0.11258873224	0.017781060124	0.0091412576842	0.0390889028216	0.00418797914762	0.0264479322107	0.00106067716247	0.000737933594602	0.00762017896753	0.0810474869775
ò	0.049892933444	0.390325524	0.205563705396	0.12821563252	0.02568196784	0.009009813278	0.044496069816	0.022151913824	0.0618763154778	0.0294501061659	0.0149601124136	0.00284397008857	0.00186910405882	0.000176533925906	0.0134863461027
m	0.0076581217924	0.0677945786	0.1791981214	0.522914812	0.09193440706	0.07098666615	0.02316771892	0.022732772082	0.00585661507306	0.00571074758946	0.00103101361276	0.000657219247675	7.51726700344e-05	1.14480927212e-05	0.00027055626091
u	0.0360558800273	0.1332857076	0.1332440778	0.33832331	0.0861923164	0.0826126216	0.0234718998	0.0085312120872	0.0223227177896	0.0157285618746	0.00781669508964	0.00956763643713	0.0130533981712	0.043105972982	0.0466880186879
e	0.00359943604768	0.015639848417	0.12827869524	0.2098219572	0.329547788	0.1832460644	0.060175297	0.04255250846	0.020348990892	0.0028143573786	0.00285430703	0.00040793854004	0.000314109289684	5.99404997267e-05	0.000338734154651
n	0.00445153116041	0.00782523119447	0.045799493772	0.1850972738	0.334533866	0.144320859	0.1071258238	0.02772608774	0.0892415776	0.0141358016316	0.0249070142431	0.00974816019664	0.00297068283307	0.00123227380443	0.000884371255128
t	0.0474306036358	0.0129997552028	0.05065961472	0.223560329	0.1051029824	0.1977729539	0.1009113916	0.03487866268	0.03464068386	0.012472352004	0.0270223493511	0.0049956308884	0.0056750828579	0.018816943539	0.123060673931
u	0.0867223815575	0.0269685176	0.0990211596	0.1594401651	0.0523976784	0.1010018704	0.1635637352	0.105391177	0.06665024136	0.05236403024	0.028909743829	0.0126015285552	0.0084873580558	0.00118250977313	0.0352978801502
t	0.00125743279552	0.00656809195427	0.04932422723	0.10201849234	0.1441361246	0.2859483012	0.1730036207	0.1760898072	0.0336444768	0.009450627148	0.01093580958	0.0050660176934	0.00095156091146	0.00014093807578	0.00146446508837
ò	0.00385286244122	0.004420137562	0.02807203678	0.06916133886	0.0335551274	0.2803762716	0.2432337698	0.05052075434	0.0384359067	0.00685403284	0.0451027456002	0.00916316458	0.0126951707884	0.028928884282	0.145627792135
g	0.00049296675236	0.00181023719133	0.028704921806	0.0891174533	0.1113733596	0.292179413	0.175180887	0.1348116354	0.1002219047	0.0222340769	0.0340713990403	0.00642591719	0.00270200207	0.000324722827	0.0003491080302
r	0.0341792579058	0.01701840706	0.117997932994	0.089230123	0.0567618582	0.1577170748	0.09418601694	0.1468907488	0.059855487	0.01823938628	0.027483260818	0.0098904636	0.0311881364744	0.058858271502	0.0805035828814
a	0.0230949175928	0.02353808036	0.0462124717304	0.0455463441	0.07852556606	0.0589316297	0.1195536774	0.2764883192	0.0948371004	0.0519536942	0.01044858154	0.0647237246	0.0386462787572	0.008326691582	0.059172892338
z	0.000330870204618	0.00158144769157	0.00563178339402	0.0175797055446	0.032878472512	0.1697354656	0.20994557618	0.21566062472	0.17124427	0.084952933704	0.0654715652	0.01954547681	0.001971474806	0.0007896775838	0.0026806249904
z	0.0070932160735	0.014114509042	0.0301031548577	0.04182502538	0.01488445506	0.1083565744	0.10268321326	0.15118665316	0.17023289266	0.07900965066	0.04752065828	0.0238328296	0.017326268684	0.089998671106	0.101832196707
a	0.0412936314871	0.17262256992	0.01378085602	0.0163047232	0.01355086814	0.0599414782	0.0597611444	0.2090866754	0.0665632631	0.0681878868	0.050625914938	0.0958496633	0.0594585747674	0.006984708401	0.065988047739
m	0.000159534903927	0.000584587775762	0.00265626757032	0.0063573379088	0.015115753508	0.1282843642	0.15017087054	0.20965247576	0.19485803	0.08549040744	0.1354983622	0.03458480482	0.003137441242	0.0014292659672	0.032020502216
à	0.0231630414224	0.022927732292	0.0145707126034	0.01301904927	0.015977044584	0.16077155268	0.1111146778	0.13598773712	0.1671938686	0.0589396065	0.06154374284	0.0645135956	0.03593238666	0.0868644597	0.027480817408
i	5.40427401778e-05	0.000218171285306	0.0021005861392	0.0037844686724	0.0065122923532	0.02272094892	0.0784078125	0.2598958156	0.2813588518	0.11381176184	0.1459296942	0.03259794934	0.038948835612	0.00775710084	0.00590164656
è	0.000278375933394	0.00143178443559	0.00565525979169	0.0125037565084	0.0120873114306	0.01285983853	0.048446381932	0.03278262645	0.236918656	0.199683555114	0.242458932	0.09734292472	0.0220730684	0.065503669516	0.0099738271392
n	0.000472689206293	0.000284578196472	0.00302326881986	0.00315347439318	0.0055621008617	0.018123298704	0.07563323446	0.02966908146	0.18262526174	0.24125920564	0.12694351088	0.1174276449	0.1602695778	0.02841390088	0.00713915374386
a	0.00541511575787	0.00822756455955	0.0242296122464	0.0300974700697	0.0378390910843	0.032982236206	0.10005811922	0.04051486168	0.1094969036	0.1703513026	0.0509256494	0.0697155612	0.0365565546	0.258927092	0.0246628449
n	0.00013866378139	0.000213702239349	0.000842007241742	0.00454106924459	0.0111904842278	0.0239727617806	0.04244947856	0.053420577516	0.152045652	0.1745152714	0.3189743108	0.10081289076	0.09137359778	0.01406759052	0.011441873848
g	0.00559327159521	0.0102563332439	0.017005651279	0.0143334517364	0.0108669437099	0.009099647034	0.02071843346	0.026111719744	0.0596253656	0.16918714985	0.101466832	0.13420435172	0.0563386652	0.2878017028	0.07739045632
r	0.0507560339787	0.0143260386374	0.005479320314	0.002497070052	0.0049946774	0.00533688604	0.02422140874	0.0696346828	0.0689119146	0.14207867276	0.071101941	0.186184094	0.1999300514	0.1037315334	0.050815693246
à	0.0173661761971	0.00969469246986	0.0062737118008	0.005124460179	0.0098236959248	0.015855965162	0.034796933	0.07894354466	0.10192439912	0.1270382544	0.13571012982	0.217879338	0.1207810294	0.0459123287	0.0728753392486
m	3.21960538314e-05	0.000203534278965	0.00122032990694	0.000303643745205	0.000633111210514	0.0104474350158	0.00487644818	0.02135970145	0.0294931158	0.125974219702	0.1173079716	0.095861804516	0.140304538648	0.2578330672	0.1941488466
m	0.0212143275018	0.034597643912	0.0363137923018	0.022380545421	0.0281361233283	0.08096831169	0.05167947432	0.04566905012	0.0971213356	0.13277102986	0.01598043822	0.088720802	0.02478505726	0.2758385868	0.04382350126
a	0.0174803441584	0.0044288786288	0.00341332881431	0.00378318401675	0.00839351873116	0.0103870799826	0.0488469681214	0.0893857306	0.0399153072	0.0662855498	0.121065854768	0.3326300472	0.1153849061	0.058867224	0.0797320603418
