 	non	avete	mangiato	mai	un	rustico	</S>
e	0.515919682643	0.105562429852	0.0059719723272	0.002063633778	0.00326517423902	0.0928856868976	0.274331393477
n	0.49412209783	0.3035471862	0.00629321234	0.181603767004	0.00327823270885	0.0086125738085	0.00254288219416
è	0.154543466914	0.4649170512	0.0663273726	0.06937485414	0.0878461311054	0.0156884419012	0.141302715738
c	0.135892324	0.766117532	0.052300363	0.0329991612914	0.0078890163151	0.0013785627676	0.00342307776653
h	0.07067001252	0.4527629152	0.2253904748	0.19285814514	0.0124865999489	0.0177933479895	0.0280384846126
e	0.27716750368	0.2969066486	0.2911823312	0.030518267734	0.002927014482	0.00026240428696	0.101035826399
t	0.0522013457503	0.4130467948	0.4593240538	0.0714050418	0.00297222625972	0.000182239460225	0.000868285992001
e	0.0158415172104	0.224295168	0.25587403186	0.2397558828	0.132649422403	0.0961537621984	0.035430197829
f	0.00997976018303	0.23831024512	0.359968032	0.369510028	0.01855608428	0.00134840973012	0.00232748990588
a	0.00882042629066	0.0262685384	0.27478305086	0.361980706	0.1183477496	0.161638053084	0.04816143546
m	0.0128360913895	0.15762169304	0.2489524	0.527297264	0.0457734238	0.003116512232	0.004402582542
è	0.0193580640248	0.0440137188	0.14759970924	0.384722822	0.1452617062	0.211326687036	0.04771731678
n	0.00211050937083	0.102680754914	0.1223207094	0.475316443	0.2586748986	0.02231099488	0.016585718196
a	0.0702347276538	0.02935423242	0.07139636666	0.450425774	0.1540341692	0.19340236826	0.03115236486
m	0.00639215886712	0.0933169795109	0.14363363695	0.315392764	0.3715263598	0.053015354774	0.01672273398
à	0.0425262826485	0.0252446333356	0.03330943394	0.3068904768	0.2457356908	0.2666450832	0.079648412
i	0.000578118832823	0.0612558574126	0.01156367974	0.2497958446	0.5618034566	0.0803383342	0.0346647102
è	0.00218216174403	0.0388889404001	0.00525908922795	0.28867869992	0.35801515946	0.2531646203	0.053811308
n	0.00682950714971	0.16679529688	0.00844622202686	0.08764764966	0.5681666385	0.14094396212	0.0211707392
a	0.0445070077508	0.0436232664228	0.033818824134	0.0927203556	0.350304158	0.33055420794	0.1044722062
n	0.0123091211286	0.0217104068895	0.068501605922	0.111708764483	0.1340369198	0.4013603268	0.250372868
r	0.0222565570487	0.0056367308904	0.00469414835569	0.025561455152	0.2217372904	0.4674338716	0.2526799408
ù	0.0124475498337	0.007865449338	0.031509292865	0.030490908966	0.1787018236	0.610040184	0.1289447832
s	0.000676714795313	0.0102412800577	0.00298543638916	0.015224684312	0.135171033552	0.4447851692	0.3909157008
t	0.0114931262131	0.023225384492	0.0227250368712	0.01933287408	0.1423962962	0.6017427724	0.1790845466
i	0.0422157017888	0.00938772980666	0.0122285014962	0.018744819574	0.1274436966	0.5223718172	0.26760775654
k	0.00173949444532	0.00242480925394	0.00338560413649	0.00564619805404	0.056106044505	0.37192789	0.55876996
o	0.0175360623401	0.00908206980407	0.004606736576	0.00606278982	0.038829182572	0.6891231188	0.2347600268
</S>	0.00356751172549	0.00327795723214	0.00800475807258	0.00795495136642	0.061510640924	0.223597796	0.692086406
