 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.76970172739	0.0107118126936	0.001711939684	0.0062534770816	0.00368665232012	0.0113592599995	0.19657511636
t	0.5532907024	0.2725707658	0.060439413308	0.0032862250676	0.0375525592356	0.0499382883017	0.0229220745129
e	0.557083052	0.21897367974	0.046396742468	0.00395498446615	0.00851240867355	0.00298360279229	0.162095538533
k	0.2132383256	0.689301572	0.0456429024	0.0279262751355	0.0021826241635	0.000334809884888	0.0213734642258
a	0.049295185988	0.481794208	0.2197559734	0.09217776074	0.114721617937	0.0208881979784	0.0213670736784
m	0.071736344772	0.835063808	0.0677603568	0.0228952436	0.00111695141621	0.000121073841988	0.00130623586992
m	0.0303764258	0.2774671462	0.3679176558	0.04397572732	0.171543629314	0.0978433220006	0.0108761525379
è	0.3576463795	0.1909025112	0.357145990925	0.0091172609376	0.0106281525788	0.00294776876455	0.0716119683604
n	0.02334800786	0.59479131252	0.3002174506	0.03557767862	0.0060608259408	0.00025751044384	0.0397471640073
i	0.230289641755	0.291174063	0.26499935548	0.0693799791	0.077105138602	0.0475770941426	0.0194747163226
s	0.0406287140737	0.2292493442	0.4514754752	0.2652910148	0.008697020492	0.00179351663044	0.0028649538264
t	0.007479395116	0.17382488624	0.3517627218	0.1774040906	0.09381320391	0.163699149834	0.0320165462688
o	0.048715711286	0.1195931134	0.487199208	0.16196816946	0.14199735744	0.0066995418028	0.0338268725166
g	0.00898054382424	0.22112054688	0.2347835656	0.4792671468	0.03532993816	0.007984410234	0.0125338633704
i	0.00728528802262	0.0409446796	0.2561814744	0.17807029185	0.29399415	0.19546633104	0.028057801973
a	0.0253915599003	0.147006784196	0.2230780952	0.508538704	0.0710221214	0.0122682503	0.012694474186
r	0.000125228484168	0.0505560606726	0.1767165346	0.47088703394	0.1621455096	0.12225299936	0.0173166458718
d	0.006454814714	0.00928465622	0.04258385706	0.30219997582	0.2187431638	0.3035401274	0.11719336534
ì	0.1277019856	0.11483477228	0.12548440536	0.2854375264	0.18804045	0.12698880838	0.03151203644
n	0.0096939108299	0.161053574701	0.0651849384	0.220990744	0.2946400008	0.1828940352	0.0655428208
o	0.0583101128239	0.02858263887	0.05170961124	0.1371535451	0.2398525246	0.3721957004	0.1121958605
s	0.0144457419264	0.128204018403	0.059147308726	0.1981335988	0.287605943	0.19098223212	0.121481164
t	0.01617704945	0.046055195228	0.0164238511	0.1281384248	0.3275457254	0.4279834238	0.03767632406
o	0.022432915234	0.016272525796	0.03979847438	0.1238709727	0.496896798	0.2265473708	0.074180950512
c	0.00280026012056	0.0107619249522	0.006918069433	0.0513381214	0.2248761964	0.365961826	0.337343634
ì	0.00158396191864	0.0485423613518	0.0777816361	0.05846383668	0.4538057955	0.2775942448	0.08222815996
p	0.00428071615568	0.0356235038688	0.01370022328	0.0283646708	0.223168394	0.403287844	0.291574616
o	0.117038792133	0.03625618552	0.02131613196	0.0251691934	0.3375293896	0.4091192826	0.0535710302
</S>	0.00642377035016	0.00802559702997	0.0044215504068	0.024959842868	0.0577179534	0.2491236132	0.649327704
