 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.651410177971	0.0548951195066	0.006040325038	0.003287470726	0.002089568271	0.0068720706195	0.00893526601737	0.0227549917778	0.0609610607405	0.182753948524
n	0.693964605721	0.08410509854	0.0126559251876	0.207573810694	0.000548340102	0.000289903603134	0.000257768585853	0.000141076336148	0.0001637426547	0.00029967955133
è	0.1800376809	0.2827676072	0.050288617	0.20152445574	0.0359489997634	0.0316157336399	0.0067104091442	0.0103464752329	0.00130843995432	0.19945158532
g	0.14317821058	0.708962594	0.0536753218	0.078642620524	0.0134610472686	0.000982111300166	0.000412667418388	5.3332845384e-05	0.000197952236467	0.000434131976385
r	0.10980150046	0.392422402	0.13484967146	0.1801026905	0.018887537052	0.0785759035112	0.0104106509867	0.00579102213526	0.00609030888137	0.0630683379221
a	0.0780738442	0.385395502	0.243828198	0.1518463484	0.07930989764	0.010449308804	0.0050289006848	0.00182408124344	0.000143367857955	0.0441005403324
t	0.0285248345629	0.2838331302	0.35231934366	0.2596931588	0.0471578859	0.0189862021431	0.0075136314948	0.00065388993324	1.35214510891e-05	0.00130439182704
s	0.0269226536104	0.146673316	0.2245513782	0.34105352026	0.0688919679	0.0547597010184	0.0296918080728	0.0162091693093	0.0189546195012	0.072291862403
a	0.0039372360262	0.04792327346	0.734962682	0.127105139746	0.04576262122	0.0177212720676	0.003727790836	0.00363181605286	7.21326718372e-05	0.0151560444437
m	0.00776041129944	0.107263682052	0.15536401986	0.4917831672	0.15503311952	0.06126699436	0.00612443478	0.001378068578	0.00013290230278	0.0138932036645
à	0.055383989474	0.0409811945706	0.08383123082	0.4367925526	0.0653622132	0.111793609188	0.0550746099	0.033559620698	0.100882805998	0.01633816295
i	0.0023966405832	0.0302080532372	0.14747211844	0.54253896794	0.19367503348	0.05345847054	0.02144447486	0.003372689086	0.0009820876054	0.0044514961596
è	0.00464553011124	0.0180726934544	0.0339105858565	0.2251757004	0.380552507324	0.2069498206	0.095661993468	0.019740705098	0.0092603137262	0.00603017213819
n	0.00117185173159	0.017193409201	0.085575409932	0.15697753046	0.36544937154	0.13879268808	0.1639985011	0.068330305052	0.001707271488	0.000803663747334
a	0.0408183844955	0.065209207702	0.03829190803	0.0658691058	0.2874375616	0.137091706	0.0937851344	0.0747421694	0.158478005	0.03827680838
g	0.00707796345396	0.0116927074734	0.0128020978061	0.127493027454	0.143470474036	0.453963346	0.18159530092	0.05497851846	0.00388105442	0.003045515996
r	0.0412037605035	0.016378856616	0.0064460252186	0.1225058398	0.17909605392	0.1249277584	0.28098812412	0.0399544931	0.1582858704	0.030213221076
à	0.009775423176	0.0115826227	0.03397513884	0.037336286256	0.1011411588	0.164190327	0.272683254	0.181915183	0.048876576	0.13852404477
m	0.000490850177391	0.00312817287603	0.0188591961878	0.034364525348	0.034023026064	0.235392755	0.18726768298	0.16950238416	0.2774323022	0.03953911508
m	0.0460367610792	0.146776672951	0.03623060772	0.03684152294	0.1039668123	0.0555869485	0.1205745232	0.03553781564	0.352428788	0.066019532864
a	0.0307941738208	0.00744773440114	0.01945143469	0.02199244774	0.06023394116	0.041253913487	0.385667092	0.18497655049	0.03948849698	0.208694197494
s	0.00382114176804	0.0118793515205	0.0406082500558	0.0321734604756	0.039526571362	0.2439747354	0.2022273357	0.21756123258	0.07959374226	0.1286341978
o	0.00629767236292	0.0235892246846	0.0116220263398	0.03006413474	0.033565017748	0.066802497812	0.25534234626	0.168425682	0.2926164852	0.11167490523
n	0.00120384978088	0.00368164830682	0.00353944112268	0.0244600631775	0.0089710263088	0.32221474584	0.07494789614	0.3875364478	0.0828321682	0.0906126932
a	0.00299695128608	0.00262383389	0.00088621851	0.00181351761548	0.002450750118	0.013003703858	0.02721171496	0.19822614094	0.658981758	0.09180543388
d	0.0008608098143	0.00162326579123	0.000785029440474	0.0183626010175	0.0034365707286	0.32301399726	0.0463299295	0.33406177714	0.19869436274	0.0728316466
e	0.007779350513	0.00745123555504	0.00047332318746	0.01858021279	0.005153189024	0.03380062738	0.04904843172	0.0845032438	0.752680318	0.04053007186
r	0.00110492304643	0.00114401220608	0.00173671235915	0.0241934874752	0.002836985398	0.31900351172	0.0429379519	0.20955995886	0.2193183638	0.17816411
f	0.003117793949	0.006810083012	0.0004411122922	0.007972274784	0.00392856677	0.022012613594	0.0107899266	0.11233977812	0.747882816	0.08470500242
ò	0.009211815486	0.021055239472	0.01935958946	0.019297160866	0.01919684426	0.02576482462	0.084991148	0.2358135634	0.33229127	0.233018507
m	0.000354742835286	0.000425571702754	0.00238809470181	0.00154900773972	0.00076793108494	0.021582514598	0.010891273822	0.13914235926	0.579171356	0.2437271862
m	0.0533005668293	0.115073364549	0.021823416464	0.014112157002	0.0098890261	0.00990507586	0.0629297577	0.0333214173	0.580819418	0.09882577844
u	0.0314242250119	0.00313287038335	0.0026733545096	0.002352844802	0.0042123348384	0.013832342024	0.1656328296	0.215924400452	0.1696492362	0.391165543516
</S>	0.00168490798215	0.00273176865829	0.00849145625879	0.00098064905228	0.00285442210305	0.0104368240678	0.0153671013124	0.063141049108	0.10537482376	0.788936998
