 	questo	muro	vuole	uno	specchio	</S>
c	0.744942294484	0.0127743212094	0.002231356292	0.002051993418	0.00314963267752	0.234850382581
ì	0.3239522738	0.249122681734	0.348462372974	0.0673428814306	0.0007238350764	0.0103959319326
t	0.75635164	0.177366822194	0.0560100626	0.00208053393	3.6388741732e-05	0.00815455656418
t	0.4851611028	0.0869993822	0.26268388554	0.0719171114652	0.0144419833945	0.0787965258624
o	0.5817896366	0.053692633222	0.0992156646	0.091715649792	0.00657907985741	0.167007324085
t	0.42195965994	0.25101710132	0.2980742504	0.023221944784	7.3445351412e-05	0.00565360919665
ì	0.0771302016	0.272842784	0.296839893	0.059710924482	0.275081623861	0.0183945724428
c	0.100942441671	0.61887598692	0.1590217454	0.012111119836	0.0028822056362	0.106166539105
h	0.0170593907072	0.3025891639	0.2219800224	0.2186724988	0.216437820554	0.0232610953132
o	0.141350874388	0.14845136386	0.280897125	0.242306084	0.004206710284	0.1827878856
t	0.0345416317666	0.27112104264	0.500902682	0.1215335204	0.00934421103	0.062556922358
è	0.004368302572	0.02820966822	0.425374414	0.0695712208	0.46817252464	0.0043038672974
l	0.0247909919247	0.1869407086	0.459214822	0.2184788396	0.01552427246	0.09505035736
i	0.13689730526	0.1779462335	0.2664433448	0.2481510336	0.13801991598	0.032542174876
è	0.0237983932866	0.124738772057	0.29842027872	0.3867615128	0.09085602484	0.0754250808
n	0.0224777648605	0.015210323938	0.068894302	0.4253685028	0.3303981748	0.13765090574
a	0.00374341313528	0.013479948532	0.0731242477	0.3414599894	0.544431252	0.02376114312
n	0.00989221771966	0.136449383087	0.121586459634	0.3069174656	0.24143282648	0.18372161828
j	0.003854909539	0.00173854735334	0.0105198807	0.25012902574	0.68355703	0.050200639
a	0.180536538972	0.026732672764	0.04137314616	0.2424685558	0.2454218022	0.26346727608
l	0.00997589300057	0.0483829412203	0.058096594618	0.11571056902	0.259152776	0.508681206
ì	0.00738014462	0.063758113116	0.09402884218	0.2590764368	0.533300906	0.04245557858
</S>	0.00143582117666	0.0069482529402	0.008625838934	0.0083074436	0.2532077268	0.721474896
