 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
s	0.399559262876	0.134038183199	0.004936437528	0.006803851489	0.0177665694586	0.00304735395	0.170759502571	0.0129273789298	0.00959862572398	0.240562858052
i	0.2957672974	0.6022165438	0.022360176314	0.024944797214	0.00124614167923	0.00409210056727	0.00307746441514	7.40963385288e-05	0.00425791186207	0.0419634618878
i	0.1632227014	0.68221085	0.1292508461	0.0101397857289	0.00216991899535	0.00079252125761	0.000220820839751	3.6972807291e-06	6.41771805581e-06	0.0119824319465
p	0.039585942108	0.694359436	0.157815252	0.02758993534	0.0281745718235	0.0093754645785	0.0362237737942	0.000162197487694	0.00052983487055	0.00618358879818
à	0.12882511836	0.22910868688	0.1677266434	0.1732257802	0.22283214478	0.0300500657992	0.0190282632126	0.00323142761174	0.020524010208	0.00544785406964
s	0.095027337136	0.451430098	0.290756446	0.1344168862	0.026545419746	0.00124616525394	4.87427471576e-05	4.6245796458e-05	4.45216571888e-05	0.000438132793368
t	0.00723253606	0.3888255986	0.2590094544	0.149462371	0.122814228854	0.0102459426396	0.00876910043388	0.00811373690458	0.0243821378915	0.0211449200759
a	0.0888820853308	0.227993772	0.473051744	0.03503197369	0.01276267285	0.107627347361	0.0495688428558	4.49806163046e-05	7.30391951276e-05	0.00496357374495
ì	0.00973875502105	0.2665981054	0.239280918	0.348820508	0.13107808644	0.0031199867514	0.0001815041525	0.000159849326758	0.000232147578648	0.000790128114756
c	0.0193667653975	0.01643906218	0.0943549362	0.5897715394	0.21291168148	0.0121233624804	0.00303960451995	0.0005401091266	0.0357753703475	0.0156775340156
h	0.045033462326	0.11114711812	0.1087469824	0.3102919284	0.214341688	0.01356895096	0.0805241475473	0.066299725064	0.0370162254218	0.0130297468614
e	0.0566316928542	0.1278351378	0.3216621814	0.239123123	0.0513546932	0.12122052792	0.0683016813232	0.0004667506195	0.000296043509705	0.0131081863319
t	0.00338663426123	0.0143506723744	0.061702689812	0.3011735468	0.541023976	0.066756214798	0.004911779256	0.00301660779724	0.00246924596123	0.00120864315648
e	0.035678892187	0.09071315846	0.21309777	0.154867592	0.3280706242	0.0163762135	0.069153107904	0.0568105458044	0.025202639039	0.01002947136
l	0.00143510377732	0.0173757225853	0.03939696597	0.2605654706	0.52878006	0.12762635288	0.01301551364	0.008954293529	0.00152545101012	0.00132506611538
ì	0.0116840938068	0.02541912947	0.0987607139066	0.1973890828	0.3169104632	0.0466273604	0.0659276964	0.11680794098	0.0675857564295	0.05288774168
s	0.00472277329438	0.0120807119382	0.06134575904	0.2554284203	0.2562335712	0.18114858186	0.1154918089	0.04291255372	0.0500414145046	0.0205944350007
o	0.00813407172611	0.02719416194	0.06420324654	0.09057921166	0.46812382	0.0753606762	0.1001671988	0.0530919444	0.0752946054646	0.037851033172
n	0.000827026532294	0.00510462516325	0.00795420860534	0.0989232639544	0.3161998292	0.3413574692	0.1038462027	0.0929499398	0.0262182283894	0.006619220888
t	0.0063867730877	0.010598962301	0.01369005875	0.022335251988	0.24885408594	0.257293653172	0.0623071516	0.2024092014	0.15408559145	0.02203927937
a	0.042880158247	0.015976004065	0.02331227942	0.01694421904	0.21634173734	0.2039894572	0.319092022	0.097417275	0.013132372654	0.05091449827
à	0.000455171611366	0.00193737890739	0.00800405842089	0.05005031572	0.09547704676	0.29602464392	0.293421424	0.1662364344	0.05018409192	0.038209440816
l	5.26622332494e-05	0.000361944757284	0.0149745053891	0.0071538621014	0.10433622792	0.244196293646	0.1125693554	0.228102797	0.230847628794	0.0574047235413
a	0.0032036407648	0.01470761464	0.019863997227	0.0466122817	0.146095764	0.1693718292	0.2208609614	0.17824765	0.170843672746	0.0301926123
t	0.000397618063397	0.00108935291834	0.00396904806666	0.0193338226766	0.08157573164	0.12668023176	0.317142773	0.242475224	0.14559193334	0.06174426474
o	0.00596585422627	0.0091683599326	0.02062830376	0.0237182474739	0.03144212888	0.0758970608	0.23944873	0.329698424	0.228797280534	0.03523564887
ì	0.000341416359837	0.00120687146449	0.00174095360432	0.0111855613537	0.139419929313	0.03251602094	0.1156265264	0.470027396	0.16854550768	0.0593898214
c	2.9659666321e-05	0.000332257710044	0.0264479264551	0.00208248159374	0.0462942178966	0.02261648602	0.121830001	0.4139375268	0.29506204928	0.071367392722
h	0.0158939831136	0.037984421148	0.0336641135	0.04778080052	0.1817708841	0.05361486824	0.1203978624	0.3240743542	0.1550443808	0.029774336
