 	sta	e	dorme	nel	letto	</S>
s	0.766311800745	0.0180142562132	0.0014116515222	0.0038401314609	0.00245099895287	0.207971156797
t	0.53400774256	0.0968130998	0.108883845809	0.153956005884	0.09601142874	0.0103278840328
e	0.490661832	0.33708756392	0.025842718836	0.0353721403126	0.0183810042906	0.0926547519154
c	0.166672566	0.603094104	0.2026723127	0.023236065808	0.00076526640064	0.00355966357146
e	0.0232917807718	0.16841492752	0.16353096422	0.2394840546	0.3959865829	0.009291672714
p	0.064490025928	0.668151738	0.2452820114	0.016688078906	0.00172749212494	0.00366065623398
l	0.0125571223352	0.2301422874	0.3363499188	0.1718981406	0.2288724292	0.02018011594
ò	0.2248337372	0.3335595914	0.12594779408	0.2903284346	0.012630587654	0.01269987005
n	0.02766152794	0.2352606094	0.5042200924	0.2099855736	0.011817769268	0.011054459369
n	0.035522510248	0.2247024742	0.362104089	0.0549663834	0.28917427072	0.03353025854
i	0.24421108346	0.184039512	0.2260002264	0.2695530254	0.03620342824	0.039992749688
s	0.0258787706403	0.106621141932	0.3028230752	0.4570159592	0.0439260812	0.063734952
t	0.0094955528774	0.04303101324	0.33966962168	0.27126966234	0.31013714473	0.02639704034
o	0.03552957886	0.1157660562	0.1648439892	0.545527486	0.0523347278	0.085998158526
g	0.00564290403049	0.0659396073666	0.15240112892	0.51253683	0.09111938526	0.1723601616
r	0.00045843829208	0.003452527198	0.14829047612	0.36692580606	0.412826865	0.06804593198
à	0.021040290494	0.042687502894	0.0832205412	0.415294968	0.257573314	0.1801833582
t	0.0213370770413	0.006730967894	0.0319299012	0.312860274	0.4590367492	0.168105048
t	0.0164193449522	0.045138145472	0.1283941182	0.2815296106	0.4778623114	0.05065644
i	0.0667972411892	0.045955785008	0.0188727834914	0.4236508286	0.1996893562	0.245034044294
</S>	0.00158957275541	0.00714590937881	0.0089799025401	0.03104367986	0.148644436	0.802596512
