 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.747043041084	0.007376898972	0.0049260260916	0.000797592665	5.5690957168e-05	0.003241944573	0.00227914128722	0.00789199353752	0.010327789665	0.0496014384793	0.166458407038
m	0.292614438	0.57316561	0.03004253664	0.044827834716	0.0208011508165	0.0005071284876	0.00094713345453	0.00868096689346	0.00309985591884	0.00720052458671	0.0181128361693
à	0.2733210254	0.43928818	0.01492414826	0.005200959732	0.0172598907146	0.01706406989	0.0263374745164	0.0601385498898	0.08044216426	0.0624105150826	0.00361305681194
k	0.0432878492	0.823140796	0.07386212172	0.016508836794	0.0424030674905	0.000280088302	9.4482626594e-05	6.40412111226e-05	2.08721593831e-05	1.88690699498e-05	0.000318966156323
i	0.2154978598	0.531900432	0.1005414854	0.0418152447	0.013282651816	0.032712900202	0.0202231012994	0.00280549020402	0.0030097134606	0.00270811318232	0.0355030066938
n	0.107281558941	0.653459468	0.1739082932	0.054176757522	0.00879307121558	0.0015495200536	0.000433939206436	9.5470899561e-05	1.77360215612e-05	1.43473049658e-05	0.000269838552436
a	0.02070851951	0.462854954	0.181376158	0.105822531	0.0971091038	0.04181622222	0.022417941626	0.0140788909924	0.0349172367152	0.0108467205752	0.00805169160815
e	0.041608476896	0.2768094496	0.394467488	0.1807075084	0.09144466502	0.01234983186	0.00181509404632	0.000157809195099	6.8144250343e-05	0.000197462742887	0.000374076458742
k	0.00521163728736	0.2497064491	0.3157078608	0.1080510162	0.2127977362	0.059513293	0.020951151266	0.00245687377405	0.0037109554485	0.00961012202234	0.0122828970689
l	0.11201799434	0.07632712944	0.04377361614	0.084376638	0.20929183212	0.063419837	0.044268918476	0.084886842766	0.111727656468	0.1180349802	0.0518745369344
à	0.27823521034	0.0389752216	0.08866720609	0.231135267774	0.283059708226	0.02823783394	0.013843040088	0.0038280404761	0.0289413460067	0.0017809035042	0.0032962564936
s	0.00474932816286	0.133146371753	0.1025052008	0.239365468	0.349980932	0.1164386669	0.038625283588	0.010628417324	0.00257520050526	0.0007741402687	0.00121103463922
t	0.009191599326	0.08101055412	0.11775103144	0.120335502	0.24847378922	0.210855482	0.09926566862	0.0316089215	0.0144143608659	0.024780383316	0.042312699038
i	0.087462387706	0.0229998514	0.04616319026	0.1829295453	0.2433360652	0.1208042648	0.04455124786	0.079836456886	0.11405246411	0.005241145708	0.0526233751573
c	0.00656021310713	0.0898192055158	0.09570202135	0.16167532998	0.12755221914	0.3366637514	0.1351609352	0.01998696578	0.01784021822	0.00267033679272	0.00636881525051
e	0.0069123962408	0.01913291987	0.03941684646	0.0722381984	0.2190435018	0.11571171334	0.05964087186	0.18961733948	0.0940989275494	0.126467907928	0.0577193702014
e	0.0185356402649	0.0478415633043	0.0577853993	0.11336153672	0.130483601	0.285901416	0.227219589	0.0177803777	0.03123311482	0.014614431708	0.0552433192228
t	0.000256510229989	0.0554620419737	0.0353137289332	0.029653631284	0.107176879	0.233530946	0.294465024	0.12950532132	0.05506785022	0.0505510220868	0.00901703759699
è	0.0181674496992	0.021182297293	0.014953572291	0.047140032934	0.2100074638	0.1421330386	0.2984052288	0.02467584696	0.09728174528	0.06298113212	0.063072159048
l	0.0104320819041	0.01126970399	0.048252130728	0.05731117846	0.11201446964	0.204679274	0.31018212	0.1151416679	0.09900427452	0.022233180406	0.0094798944816
i	0.08353762649	0.036829401524	0.037512460056	0.02984979828	0.08279355234	0.161350114	0.2469527022	0.2023987514	0.03515835104	0.06960543364	0.01401177272
t	0.00391988708634	0.00667469769938	0.0119976256518	0.028967986177	0.019190603018	0.2325890512	0.290288656	0.174646832	0.201000555	0.02280008493	0.00792401374
i	0.024071171582	0.0148171639161	0.0130938103516	0.0142626985357	0.04916587684	0.0931991768	0.3370914466	0.15958799408	0.16602096336	0.08550356334	0.043186132759
a	0.00204228083531	0.00287387728184	0.00557901955534	0.00971431023387	0.0107139739124	0.238567013806	0.16520258946	0.06484314584	0.3688146823	0.116905356892	0.014743767534
m	0.000121139463464	0.00350799004858	0.00906591428792	0.00564429093502	0.011117229972	0.099723340966	0.13329634426	0.1947332883	0.367101472	0.1638500323	0.011838976072
m	0.0607032913703	0.0209314521633	0.0139606464162	0.0111804287145	0.00657826277555	0.0211419554866	0.06011624202	0.1832284766	0.2703933376	0.308209816	0.04355605448
è	0.052880218286	0.0048000081216	0.00486026112	0.037704670492	0.01877737276	0.07277813434	0.0753468652	0.2277804303	0.2163503606	0.09058331604	0.198138363078
n	9.6762564848e-05	0.00147509089348	0.00049520740372	0.0017244695314	0.0055290472	0.02726610464	0.0760773988	0.406598585	0.2904839454	0.0817974464	0.10845594988
i	0.134485488943	0.00910610020531	0.00400565199511	0.00568203828431	0.0269773831413	0.045569237896	0.160267896448	0.1725184202	0.2451861318	0.179392874	0.01680875032
à	0.00142931398987	0.00203304776359	0.00150008883213	0.00511333522329	0.0130741464993	0.0488128318986	0.0605337707886	0.120300313228	0.44421566	0.21120908974	0.0917784108
t	0.000102809535908	0.000277196973279	0.000335330314846	0.00020289059435	0.0021506534179	0.0111284602795	0.07929642441	0.493919249672	0.2566875836	0.133632031494	0.0222673098
t	0.012949164107	0.00814627774066	0.0198995222441	0.0120951186277	0.0311704482288	0.0774422350621	0.13714199292	0.0885417414	0.1946452004	0.364062888	0.0539053682
o	0.179570695467	0.0107264590534	0.0032710188946	0.0129523107799	0.0134525304176	0.046688731544	0.07008503338	0.1664633806	0.196553504	0.2395839536	0.06065238721
m	0.000317412602515	0.000822331479459	0.00129242509692	0.00263764989399	0.00541287264624	0.0321332082653	0.0317588245601	0.100392746735	0.3802002652	0.208881708	0.2361505454
à	0.038021342392	0.0148428338118	0.0108047563641	0.00587495489202	0.00938284749772	0.0167667676126	0.02133507749	0.1203330052	0.24743837	0.41324917	0.10195087722
s	0.00019060553083	0.000184745483494	0.000216155990972	0.0003637997527	0.0065558435818	0.008287912994	0.015523225374	0.413843499	0.1420851736	0.2137970214	0.198951982
t	0.0253828091649	0.00898696729213	0.0124507051065	0.00926864157343	0.00531604741186	0.0179589939945	0.043781584934	0.2223680068	0.2108479414	0.3902686508	0.0533696663
o	0.0283013191165	0.0054611140566	0.00269672783764	0.00701279402863	0.00900620613775	0.0292891084572	0.0455837871952	0.17175225926	0.1962084248	0.333496756	0.1711915141
r	0.000226103431985	0.000381942985319	0.000719993020425	0.00139277416492	0.00532078797054	0.00901667893221	0.00965901506846	0.0675296785496	0.2502904282	0.138560549	0.516902038
a	0.004914233156	0.00510176956978	0.00778440645632	0.00322163891619	0.0157485141458	0.0124854414394	0.0177230591084	0.05658376234	0.17590979	0.58089844	0.11962892876
</S>	0.00129850736141	0.000510231862038	0.000847577218036	0.00170640410776	0.00237396338749	0.0201329187676	0.0152334487776	0.0580788331754	0.14996096388	0.1636762988	0.58618085
