 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a	0.377117493752	0.182130104002	0.018466034538	0.001094462622	0.0012519173828	0.0029680713314	0.138752159598	0.0191344449662	0.0105846218063	0.248500698934
m	0.452254897704	0.2132138468	0.1569003626	0.089910286018	0.050804111064	0.00073271322872	0.000235857696006	3.754892512e-06	0.00864841296517	0.0272957618548
e	0.176652994632	0.4520144122	0.1281669472	0.046639865056	0.15954864035	0.007488010472	0.0078063724546	0.0037422311557	0.013826748614	0.00411376232
s	0.0695058434	0.534629828	0.356154774	0.028950658312	0.007973851172	0.0010770846162	3.5664771e-05	1.53188815114e-05	9.65366458596e-06	0.00164732771692
t	0.10663978202	0.439417843	0.186860126	0.08058297962	0.11947708536	0.023345498874	0.0104033877117	0.00115063207198	0.0169937651081	0.0151289180748
i	0.06617235384	0.502326872	0.1371908634	0.05362688658	0.124234791058	0.0532730738761	0.0597251683673	0.000356704541149	0.00110724060588	0.00198602905166
p	0.010425962961	0.389191172	0.5368152532	0.05144939034	0.008541528763	0.0009246249558	7.3047442436e-05	2.07503308603e-05	2.58980959112e-05	0.00253239513557
à	0.0564218321042	0.335716356	0.222328782	0.10260827	0.1578968138	0.025678195854	0.0411017254276	0.0258894268164	0.0154262901392	0.0169323239528
s	0.045953626954	0.2527022658	0.484305132	0.166575319	0.04553653504	0.0040793117068	0.00019801623786	0.0002342525333	0.00010357035431	0.0003119825312
t	0.006966169392	0.2810168172	0.404173466	0.1693585458	0.06909433232	0.01158475102	0.023569905464	0.0113821445455	0.0131917710256	0.0096621240078
a	0.0193115451213	0.19040306718	0.19315787948	0.21445868816	0.17292265293	0.0594725496624	0.14601793097	6.6814723928e-05	5.66229535477e-05	0.00413226691613
ì	0.00714459314236	0.05526705774	0.417961072	0.269236164	0.1573386658	0.0864114163468	0.001947579502	0.00105065388884	0.000756572267003	0.00288620340183
c	0.00262519330315	0.0334977958304	0.1171806016	0.2018105568	0.536616308	0.0363506361898	0.0017553775974	0.001209253024	0.0520986747784	0.0168556086721
h	0.0279943570751	0.06130273954	0.08320282334	0.1513118388	0.36853154	0.01970656934	0.13187824916	0.125312101794	0.0178780481402	0.0128817441956
e	0.012329579554	0.0249480646	0.1501697332	0.35407767948	0.1936756684	0.088151471	0.158090551772	0.005639136592	0.0007929066557	0.0121252457824
t	0.00147825822041	0.0154850733196	0.12468109652	0.1808454242	0.2804400862	0.350287864035	0.023036886114	0.0110291591628	0.0094336624659	0.00328247948134
e	0.030913065166	0.047967345008	0.0815455616	0.2929064284	0.1949371556	0.1256366452	0.0534650162	0.12887000887	0.0362606883729	0.00749810514
l	0.000691636548464	0.0184118572327	0.116108869844	0.103156395604	0.21213170256	0.410877875	0.0904309828	0.0358763511	0.0093350304436	0.00297931237006
ì	0.0093760958452	0.024282376202	0.043942862948	0.163285763192	0.1867294792	0.13582093476	0.0928406416	0.2169769738	0.0959158545156	0.03082899638
s	0.0012740599528	0.0200958732453	0.05252278386	0.0897634366	0.1761597812	0.27113632884	0.18726037008	0.1133646126	0.06994241447	0.018480342214
o	0.00848328994164	0.03843143028	0.10223453686	0.10065112914	0.1150500068	0.11892654182	0.2253314628	0.1463387712	0.109939022819	0.034613801246
