 	Valeria	legge	il	giornale	</S>
e	0.653631195113	0.0314344594376	0.0612410658292	0.0217426345294	0.231950635661
V	0.6021743546	0.191465723808	0.184742679013	0.0150178734958	0.00659935280255
a	0.4284423	0.29542523386	0.271778734229	0.00179365898383	0.0025600849598
l	0.409912511564	0.338671829624	0.233500058745	0.00371681512562	0.0141987781049
è	0.303949815	0.3785449559	0.167742188546	0.1102224475	0.039540609
r	0.540760088	0.326298121	0.0785875551204	0.038737126942	0.0156171027612
i	0.347387376732	0.42634289488	0.0980625544	0.08349907185	0.0447080970944
a	0.213305799216	0.49214258092	0.230035860364	0.051540847602	0.012974901026
m	0.103142438584	0.32422502298	0.389570716966	0.17467018284	0.00839160266002
e	0.0661704759666	0.290501068935	0.15617777916	0.4730330025	0.0141176618
l	0.173073794082	0.5039672809	0.270755021685	0.02823624975	0.023967654594
e	0.024644992432	0.356374385199	0.100633341596	0.42837766936	0.08996963598
t	0.045654345712	0.37276703144	0.495599424802	0.056889385	0.02908980646
à	0.0287483902265	0.125168909347	0.31864331358	0.422462239	0.1049771382
o	0.017421120503	0.40944660302	0.128409468651	0.326271177	0.118451625414
g	0.00506708144256	0.222286900618	0.204696348103	0.4883100944	0.07963956994
i	0.017747830814	0.334222972862	0.17063561664	0.45248354346	0.02491004306
o	0.0105634076199	0.347359315761	0.242222374306	0.2097084433	0.190146459
r	0.00525377079891	0.162505759947	0.118148695718	0.518358232	0.1957335646
n	0.100020880748	0.044457676968	0.08458505722	0.6215782404	0.1493581364
à	0.202423216491	0.0110194445838	0.0311212902	0.4927321907	0.26270389724
l	0.00527092648964	0.107678385358	0.106139353431	0.339144504	0.44176684
e	0.01792101048	0.22228793404	0.10374768056	0.50089307246	0.15515029
</S>	0.00573382524797	0.0192857753492	0.0589096253302	0.0756755522	0.840395224
