 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
i	0.684492877268	0.010037670762	0.006373096632	0.005894451712	0.00443350575816	0.0053941333808	0.00219484076489	0.0032504986068	0.0039332462152	0.00475113356382	0.00879689088226	0.00464623608411	0.0141333172869	0.0173229193141	0.0137794540318	0.0171115568933	0.0197984261239	0.0234458849828	0.00910826161577	0.0516200493553	0.0175581036089	0.071923414635
m	0.39228780386	0.55091705	0.00526086478	0.0240896901586	0.0213537129181	0.0023824591388	8.77533348158e-05	0.000852178764	2.43766063576e-05	8.62008361924e-05	0.000453938805476	0.000380201304848	1.76158040911e-05	1.160944352e-06	8.94156227544e-07	3.51042004542e-06	0.000956659038213	1.82804378727e-06	3.63290826684e-06	5.98963141114e-06	1.05255313726e-06	0.000831401377195
à	0.2729619532	0.3261709644	0.0257269013	0.01266755602	0.04591374666	0.01893729818	0.01964759554	0.0225068374956	0.0166169606937	0.0147221834043	0.0097866752466	0.00358694146839	0.00805676985958	0.0060379593771	0.0179007047448	0.00342698232038	0.149301993201	0.00522926753638	0.00258680638306	0.00513714100618	0.00314087467025	0.0099359283848
n	0.08659463846	0.578843553	0.271542156	0.033151357986	0.0189443261888	0.00311960026985	0.00155815386239	0.00055841187755	0.000205891764373	8.7677187222e-05	6.03457375303e-05	5.83783092042e-05	8.44034814373e-06	1.9353142053e-06	2.93800103716e-06	5.87480469649e-06	2.71665783111e-06	2.23356607398e-06	3.41932893424e-06	2.1245230973e-06	4.12357606739e-05	0.00520453749133
a	0.254141941348	0.3302596338	0.1042523486	0.06082969066	0.0381806182634	0.0467043135668	0.032776646908	0.0515168963112	0.0198864152827	0.00831319439574	0.00398435657267	0.00313151354754	0.00326041391743	0.0116096964086	0.000419152771497	0.000197411824621	0.000505920983413	0.0016863802821	0.0156827368055	0.000641419028032	0.00485514631747	0.00716412335588
c	0.065096728454	0.320484021	0.48664136	0.099945432194	0.0109335090874	0.008530118412	0.0027904672536	0.00384494337208	0.000400654172764	0.000242265916943	8.31865058699e-05	1.67442687597e-05	8.18099392476e-06	2.52226117272e-05	6.7547187903e-06	1.42906996948e-06	4.04617603306e-06	8.22442962045e-06	1.49224909265e-05	1.1445995971e-05	4.07488363524e-06	0.000906234923768
e	0.155560591298	0.094829917134	0.1514955426	0.09513665666	0.1806675819	0.09165777928	0.036234559854	0.053004349054	0.0271889017729	0.0361885267397	0.0135280843241	0.00471931763696	0.0100445934438	0.00264016020765	0.00257028430823	0.001614983748	0.0312127534071	0.00378239922899	0.00223416658627	0.00136547998969	0.0022047711762	0.00211857878615
o	0.0414454727105	0.1128011012	0.62814672	0.16043062964	0.013109333	0.019593635674	0.006551498942	0.009306636632	0.00195219593244	0.00105260464751	0.000555129488782	0.000126397329233	7.93136350732e-05	0.000345716844369	6.99202671221e-05	5.91506320857e-06	9.93411843039e-06	6.27047969094e-05	0.000218571403464	2.42869224651e-05	0.000125735326761	0.00398651014232
c	0.0189107739168	0.110365792778	0.524221316	0.150001002746	0.0569811158	0.07698457312	0.01717760267	0.02355860182	0.00502670760866	0.0016741538756	0.00259472318588	0.00354765809615	0.000695320518054	0.00151866171373	0.000205016628193	5.72348410259e-05	3.72133123556e-05	0.000239459530487	0.00167856733785	8.16027506988e-05	7.69565999799e-05	0.004365969041
i	0.066854947846	0.01908047419	0.12332940568	0.173724054448	0.1793002244	0.0490116158	0.0208720034	0.0326939046	0.02288262233	0.024970188592	0.0202000312537	0.0223989817565	0.0427676913392	0.0150909183843	0.0213483415115	0.00376345727215	0.111312831029	0.0193721158864	0.00667811647164	0.00917974699159	0.00314910153119	0.0120192475616
