 	stava	ancora	cucinando	</S>
ì	0.771500830592	0.017060055202	0.0497372707173	0.161701820313
s	0.7841198176	0.213638959032	0.00106013447255	0.00118109489717
t	0.70948698546	0.182356957972	0.0555506216632	0.0526054794946
i	0.685168752	0.187584659804	0.106019712632	0.0212268740587
g	0.758874568	0.236796585	0.00095974387894	0.00336909222588
g	0.4150955849	0.24395130538	0.315451428132	0.025501663962
h	0.840655562	0.13832962534	0.004822096522	0.0161927634758
e	0.4991248314	0.2673368122	0.03991308652	0.193625263234
a	0.26941213145	0.46261462	0.0609796166	0.2069936004
n	0.086291036868	0.5444829	0.254081004	0.115145063151
k	0.079516513688	0.34047292786	0.1145636287	0.46544694092
ò	0.424515876	0.3537206677	0.1102967108	0.11146674194
r	0.157679907972	0.2960516414	0.4548848976	0.0913835898
a	0.0358935102	0.3471305784	0.482182724	0.1347931902
m	0.146382324673	0.241945287894	0.40599343444	0.205678932
a	0.02893739694	0.1294617296	0.734042192	0.1075586916
r	0.105715439436	0.082327275522	0.442585928	0.36937136072
è	0.060467376974	0.043825355912	0.6425959248	0.2531113786
o	0.0140488278277	0.079064420924	0.823480128	0.08340659554
n	0.00231433673296	0.0261395454972	0.586812244	0.3847338692
t	0.204246722549	0.003276041768	0.2653134032	0.5271638208
a	0.17988502256	0.02940412722	0.3825381574	0.4081726758
</S>	0.0102320333972	0.00372504519524	0.0883587698	0.89768414
