 	era	molto	stanco	</S>
ì	0.67944087015	0.066149276985	0.009351446	0.245058415789
o	0.75011773388	0.1108573986	0.132297106102	0.00672777763991
n	0.58701417406	0.218334367	0.147846609477	0.0468048708962
e	0.64192575	0.246426482	0.02312908944	0.08851871494
p	0.29296768564	0.56056442574	0.104588176217	0.0418797116118
o	0.03940005246	0.51576786296	0.423662684	0.02116940988
d	0.034926596855	0.76391052	0.08704770592	0.114115171886
d	0.03537492747	0.555796306	0.3780497208	0.030779011
h	0.1741865248	0.5153683368	0.2475857802	0.0628593718
ì	0.2082725319	0.35831036154	0.19512636716	0.23829076502
s	0.002734894	0.2242471613	0.409796122	0.3632218076
t	0.02171650202	0.458128716	0.473262913	0.0468918368
r	0.150654907687	0.12741861814	0.453149692	0.2687768168
à	0.110448820836	0.0938245138	0.340000618	0.45572602916
k	0.0030021420926	0.02517198826	0.3559652312	0.615860624
k	0.0308706477	0.1493849744	0.77656218	0.04318220764
o	0.134979679238	0.123581609826	0.544469672	0.1969690127
</S>	0.00406513300927	0.00615013829172	0.0653016684	0.92448307
