 	sta	seduta	nel	giardino	</S>
s	0.776993994152	0.0065559113526	0.002136004422	0.00866039738388	0.205653709957
t	0.53114555344	0.233734708	0.206934344126	0.0192681692023	0.00891720283761
è	0.5294874392	0.21000864576	0.07139855582	0.00141381670443	0.187691542352
i	0.365326498	0.568689474	0.02058160294	0.00188226714746	0.0435201620719
k	0.032231558696	0.569157908	0.3470654408	0.0455800189112	0.005965091079
a	0.0640137224	0.515358196	0.269919577	0.13191300054	0.01879550352
s	0.0942267258613	0.793822888	0.1027078582	0.00173200721	0.00751048867264
i	0.0188307176	0.3635775908	0.30310868	0.2594122054	0.0550708457
m	0.0810976717749	0.662076582	0.2338718832	0.00777389438	0.0151799576025
m	0.007108165606	0.2513789744	0.46681123	0.256104106	0.01859752028
è	0.31083991096	0.185355866	0.288420067	0.0498281428673	0.165556017419
n	0.01002814637	0.4533410796	0.4013304212	0.052058546228	0.08324181419
i	0.258997570902	0.2062999596	0.2762628026	0.189682068	0.068757607252
s	0.0318049672135	0.243645760048	0.454090204	0.16884048954	0.10161859362
t	0.0037193540632	0.056096726	0.414116707	0.4671412814	0.0589259379
o	0.064087514222	0.079880223	0.497746552	0.284814791	0.07347092244
n	0.0128216025874	0.0585564951986	0.1534478686	0.467112778	0.3080612642
g	0.000691595346	0.02116368029	0.1735025372	0.68270836	0.1219338246
h	0.03934918074	0.1496282201	0.1325099148	0.6067687468	0.0717439286
i	0.102263094917	0.02607164212	0.23892601	0.3319839232	0.30075534115
a	0.00207423495699	0.00934860219974	0.0296955406	0.334248901	0.624632736
r	0.000161489176194	0.00573964188106	0.200837670972	0.5989684396	0.19429279822
d	0.002628755688	0.00806096252	0.11609781786	0.712979602	0.1602328807
ì	0.17531904482	0.0352612249	0.07303405338	0.58165995	0.1347256976
n	0.00899659113968	0.008206758322	0.0377441186	0.58254984	0.362502676
o	0.113182900923	0.07403503602	0.1121829568	0.515131922	0.1854671692
</S>	0.0334054508613	0.0525465956302	0.0179181449352	0.1435106564	0.75261916
