 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.738328819204	0.0324547246231	0.0022396479531	0.00422032454	0.000816513458	0.005746861917	0.0102779407139	0.205915138934
ì	0.400676627283	0.1144057114	0.387234430216	0.040180981	0.05471841446	0.0013920977068	0.00071833240796	0.00067337231872
n	0.24928245095	0.481468789	0.2452430082	0.0168867979836	0.0052811488	0.00114923038492	1.86551819519e-05	0.000669911297741
i	0.465281233432	0.25038556204	0.2016709494	0.0501824197132	0.0094667345894	0.0077134343854	0.000398002987567	0.0149016803665
e	0.124527214244	0.6116810408	0.2439497714	0.017473406926	0.0011921743632	0.0001345598037	1.27930448817e-05	0.00102899671251
n	0.17497916357	0.299083286	0.2754588212	0.095631136492	0.099537319256	0.0124678923036	0.0121849116076	0.0306575018245
è	0.126051699336	0.234297416	0.299420788	0.11613406848	0.07013015267	0.0708125663567	0.0183551033625	0.0647981851853
r	0.03349085542	0.4667125534	0.388261854	0.0774559314	0.026829445492	0.005848120208	0.000441612799791	0.000959608798779
k	0.05955202394	0.2008724564	0.49238711	0.1090103224	0.07851388094	0.049373881104	0.00216178757646	0.0081285738616
o	0.36019262143	0.0758408808	0.4355187778	0.03919474536	0.0359026543	0.030689886266	0.000852617125	0.0218078584956
t	0.0156995664715	0.13818589659	0.543175212	0.272507006	0.02546975	0.0026430738168	0.000353450169444	0.00196603952
t	0.023358672091	0.03867995885	0.5707600436	0.0820781788	0.1668364521	0.0712124427368	0.0395521879416	0.007522071832
e	0.1389323886	0.03416094744	0.3807864082	0.06975333834	0.1726546216	0.09032050178	0.008601176988	0.104790613866
e	0.00149124328203	0.05436764457	0.2359663906	0.33327483	0.28326585	0.040035049161	0.0107411142833	0.0408578606728
t	0.0002254753196	0.010449244258	0.08314033592	0.238211282	0.567519787	0.015514896218	0.058229889184	0.0267091466128
u	0.0144195890651	0.016277290007	0.0502774282	0.0625969948	0.1996999078	0.2745699552	0.199213344628	0.1829454647
s	0.0226957520094	0.0444952202056	0.08095495918	0.2465909044	0.3742995	0.1055606752	0.096208673484	0.029194311372
m	0.0148442832028	0.0069499129338	0.09435209838	0.07381772529	0.127157381	0.3152038918	0.29635590676	0.07131878496
è	0.051442820994	0.03000360062	0.1941394114	0.0670527956	0.13838047	0.2927966612	0.03988753246	0.186296721982
n	0.000991753594	0.002339554386	0.0425179822	0.1773787286	0.2467423592	0.2053082389	0.136043136	0.18867824428
o	0.210069364261	0.00944966647	0.11114678434	0.0357534222	0.1542744708	0.238617692688	0.201001501156	0.0396871078
m	0.0189360961211	0.0326254573865	0.0507757153948	0.104246353004	0.1407427428	0.2063020654	0.162948047	0.2834234944
e	0.0621562867205	0.0140954143055	0.082651922812	0.10157791	0.2411360982	0.17684500506	0.1934655086	0.12807185174
t	0.0462512651148	0.0173636416738	0.0208748137316	0.0673275886006	0.12357560994	0.1243010332	0.3270616832	0.2732443372
r	0.00914514366836	0.0082746837069	0.064639642522	0.014396867124	0.0426454922	0.2929761934	0.350223383	0.2176986252
ò	0.0598474724984	0.0076852842954	0.008682597892	0.004333139921	0.0611579558	0.2054457296	0.4129245	0.239923336266
m	0.00250977217815	0.00074402336886	0.00134832083042	0.0100038757452	0.010889671152	0.1219087394	0.4109087582	0.4416868586
e	0.142260287132	0.0140877734342	0.04704335554	0.02582690906	0.1058385288	0.159690535504	0.43065986804	0.0745927871
</S>	0.00460464247259	0.0112781618198	0.00653252474658	0.00792025880572	0.0154560237468	0.0831526613	0.223746114	0.64730959
