 	lo	sentii	ee	che	arrivava	</S>
t	0.605323347639	0.0168783242912	0.0039599759902	0.007083290869	0.0455469231175	0.321208095081
o	0.565722165747	0.2133726986	0.11056783819	0.011622266532	0.0950312180211	0.00368383329801
n	0.2524806716	0.555438606	0.18057105608	0.00637528176	0.0009468837448	0.00418749205585
ì	0.20550719881	0.0704499192	0.41320979118	0.24266060154	0.0536750216968	0.014497447707
k	0.021708374104	0.5385736564	0.424880021	0.0112506486	0.00186350481949	0.00172381593749
u	0.27309353024	0.117740109	0.2987157236	0.11668171801	0.080394276062	0.113374651773
s	0.273775666514	0.40597709	0.2664350686	0.03572060686	0.0034800677995	0.0146115095024
a	0.05978090354	0.127707446	0.3630763984	0.410723569	0.025187415584	0.01352421073
e	0.00952135297568	0.2040930449	0.591847956	0.174347527	0.0098907563586	0.0102993666323
e	0.001989409615	0.028082234756	0.511797454	0.417445239	0.0261048412	0.0145808069057
k	0.00139462508896	0.018479895144	0.368935858	0.561124624	0.0383126962	0.0117523377282
a	0.016358976365	0.0281364765328	0.11523203993	0.42508044972	0.3887204352	0.02647161868
è	0.00417333824978	0.0086401960494	0.0959399818	0.40188087	0.418408761	0.0709568484
s	0.00017003484594	0.0014169506064	0.0759973709928	0.35914505088	0.5393088276	0.02396179844
t	0.05131259364	0.015731745104	0.07272530368	0.3020230894	0.5009611766	0.0572460876
a	0.0291468751046	0.012915794468	0.032020460388	0.43306354894	0.09456452842	0.3982887848
z	0.000628115727547	0.000339102542943	0.0013226971368	0.02203528742	0.45652713	0.51914766
z	0.007589261316	0.00823833564	0.01778891574	0.2470203904	0.5880906648	0.1312724376
e	0.23281509021	0.03298829775	0.040553108138	0.2642154338	0.141718743024	0.28770933412
</S>	0.000170095354108	6.63572675112e-05	0.0002405913346	0.00301700376	0.224242726	0.772263214
