 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.705536783019	0.0142222448568	0.012603555328	0.0223682852404	0.0105089156589	0.0173583454724	0.00433677551075	0.0177907045394	0.19527439654
ù	0.60982017112	0.157505276342	0.0597672218623	0.00116652079002	0.00110780345633	0.000758020768495	0.00179281146572	0.140348017902	0.0277341216015
t	0.731699068429	0.262204327265	0.00575391937803	4.10456988234e-05	0.000156218527077	1.13057124158e-05	5.82807074259e-06	8.58174273366e-06	0.00011973922365
t	0.587828490018	0.092385266775	0.054785558931	0.0010261309216	0.0386600598562	0.0307329400301	0.0368009717877	0.139003445416	0.018777134398
o	0.73278657	0.097772309168	0.061090327584	0.075537118232	0.0010817974205	0.00364393978776	0.00703410128725	0.00100794303442	0.020045933671
t	0.585135682334	0.3589201696	0.044603528844	0.0008634791556	0.00290200801196	0.00155989761527	0.00239466135824	0.000484196861303	0.00313642026938
r	0.3857183363	0.23683864894	0.06085092404	0.0369488114736	0.0532748052852	0.0212002602181	0.021007526778	0.0453128089356	0.138847911966
a	0.5978524922	0.08541608131	0.0437913559198	0.204488570057	0.00403870330715	0.0207153447935	0.0132258177992	0.00115106269428	0.0293206018214
v	0.131829777282	0.4660437302	0.323221006	0.013407700368	0.027729249478	0.00733507064	0.00792380080268	0.00121204884765	0.0212976119127
ù	0.099488655443	0.23098059706	0.113247133	0.1135452676	0.10242072134	0.069129713772	0.0156768398855	0.216301520618	0.0392095143964
d	0.0100546094009	0.5720132568	0.25403475	0.07238286894	0.0811355209	0.008816890162	0.00096723358852	0.000334800029976	0.000260108800985
i	0.121292598189	0.28617192712	0.2432310416	0.0395452894	0.044432786026	0.02881669772	0.0125969189924	0.0754489313263	0.148463793178
e	0.0137944374597	0.1008376731	0.577732238	0.19117227848	0.0904135948	0.024005463316	0.0008404599216	0.000416771001193	0.000787080983932
e	0.001133601015	0.037568151	0.446377558	0.229519329464	0.1473457438	0.0430914768	0.0363266751164	0.0527241672894	0.00591330218649
t	0.00852111708953	0.04876786624	0.3412673512	0.30592326532	0.1368683096	0.07260275364	0.056784722686	0.0225545881749	0.00671001210488
o	0.103354908733	0.05836321446	0.10660220988	0.208371244	0.10426011	0.1291325386	0.109126073066	0.043613274818	0.137176422684
n	0.00456705440691	0.01498843228	0.14020295	0.2682521226	0.28515011	0.267568274	0.01485208364	0.00315022361	0.00126880915112
è	0.0017964602356	0.01140044656	0.07542369148	0.09632062904	0.26159878838	0.2613125816	0.04659122494	0.107184769928	0.13837137724
g	0.000751676198612	0.0082152756	0.0201395624	0.13346061074	0.43065366	0.290059578	0.03274196768	0.0793688615	0.004608768692
r	0.0109928789148	0.0854364304714	0.07011732826	0.1011283867	0.17864246324	0.380972966	0.019299615012	0.12880097504	0.02460894996
a	0.07736329495	0.0030408399946	0.00698694974	0.122742841	0.117200666	0.33581694	0.2634364742	0.03413337808	0.03927861228
t	0.00307077351151	0.0023209229337	0.01011893756	0.085449231528	0.209180374	0.315570106	0.1921235957	0.10154013844	0.08062591764
s	0.0062787742496	0.0136309408236	0.018019432308	0.05863785578	0.2084244278	0.3518658648	0.0811558426	0.207945044188	0.054041833346
e	0.021381875124	0.0007570327114	0.00280986874	0.0687628282	0.0855665048	0.45662839	0.2885459396	0.01429171368	0.061255831918
è	0.000366172178665	0.000652804972554	0.002734777732	0.030940201254	0.1342303822	0.280231087	0.283806902448	0.1491080028	0.117929647
n	2.22975215784e-05	0.000332718086	0.000636432662	0.004130553522	0.14881629586	0.1678194953	0.234850332838	0.4164854336	0.02690642186
a	0.00480890948076	0.018167112991	0.0229083795204	0.04589495028	0.1738745558	0.258710546	0.2226280126	0.2149584644	0.03804905566
p	0.000563574157564	0.00130436999582	0.0054639535	0.04358261633	0.0719256707	0.1474203176	0.38253361306	0.27678697652	0.070418922
o	0.00417013221272	0.0059369950718	0.0204709268248	0.00807333934	0.0601962872	0.2171488732	0.1294002756	0.53230994	0.02229320586
è	0.00119891051809	0.00232196071132	0.0044925880708	0.0445581705764	0.06120119596	0.1151818328	0.320702652376	0.355035228	0.095307468
t	0.000126356607503	0.00035770689932	0.00107550471406	0.001728525437	0.00789185096	0.07585252044	0.274776516056	0.615338696	0.0228523295
a	0.0035068413924	0.0135991113011	0.0369368496906	0.051677422116	0.1394983037	0.115459683	0.3131569984	0.2293558054	0.0968089897
</S>	0.000728275808637	0.00170897736586	0.00519175306676	0.0399435285414	0.065566750122	0.067569372084	0.16213478026	0.3175323674	0.339624184
