 	il	morto	si	piange	</S>
o	0.643081913076	0.027113255966	0.0016746500336	0.0653142139697	0.262815948341
a	0.03632228748	0.526488476	0.4340241417	0.000357267785	0.00280784675622
p	0.212112904875	0.491986296	0.28702925	0.0033744930658	0.00549711235709
e	0.02304551905	0.610495991	0.23020460094	0.106785731814	0.02946815294
t	0.0468851482024	0.66687044352	0.281888687	0.0010037425668	0.0033519412266
a	0.19620650764	0.3232975358	0.1836917058	0.1978827183	0.09892157218
m	0.038712039472	0.76916671	0.1862210582	0.001899126294	0.004001076232
m	0.01918528202	0.5370821932	0.1400605244	0.15357028564	0.15010171118
è	0.201763604952	0.583158015	0.0649526292137	0.094530847706	0.0555948835004
n	0.0158078734064	0.400579759	0.3908613124	0.01815425318	0.17459678501
o	0.302890432193	0.33613025794	0.140325031	0.167649456	0.053004858
i	0.042812006169	0.11323191886	0.747298382	0.052668133902	0.04398956008
k	0.000161412299192	0.005477841296	0.814513536	0.149021220366	0.0308260071716
l	0.0337596781608	0.0414544474	0.20761317082	0.572564964	0.1446077363
è	0.213160261644	0.16062003068	0.131156356872	0.43024915904	0.0648142090498
e	0.0022330760946	0.00755837004	0.25826198734	0.5560828541	0.17586376536
t	0.0153322600697	0.0144281468286	0.6259355968	0.200597623192	0.143706333
e	0.00436427986	0.0284733382166	0.253337095504	0.59765436232	0.1161708669
</S>	0.0021417261966	0.00782621896178	0.0560192436	0.2149123008	0.719100516
