 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.726058073313	0.0056443436053	0.01191183108	0.0007990144358	0.000967113483	0.00356066161591	0.00587103515007	0.0142771200978	0.230910811556
ù	0.5985727238	0.17394974732	0.0995144372604	0.00411609765059	0.00668965767978	0.000581663348893	0.00622259684942	0.0648582064828	0.0454948576631
o	0.639871402907	0.343526040544	0.0133955836457	0.00236216973178	0.000280822456957	2.13442458323e-05	3.10269029775e-05	1.33593238885e-05	0.000498261099662
o	0.435433968799	0.3666847606	0.02686104158	0.0787445228517	0.00888139555923	0.00042933433777	0.076132397196	0.00591322027311	0.000919402930713
f	0.126089636501	0.628366998	0.069271290132	0.139563361271	0.0172006948589	0.0005072654377	0.012536044563	0.00115162998704	0.00531308503167
r	0.297404572162	0.2244664678	0.3077912782	0.024173786518	0.0373156635	0.0287897418604	0.026895061926	0.0306519318462	0.0225114827119
a	0.26775548396	0.3407925716	0.02919558786	0.289921544508	0.059866807402	0.00165258046012	0.00491251366382	8.52123697166e-05	0.00581770930039
b	0.0108750823446	0.644674272	0.2985440808	0.036479465728	0.00751562253	0.000267831279	0.000167146324194	2.30960031464e-05	0.00145338575914
b	0.0272458005094	0.3113941434	0.36189362936	0.01871382753	0.07665176058	0.0612631126002	0.0078182324817	0.130126858935	0.0048926079412
i	0.345091507864	0.11338532974	0.178452636528	0.28707632228	0.0599003134028	0.000729930678454	0.00985147311665	0.00013322098866	0.00537922759606
k	0.0331128250784	0.280873245	0.3268539138	0.1830677352	0.104636259002	0.0024533710959	0.00310445392736	0.000121290673246	0.0657769097728
è	0.039441343108	0.1723993498	0.412049538	0.0996469776	0.14072117878	0.0608072276643	0.0561873414302	0.0084712482479	0.0102758123469
s	0.00719658390146	0.1301226104	0.576668768	0.1149284412	0.132696329194	0.0176887811416	0.0102329819462	0.00013140516805	0.0103341035367
s	0.023342386886	0.1121002916	0.58548854	0.08618543514	0.0958947564	0.020051954991	0.0311692216998	0.0271318707691	0.0186355139856
a	0.018582136632	0.02450572916	0.249419847852	0.49647385032	0.14988775766	0.00088785322546	0.0162546374812	0.00051001471888	0.0434781694263
n	0.000907157198877	0.039230850666	0.2566908268	0.53202974956	0.1434733336	0.0175240641848	0.0024260430584	0.000805821953468	0.00691220896234
o	0.00137041560504	0.03718525012	0.192575788	0.40049136486	0.119971392	0.0801915032201	0.0108771537214	0.1471233424	0.0102137633432
m	0.00113495199328	0.010735275351	0.30617605268	0.4272529484	0.166799678	0.0827064018	0.003221260516	0.000802569994	0.0011708107043
