 	perché	aveva	lavorato	molto	</S>
j	0.700851384047	0.011004157654	0.032084135386	0.0062401927458	0.249820146513
a	0.38477013748	0.34403473	0.13777604028	0.0738027474392	0.05961634895
t	0.386097897	0.318960641	0.2041571791	0.00731686262188	0.0834674151292
ì	0.133420203042	0.4926260818	0.3279995794	0.02689270264	0.0190613986824
ì	0.167219740653	0.629330892	0.01968174166	0.0038871740594	0.179880421886
c	0.22111393475	0.740931186	0.030141712586	0.00302133003208	0.00479180967825
h	0.122472908772	0.554212852	0.16699514932	0.154414927174	0.0019041441549
e	0.0693974778809	0.51452652	0.2896622342	0.0689559813	0.05745775798
p	0.0188108207405	0.3546301934	0.4577542672	0.13049496224	0.0383097521282
o	0.0108826706262	0.2617856326	0.387094288	0.278987198	0.06125017736
l	0.0696273650371	0.20557448302	0.501747458	0.18745650668	0.03559419916
e	0.00718848501879	0.0892680802	0.4748074636	0.397402086	0.0313338686
m	0.00385530550464	0.101702682221	0.602826912	0.2354557266	0.0561594068
ì	0.0133302854638	0.07600692318	0.4969302934	0.372808325	0.0409241408
s	0.00093188209734	0.02616053822	0.23596152	0.526244974	0.2107011168
o	0.0585582516769	0.0834818712	0.350655834	0.46783529	0.0394687664
n	0.0207231447542	0.076971608582	0.1838997908	0.365183252	0.353222222
t	0.00134683741215	0.0056882140694	0.0463552136	0.910369088	0.03624062224
a	0.0103313189907	0.0311387518177	0.370987351	0.502071954	0.0854706053
p	0.0100883158518	0.00731265881403	0.075920664072	0.435337516	0.471340874
o	0.0039146742372	0.026138405098	0.0181164293	0.838589516	0.1132409687
d	0.0461301417233	0.00818407162956	0.10188329227	0.4461641146	0.397638358
d	0.00352226327795	0.029955592228	0.030262474	0.901252192	0.0350074864
h	0.0421594754574	0.01197546414	0.24724634906	0.44553944	0.25307925848
ì	0.00542569914731	0.0112797508	0.2275479588	0.5005680568	0.25517854434
</S>	0.00391035256814	0.0003605680928	0.00775419702	0.23427129	0.753703574
