 	sul	muro	vuole	uno	specchio	</S>
s	0.734486341597	0.0138576942086	0.0020727277143	0.0024322281414	0.00425546645942	0.242895526304
t	0.53524452076	0.1913145928	0.256813798822	0.00458900372986	0.0075453905941	0.00449270593539
o	0.888556588	0.049236381048	0.03430313042	0.0092557684896	0.00559350084438	0.013054620511
t	0.53072947036	0.22541263288	0.24100529516	0.002156166328	8.212211224e-05	0.000614291482959
ì	0.023921538784	0.434848388	0.264851744578	0.0468432854883	0.214547963226	0.0149870543697
c	0.167923978605	0.70656368242	0.091873481984	0.0175642652785	0.0018941671121	0.0141804725745
h	0.012078429436	0.319354996164	0.1578595708	0.26838185114	0.23676192682	0.00556322793034
o	0.4520358134	0.0707813432	0.1303060918	0.2020247684	0.001785960072	0.143066026956
t	0.0609820634177	0.33576598382	0.437310556	0.0792469336	0.0064133911012	0.080281114069
è	0.00857992588	0.0636976982	0.4198119228	0.0740576274	0.428406863896	0.0054459815238
l	0.0201427085651	0.19544657966	0.4716566378	0.196025709	0.0088489131	0.1078794306
i	0.112399094509	0.228432556236	0.26967927	0.282693158	0.09886815802	0.00792775031
o	0.019504930853	0.19143455343	0.268041213512	0.3176469692	0.086219362848	0.117152931832
j	2.5547289914e-05	0.016942148887	0.04460217285	0.4177556754	0.49427697	0.02639751391
e	0.0016999073816	0.011026145764	0.02594498964	0.2710054446	0.6719722438	0.0183512747
l	0.0227163431469	0.127293815548	0.137547902398	0.30259156346	0.1824593054	0.2273910696
ì	0.003291103234	0.05778255738	0.02230275601	0.24035801732	0.650635858	0.0256296823
</S>	0.00012955178761	0.009372882862	0.010010183652	0.0281131142	0.354708476	0.597665752
