 	ho	messo	uno	specchio	sul	muro	</S>
è	0.728732098119	0.012050406142	0.0082304119398	0.0101232919322	0.007311668848	0.00959266263	0.223959430078
v	0.09945043312	0.6796654128	0.0718077534728	0.0236468854741	0.0905646707398	0.0227776336326	0.0120872277441
a	0.2341407131	0.52068444488	0.024019017	0.202783091692	0.0049149909548	0.007003026627	0.0064547152062
l	0.134591622	0.628091723336	0.216465422	0.013628380854	0.004464368254	7.27477906824e-05	0.00268573659697
a	0.242724461811	0.1298280054	0.2705246438	0.2962762752	0.03490145718	0.0065509830857	0.0191941503547
è	0.251326688808	0.1494328367	0.444752408	0.1177953324	0.02810865342	0.000280406449742	0.00830368156276
n	0.00121723144788	0.119337262121	0.432129687095	0.231488889464	0.2121153256	0.0012709046054	0.00244069984669
a	0.033445784474	0.0319322122	0.30783296	0.3311968332	0.19803339124	0.076989785768	0.020569071214
n	0.201246502137	0.0170928523846	0.1685910252	0.4676072528	0.1364215962	0.002006596048	0.0070341566616
j	0.005674919128	0.00650190072	0.19255385546	0.379056708	0.11206150864	0.260470370074	0.043680787898
a	0.1127993902	0.13348817146	0.1402262642	0.1178859378	0.3382022632	0.032478631626	0.12491936702
l	0.0995979510311	0.053232111647	0.09196491946	0.266232544	0.3603446874	0.07417264376	0.0544551187
ì	0.017723262912	0.0391116099132	0.21974844735	0.256199862	0.1051948664	0.34783649184	0.0141854474
s	0.0120060908041	0.00835995777	0.017499089328	0.150794241586	0.355096877	0.3364520734	0.1197916702
t	0.068060615203	0.029856488874	0.05518812844	0.0926478698	0.2514345888	0.4001445152	0.1026677776
o	0.0837668309999	0.0098908943106	0.022336711066	0.096102077932	0.536185386	0.0574071585	0.194310911282
t	0.00815206110769	0.0114435360014	0.012472165469	0.029913468	0.3239514417	0.273811625	0.3402556912
ì	0.01740265349	0.0176541827354	0.119136527856	0.0856271643	0.084063921648	0.651459168	0.02465639564
c	0.00110094458578	0.00247440527092	0.001070008216	0.008798379352	0.16935991122	0.577235146	0.23996119608
h	0.0165154334212	0.195239688234	0.037483748774	0.19692018014	0.056370859566	0.455270428471	0.0421996929926
o	0.166663428982	0.0409952756634	0.042084753296	0.03107080329	0.4476022786	0.134841702	0.136741801484
</S>	0.00211011283993	0.00405918716137	0.0032916927609	0.002559075156	0.066913398716	0.23734037332	0.683726142
