 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a	0.62998959372	0.01803411007	0.0120494684	0.0078210294164	0.019562843501	0.0387232961368	0.0254741265536	0.0107336366719	0.0191248088322	0.012504750391	0.0194624059087	0.010346274324	0.0207845200782	0.155389134354
n	0.616158565494	0.19915030072	0.180633158708	0.000648762763664	0.000502082890558	2.852509049e-05	0.00047908378558	0.000233766813132	0.000139372618628	8.0098266314e-05	0.000302124482507	0.000103017613015	0.000242522682805	0.00129861872039
ì	0.198040200981	0.4258749496	0.181577306234	0.00564892782984	0.00655972267906	0.000967741209822	0.026515262245	0.00203317173657	0.0513262821635	0.0256173198335	0.014663417314	0.0014227611141	6.96370908596e-05	0.0596833258432
c	0.12391836182	0.79105413	0.0739821693804	0.0085943030457	0.000282112143386	0.00037827122247	3.343726415e-05	7.77927426813e-05	0.000175363733384	0.000179275069294	0.000193963956317	0.000218391655925	5.56808537908e-05	0.000856771660211
h	0.037765302534	0.4799034826	0.2029555408	0.039388209156	0.0595661139277	0.0127978301648	0.019435375032	0.0277088677923	0.0259135874436	0.0106260036953	0.00709646279068	0.00181417132823	0.00159442716793	0.0734346030629
e	0.189623697	0.558423876	0.20722108192	0.009721483522	0.00286534777	0.0010369759486	0.00349443485532	0.00619977349477	0.00273073330485	0.00038545888402	0.000403452894428	2.85410501742e-05	1.48946504415e-05	0.0178502553125
t	0.0482564026563	0.4619786188	0.42738605286	0.0162417812978	0.0093489259594	0.00320200729428	0.0130627839331	0.00409188463968	0.0126363346712	0.00140334238792	0.00067884547801	0.000475693524499	0.000272649989198	0.000964693685
o	0.020346155518	0.0762984312	0.5119869752	0.056490483	0.0180865874	0.007109146552	0.060561939682	0.0196319789749	0.0837719310261	0.0241521487343	0.0697584220439	0.00814415165566	0.00671892223179	0.0369427204037
r	0.0221251523204	0.371019165272	0.54879713474	0.02460410281	0.0143265463614	0.0013109007884	0.0023650988368	0.00994815195578	0.00318331487966	0.00135351147381	0.000167693717509	0.000235410462488	0.000120957585636	0.000442833113824
ì	0.0017438630972	0.1417952642	0.2453770024	0.2329441336	0.02607022614	0.06676827071	0.06516573517	0.0565998436022	0.075214105641	0.0219550303624	0.0213580203509	0.00596446435395	0.00801267293018	0.0310313695073
s	0.0751749403592	0.28799405865	0.22048065185	0.18457677123	0.153003441232	0.0286290697432	0.0137711805872	0.0290655598665	0.00434772682735	0.00143616704626	0.000341416548554	0.000296828806541	0.000406712019715	0.000475467159328
o	0.0093737256776	0.0769481806	0.2804142956	0.16973439436	0.13916803312	0.01683038093	0.030276155834	0.0866219638176	0.0753637989954	0.0224200973878	0.0283239569114	0.0105960474771	0.0304710459885	0.0234579390352
n	0.00601502294989	0.324383615556	0.08504136812	0.2231427811	0.25270975863	0.028407096582	0.01936675912	0.0447293739986	0.0125368103565	0.00280179263326	0.000527543922892	0.000152593690277	3.46663764549e-05	0.000150753217821
t	0.005538062855	0.024146631626	0.145632584544	0.339791670268	0.07376018078	0.08905212806	0.0502518991354	0.0202477892748	0.129062057526	0.0205965422302	0.021529457015	0.0133352753254	0.0393799638729	0.0276757650705
a	0.133628429451	0.032431049536	0.165011084	0.2972135172	0.0974050478	0.049389238	0.0190130308	0.047184908842	0.0360698032762	0.022492462858	0.0752628063674	0.0154334644385	0.0021188184563	0.00734636074081
c	0.0117507883679	0.167471946722	0.01397736994	0.165572753314	0.33020203513	0.052657325508	0.081930366	0.094189178254	0.0555678629195	0.0206176813076	0.00208340078832	0.00101495356398	0.000161004368014	0.00280335897842
e	0.0122577468739	0.0194509364792	0.14989377408	0.0901226502775	0.167151238348	0.111596149034	0.1142250284	0.06573810918	0.16459798596	0.03749708838	0.025184002444	0.00207429794209	0.0288512168543	0.0113597900686
r	0.0027117755133	0.140833088867	0.01202184134	0.164969864912	0.32340873458	0.06881496566	0.098750731	0.10454515616	0.0567352770136	0.0167223515306	0.0020783514258	0.00312179566566	0.00059247172028	0.00469360002852
ò	0.00660802200972	0.02218782224	0.02479103384	0.2172142684	0.1705632303	0.2853279412	0.06009109777	0.05132716306	0.0481048766382	0.023423216932	0.0042429285674	0.0152492042816	0.0158824592084	0.0549867313054
o	0.00789693039705	0.192261337264	0.0014453438556	0.03214190094	0.256372563044	0.21187811592	0.1082983868	0.08782007436	0.061421456876	0.008853227566	0.0065899453078	0.00251427021442	0.0116710346338	0.0108354167871
c	0.00153824887178	0.0160212602066	0.0028541734296	0.0124934211	0.0921880297857	0.411232553467	0.1145034108	0.1219187056	0.188236354346	0.020359290654	0.0043125745954	0.0068096734078	0.0063126718622	0.00121960571237
e	0.00399391036937	0.0113559344231	0.161546095874	0.0386970664207	0.10327475096	0.193773389356	0.09734444	0.1185325416	0.1660569204	0.02892736228	0.02538967398	0.005176700197	0.0340384884692	0.0118927062456
r	0.000617465021111	0.0638920932066	0.031713939268	0.02887881954	0.14105845866	0.160846193	0.215848986	0.161870504	0.1172964296	0.0527667315	0.015140646784	0.005800686414	0.0019813026296	0.002287749834
ò	0.0029293782446	0.008825023706	0.00567625786	0.03629890438	0.12123934806	0.3782058206	0.07492779308	0.07825016306	0.051196079776	0.0318509495	0.014115293684	0.0354788991126	0.120099091672	0.040907034358
e	0.000702093521358	0.125283105853	0.00075745026188	0.0229430524536	0.057844375656	0.07368431438	0.195678033	0.2304113976	0.1572289406	0.0240500062	0.024512007168	0.011119736581	0.0507400195743	0.0250454694807
n	0.000521872689372	0.00160548209847	0.00056052456344	0.0307743820912	0.0492516189738	0.189978594516	0.1200852472	0.24717577584	0.22535797508	0.0458557368	0.0170347244635	0.036389136016	0.0321615437749	0.00324737156498
ì	0.00194466485988	0.00601322583641	0.0033347952968	0.00363414363	0.01034430056	0.1002574106	0.051811933734	0.27603082324	0.0608030124	0.0393873264	0.02233459904	0.201919482812	0.185539422774	0.036644846754
c	0.000554041497155	0.0657688904578	0.000809012101	0.0256693619136	0.027919243164	0.05195889534	0.1531599358	0.3319973064	0.10493335932	0.0684261302	0.07509469238	0.041923639686	0.0427733020957	0.00901219052248
h	0.0653337472443	0.240508553846	0.154909944047	0.0387380908778	0.022979325752	0.077413719098	0.0472027144	0.18679421444	0.04529198272	0.032538563718	0.020663493154	0.0049272450084	0.0233875376808	0.039310874388
e	0.0107036469089	0.0373906345442	0.0303986070272	0.0736917197582	0.02840003962	0.07582196805	0.03725658456	0.09817911556	0.2659706502	0.113424405	0.157340641	0.043281859006	0.020110848458	0.0080293034
è	0.000826793418574	0.00363587055361	0.0028347649042	0.005376713944	0.028016078514	0.0238217093	0.0879609416	0.1247505025	0.1663298254	0.136819133	0.17536568522	0.1679641548	0.04719875948	0.0290990277
r	9.91281411086e-05	0.00616371714401	0.00011559675864	0.0255976883056	0.077367895962	0.02446693434	0.0407806348	0.294418788	0.1060971768	0.0849288906	0.06754652662	0.08638809766	0.152538003077	0.0334909000048
t	0.0017992446862	0.00833835797912	0.0021019243946	0.00503777434384	0.108349815132	0.0297744157	0.058987611	0.09929122268	0.324244722	0.0838856442	0.0511740806	0.04572614409	0.175144443922	0.00614459096
o	0.0294886699456	0.00270534759048	0.0110162346419	0.0442711501889	0.005021308686	0.075718559406	0.01199724572	0.03372138134	0.3401676472	0.04208782168	0.182959284	0.131321855178	0.07799340504	0.011530091818
