 	è	facile	che	stanno	ancora	svegli	</S>
è	0.757487932323	0.007346576008	0.001657017783	0.0006471752	0.0042521474316	0.021745482592	0.206863666902
f	0.218047693366	0.4972861748	0.248248574233	0.0253341755496	0.00311578732864	0.00777536944493	0.000192287947451
à	0.11995504414	0.417779816	0.266810302	0.1005802302	0.045633906726	0.0405859880359	0.00865466724311
c	0.08806735266	0.663311648	0.18066496768	0.06308469908	0.0006831511326	0.00150458172999	0.00268354630496
i	0.056839912191	0.3929667353	0.1351568832	0.3390481015	0.0704161516886	0.00391347605597	0.00165871655949
l	0.11689309891	0.649678138	0.1937168514	0.0366157044	0.001170714986	0.0006849293029	0.00124058800891
e	0.0414384989383	0.1518232458	0.3441469332	0.2384307444	0.208817418855	0.00828587082644	0.007057322554
k	0.0819513372251	0.1317176068	0.432043178	0.345650909	0.00631151372	0.000602285558	0.001723142547
a	0.005821866844	0.0259902456	0.36867219186	0.30190307482	0.243547956946	0.0397326341611	0.01433204206
s	0.00969538231008	0.02021029032	0.201852053	0.711273286	0.0480982182	0.006343492192	0.0025272809136
t	0.004556312802	0.02949192212	0.35492704646	0.2882304574	0.2354724476	0.032128586246	0.055193227566
è	0.0423274082902	0.0240885576	0.09792243792	0.5883802572	0.091558819392	0.0028160538454	0.152906468396
o	0.0196201472604	0.021934466596	0.0988660961	0.484553722	0.306861311	0.041318922054	0.0268452726
n	0.00269080291984	0.0164356047986	0.03049147414	0.2381026532	0.4858678492	0.194652504527	0.031759108056
e	0.0395560867412	0.0126484757	0.07031655114	0.2336169952	0.3482856258	0.16319291444	0.13238337744
a	0.00895240035398	0.0081893776651	0.049667585632	0.32568032506	0.4279196094	0.167322511372	0.01226820172
n	7.0826447835e-05	0.0029545407736	0.0096285567926	0.148691258634	0.5295944	0.2573276272	0.05173279168
k	0.0034660452934	0.004096240076	0.008167530588	0.045903512756	0.32086321816	0.2804395726	0.33706388204
ò	0.187581347952	0.088074601312	0.06527164358	0.21583585896	0.1227472494	0.184012329372	0.136476973914
r	0.0183812950165	0.0040965786864	0.0149388710784	0.2220890027	0.33044883	0.3146418388	0.0954036014
a	0.0227370267327	0.015260168152	0.023032402954	0.1055416308	0.3461763412	0.380266024	0.10698640066
a	0.00567101588086	0.00416844612272	0.0224381756156	0.204828244317	0.32025346622	0.38316969768	0.0594709406
t	0.0137322379235	0.0126610754171	0.0124192070007	0.0554276056594	0.2264807948	0.5939038645	0.0853752154
s	0.0418612578937	0.0369639467262	0.0360538362036	0.034053390616	0.1662589674	0.3472160388	0.3375925606
ù	0.178556179632	0.01479215698	0.02132387389	0.10501988632	0.1854049225	0.21704578488	0.27785719814
n	0.000101430026917	5.908419208e-05	0.00014752566558	0.0437819160751	0.20200920924	0.428034196	0.3258666586
n	0.00433353861282	0.0021579337844	0.0062414048172	0.0040190675664	0.051111011114	0.4972202764	0.4349167448
i	0.107627778868	0.0924120585489	0.0175249292563	0.016213736924	0.08313258564	0.3389020082	0.3441869228
t	0.00237695077695	0.00192763103269	0.00210089035451	0.00590788525058	0.11383248674	0.4500764686	0.4237777012
i	0.114295423473	0.0633465429746	0.0247462594129	0.0230572072278	0.0822217980246	0.25231677852	0.44001598526
</S>	0.000655796265622	0.000224436078718	0.000925307067396	0.0120084563501	0.0526927871408	0.0467815248	0.88671171
