 	voglio	che	Maria	venga	domani	</S>
i	0.58568058951	0.05113077968	0.0052235109186	0.051346496512	0.004024283676	0.30259439058
t	0.481693207624	0.1076406046	0.14922707844	0.14762047732	0.113065881052	0.00075278290612
è	0.54953892342	0.19729775872	0.0501548756469	0.0164420449738	0.185833281471	0.00073316576928
l	0.4464929652	0.3611185164	0.1623699394	0.01209922784	0.016922109628	0.00099726153296
o	0.36680167676	0.08769795906	0.0570769294576	0.208727968332	0.095152111076	0.184543377439
n	0.1487795276	0.61164892	0.2060146662	0.02195798336	0.00679869988262	0.00480017793686
a	0.08943711	0.401474771	0.0676765169	0.260419278569	0.17169548733	0.0092968462106
r	0.102656558558	0.382062952	0.3757050374	0.08241099928	0.0222717969953	0.0348926793941
t	0.0236693088	0.2841661326	0.04498279366	0.448431268	0.16707403122	0.031676491784
i	0.20225216888	0.2251251875	0.167934283188	0.1109509775	0.163281449232	0.130455886006
à	0.0300036347014	0.27569204904	0.34366246	0.13051625292	0.136557661815	0.0835679364712
v	0.00065315324574	0.007876615942	0.2104217652	0.07502052598	0.692648764	0.0133791936952
v	0.004106053654	0.0222143978132	0.072944326798	0.25965229732	0.48948295612	0.151599992218
r	0.3604032744	0.10726927894	0.075814608708	0.0524435067	0.065750491585	0.338318801019
i	0.251087075368	0.18187958414	0.0203334149	0.13210308078	0.076004810014	0.338592013607
i	0.0344027029548	0.181299576289	0.24409981356	0.1742992636	0.10990797046	0.255990675
M	0.00828606764634	0.0103460207786	0.0423122533648	0.19082942892	0.637901024	0.110325215
a	0.098037369984	0.126432638658	0.0173135541591	0.28295032648	0.305383592	0.1698825013
r	0.2125143062	0.11159910536	0.221954428226	0.15861629898	0.111593864739	0.183721997744
ì	0.26109131284	0.1739233643	0.003814692636	0.0360020912	0.316386978207	0.208781546056
a	0.07314513901	0.125687324571	0.08270309086	0.1603714042	0.385016443	0.173076607
</S>	0.00880306380002	0.0307151856061	0.0136123494882	0.1022017742	0.3639342122	0.4807333936
