 	è	pericoloso	di	nuotare	nella	notte	</S>
è	0.755365979228	0.0028196295557	0.001428248878	0.00036631702	0.0242872969674	0.00385868905183	0.211873862907
p	0.567393150428	0.418093851362	0.0108232270124	0.00328821118809	0.000245188616689	1.02085823442e-05	0.000146191688427
e	0.4457788473	0.3507424558	0.0828447422	0.067644142574	0.0218806950917	0.0269996343096	0.00410947120315
r	0.3204671004	0.532647648	0.12202378016	0.02269343908	0.0014790690863	0.00041906786621	0.000269892082309
i	0.07448037635	0.5037851428	0.2036978396	0.192855121272	0.013193157166	0.00849811455596	0.0034902444353
k	0.166857367227	0.5114539332	0.26138956334	0.059057485364	0.001060165774	0.000113665711032	6.7809343252e-05
u	0.02852912366	0.36402698	0.207433399	0.2457298496	0.05227525904	0.083226587072	0.018778798245
l	0.125646520754	0.3139336248	0.453031386	0.097558343	0.008959160728	0.00027685505148	0.00059415487532
ò	0.0352930898	0.3882932772	0.1542441508	0.2073460066	0.0622828093	0.05583071014	0.09670991742
s	0.0532915551694	0.2124804839	0.572620487	0.1350174366	0.01985781426	0.00523409483	0.00149812784012
o	0.060208433866	0.0836143968	0.27282671	0.3227035506	0.101733063	0.050798369372	0.10811546627
n	0.0331466503097	0.01749567152	0.584125112	0.2627947232	0.0820956008	0.0174663316084	0.002875927302
a	0.010273476968	0.088955492226	0.1984975634	0.360353759	0.2289920818	0.0862701254	0.0266575373
n	0.0193329912746	0.01139368683	0.3529484784	0.243381945	0.330252522	0.036976580352	0.00571380504734
a	0.0073751346672	0.023939277886	0.064726923	0.349275116	0.2956242864	0.147811602	0.11124766684
t	0.0150964552016	0.00556921626	0.14634263286	0.136057077	0.619351704	0.0697121275	0.007870799548
è	0.009614231564	0.01139338792	0.03050724768	0.3384742824	0.3152458074	0.1791528608	0.1156121779
t	0.0013114136652	0.0105464994792	0.01863453701	0.1701559258	0.427702902	0.3443690226	0.02727973156
s	0.0172063950648	0.045645882438	0.0255021001	0.2359081228	0.353916858	0.286086808	0.03573382746
i	0.080268679321	0.0091686152224	0.01560996862	0.2447056768	0.4208181866	0.11728494534	0.112143949646
a	0.00526064527539	0.0098743247298	0.009472739464	0.062578584	0.407890658	0.2042551518	0.3006679104
t	0.000391367264604	0.0405514957912	0.00996109746	0.02355769552	0.1023098792	0.717124838	0.10610364846
s	0.006315643104	0.00465100121	0.007915324896	0.068338634	0.2315939196	0.537371384	0.1438140566
è	0.02280264071	0.007031676708	0.010280711186	0.1711137055	0.410052334	0.2094825492	0.16923640172
n	0.000120778710502	0.00271589970024	0.0002025809332	0.002485485204	0.1544626848	0.602907246	0.2371053474
ì	0.002218542382	0.050685389196	0.0034128149092	0.01362027644	0.1651299896	0.696909422	0.0680235676
t	0.000731423675639	0.00193196920764	0.0002674124278	0.002170840572	0.1109847708	0.513757586	0.370155994
t	0.00323700134789	0.0647510467866	0.0039350052046	0.0144552728328	0.1787480182	0.527272176	0.207601516
a	0.0139248796963	0.0225479772156	0.006220983511	0.186624809658	0.0683116762	0.334905526	0.36746411398
</S>	0.00296752652593	0.00592779848046	0.00240912130753	0.00315910059702	0.02909097017	0.1549129626	0.801532528
