 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.765810811783	0.005111402642	0.0005694862412	0.0014893247088	0.0016840895292	0.000391119486	0.0116267896898	0.0817764687768	0.131540530302
j	0.2946826305	0.495664980891	0.0037641049234	0.0025377635976	0.00129812409936	0.000388891045229	0.000628967903861	0.0988056464808	0.102228873635
i	0.499337533	0.279603616	0.03207062092	0.0179329124	0.027999790804	0.0036663940592	0.11083714621	0.0095153444963	0.0190366418148
n	0.43704762046	0.469218579214	0.048968623878	0.024607906356	0.00074163971464	0.00258514030102	0.00313796304081	0.000969035930039	0.0127234975955
è	0.3085407798	0.3660238704	0.1516478901	0.117523036212	0.0338888899168	0.0036472914262	0.00310069114726	0.00316173060945	0.0124658185161
k	0.014338928492	0.710029705137	0.069942604926	0.005585010152	0.000298083735	7.20123937e-05	2.14038376905e-05	0.00269481476837	0.197017402909
a	0.0882493872	0.39438422557	0.152886618078	0.0835683486992	0.0119820843777	0.0194490683823	0.0189488552289	0.208364672784	0.022166730658
p	0.0612025067874	0.132461922329	0.56420589	0.0956305782	0.005015112828	0.001562376199	0.00036471151134	0.0497308056573	0.089826077176
u	0.17759121448	0.22924851788	0.3611286556	0.14468986236	0.039430180012	0.005685803098	0.013851961372	0.0233738972743	0.00499991741452
l	0.0204007885103	0.050370555258	0.6038034528	0.15157778	0.00670861526	0.002682925206	0.0011431864092	0.108080243678	0.0552324661865
i	0.01256448976	0.15692688126	0.28268833721	0.2425909102	0.05100303735	0.0100106283112	0.02429343762	0.10489441687	0.115027853947
z	0.00626434429666	0.01103317184	0.3780701015	0.397748273	0.01536642798	0.0048828444	0.000578627688	0.12059801665	0.0654581959782
z	0.00533124316	0.07149110194	0.22962293564	0.36775382362	0.07153592774	0.012940349398	0.01451924866	0.045998033551	0.180807331726
è	0.29005124904	0.0978662895	0.1169320188	0.1249280968	0.04267961384	0.148449581772	0.0807941277	0.0064373657764	0.091861704354
i	0.00165082319648	0.04212721029	0.302108643	0.2857941272	0.1355682772	0.01871234888	0.0230378778518	0.147773222441	0.0432274530058
o	0.00155013670806	0.00414343782714	0.1022103086	0.2729471622	0.39585032114	0.03148817482	0.0056869919688	0.151328381604	0.0347950878919
s	0.00238351584452	0.004301903576	0.07893165306	0.215997185	0.375895417404	0.10466888468	0.01610951722	0.151280023963	0.0504319131799
p	0.01289280506	0.01260880646	0.08510082868	0.21328670486	0.23340650134	0.07657155772	0.0794056748	0.115092347933	0.171634803328
ì	0.14531004112	0.084711748	0.0221033064	0.175327518	0.14230640598	0.2203343378	0.1534781504	0.02032128545	0.036107198216
t	0.002042299586	0.0154737126144	0.0562958671	0.1622880746	0.4756530932	0.0487762656	0.046250975808	0.1693458285	0.023873858728
i	0.121487361063	0.0131145623265	0.104291364628	0.1138804254	0.28961705	0.15399134966	0.1192365448	0.0615170692	0.022864253336
o	0.0546218552692	0.0268162456163	0.0349098253	0.070499293332	0.291350266	0.33227108438	0.15680564268	0.01517683144	0.01754895258
à	4.6507663032e-05	0.0008235703013	0.0159297845846	0.031275492006	0.204379031021	0.22429438037	0.19688983316	0.22703383816	0.0993275698248
n	0.000268896776238	0.00951048111369	0.024782376592	0.024881520036	0.21506952946	0.1830701456	0.2203722397	0.271132022404	0.0509127510888
t	0.00405287634526	0.0060355095764	0.018851336412	0.02844801202	0.20608735037	0.1110026042	0.17848614	0.377107828	0.069928345604
r	0.0496491510816	0.0103604303286	0.007363783782	0.025103548452	0.0430546776	0.229459801	0.477456502	0.10762448026	0.049927630952
e	0.0829784882401	0.00215667854784	0.001986127626	0.0036634558686	0.01481309826	0.0871040816	0.4754139904	0.1914864052	0.140397678646
p	0.000280309299901	0.00140874231154	0.007884731394	0.00932921256152	0.115946138458	0.058743587336	0.27127252694	0.183085677	0.352049092
o	0.0010847658929	0.001899388129	0.0254968886765	0.0234973578274	0.163727624593	0.0578202424055	0.24596927466	0.4393238338	0.04118060882
d	0.000531750411954	0.00794869833903	0.0197533612528	0.0333756573808	0.151437877778	0.04238876908	0.27599997092	0.261884376	0.206679576
è	0.00246027056314	0.003227520647	0.0396868267994	0.017444980198	0.14892099003	0.0226242234084	0.21756452566	0.5249178632	0.023152830712
g	0.000261185801273	0.0025362462392	0.00356167206	0.0024633394473	0.188972905642	0.00236544464	0.036065839168	0.639966478	0.12380685794
g	0.0029572528802	0.043688462815	0.106801231014	0.012625479366	0.0484106854	0.019798228904	0.2037630619	0.4988857108	0.063069924
h	0.00096276966648	0.0040387953734	0.0033298058838	0.0086990114334	0.00811731521	0.106504468372	0.4727338733	0.312047067496	0.0835669164
e	0.0076092933824	0.00098987827886	0.001646744228	0.002225845941	0.003028914652	0.03492366466	0.2645804564	0.416532406	0.268462801632
</S>	0.000107456092774	0.000135501664317	0.00054737710992	0.0016939856889	0.0116832366416	0.0032611255646	0.0265236090908	0.145995042	0.81005268
