 	io	non	ho	cosa	da	mangiare	</S>
e	0.531669505654	0.194435371163	0.0046543396686	0.007318902162	0.012843758306	0.0138901396762	0.2351879446
v	0.774056513	0.0308380847	0.00246385565	0.189620883401	0.0018176197622	0.00010887118744	0.0010941424493
ò	0.583261276	0.191113195419	0.0226905724339	0.0217936208624	0.0244957863406	0.138219916754	0.0184256224203
e	0.2050849848	0.543183504	0.216526005024	0.02551379338	0.00682387688346	0.00095108694496	0.0019167458248
n	0.22916508521	0.30551421	0.23309815448	0.19815682594	0.032069899344	0.00114669055	0.000849131189877
è	0.096292115678	0.162990343	0.30445329172	0.142361340894	0.0690015101	0.206457388901	0.018444003188
c	0.0187949819024	0.33562209	0.477216974	0.1380192744	0.02666254604	0.0022077926024	0.00147639938427
h	0.021622202374	0.1939125286	0.1837347542	0.25786449	0.0857829212	0.1771880065	0.0798951100272
o	0.0475887780933	0.09434189208	0.399912477	0.1834263408	0.0647882252	0.0201730215	0.189769302186
t	0.0128244004652	0.0611761773792	0.2327989354	0.494319918	0.165172556	0.02025925008	0.01344876872
i	0.00961057277937	0.0373745568426	0.11930440406	0.44312190194	0.11944143292	0.2575737061	0.0135733992
è	0.00243862444139	0.0385801429127	0.10325426114	0.312018924	0.41638772	0.09934759	0.027972762642
n	0.00457654706325	0.014147338318	0.020519424	0.16014295206	0.213483024	0.562511222	0.024619527426
a	0.0122600841148	0.0244993565396	0.05132803208	0.16350699768	0.1948347632	0.516070454	0.03750032976
f	0.00328141564763	0.0151515508277	0.0263444532636	0.0336051624	0.267274499	0.5613117648	0.0930311712
à	0.00449425100632	0.00719687051	0.024898246638	0.0633896978	0.2378975426	0.53213939	0.1299840076
o	0.000160265376332	0.0004840438954	0.00208354006958	0.005775374914	0.06659192784	0.830145132	0.0947597222
</S>	0.00125229027024	0.00215357372902	0.0034921822957	0.0183201274636	0.06532049004	0.476288234	0.433173108
