 	ancora	non	mi	sono	vestito	</S>
a	0.486024707529	0.0457538389896	0.0228662705912	0.027628383256	0.0352986256744	0.38242819133
n	0.684044672	0.18668552046	0.0491930005424	0.0692324453059	0.0103807404803	0.000463623145316
k	0.24578421784	0.148621215	0.220816336	0.19200739546	0.022181900388	0.170588948973
ò	0.3980526672	0.0893712538	0.2887728122	0.0463512769	0.00456545368768	0.17288652678
r	0.22109878304	0.1756534305	0.56242794832	0.03587893313	0.00125713792586	0.00368375280294
a	0.055982495444	0.082178466	0.500563762	0.255166862	0.0635767131	0.0425317173
e	0.027045042972	0.384542762	0.3470010404	0.16238987584	0.0209859338886	0.0580353187088
n	0.028134481258	0.1697471116	0.4008253996	0.3604018104	0.0255378107534	0.0153534102852
e	0.000972098222	0.0319703544	0.1927469	0.456490422	0.18774845432	0.130071756566
n	0.0260933372584	0.1497691994	0.2773159778	0.470311258	0.06242580642	0.0140844147614
d	0.000569088046	0.01951247652	0.07524585856	0.458532352	0.357397308	0.08874288341
ì	0.03132265906	0.0437303084	0.0790217416	0.449931438	0.311342924	0.0846509536
s	0.030260852985	0.03365691624	0.170912417	0.2140501046	0.479719499	0.0714001932
i	0.0320062877011	0.03984752198	0.1505384286	0.44248592	0.274873328	0.0602485221
m	0.00387777945428	0.0427050042094	0.080945443384	0.2321046602	0.26981217892	0.37055493
o	0.00980145559494	0.009834376316	0.031240984052	0.202730395	0.6132765452	0.13311625912
</S>	0.00111864718982	0.0096241683572	0.022641689022	0.1409429696	0.343116968	0.4825555468
