 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.569739709102	0.015631489936	0.0497731715823	0.0614886417234	0.03960326253	0.0199595373476	0.0168904064233	0.00872053836672	0.218193263211
a	0.5946705276	0.176529116584	0.047288572827	0.152697961736	0.00111344994864	0.00141481876532	0.000814202923476	0.0127112804108	0.0127600607877
t	0.596692095402	0.3385535222	0.011099400824	0.017541069986	0.00046333469196	0.00179186099038	0.00469326421639	0.0010285914238	0.0281369071246
r	0.209663858412	0.240520590372	0.161805135966	0.169544360374	0.0221968920089	0.00438698565326	0.00709331630294	0.00239543425214	0.182393414905
a	0.550811414	0.304817126188	0.05115688896	0.0845271955098	0.00297214701074	0.0012159474676	0.000791715274515	3.31698904239e-05	0.00367435025087
v	0.235445699252	0.612590022	0.0658701296	0.014472679988	0.001019457206	0.00129687540314	0.00255662012625	0.00142495710429	0.0653235516344
ù	0.070587333583	0.327970155	0.2640536656	0.138045302116	0.02535698086	0.016614902544	0.0110939289008	0.106231765213	0.0400459875062
d	0.0220481577762	0.704945736	0.2437114772	0.007897379768	0.019550932014	0.0011946641631	0.0001374975065	4.96359318896e-05	0.000464530140909
i	0.05877192978	0.19801870568	0.3583015888	0.021422285224	0.03733218702	0.0046116803	0.016994569286	0.127897569601	0.176649512842
a	0.016167369296	0.24911324872	0.554842978	0.0554138405	0.10480050634	0.0123673249284	0.0042637102875	0.00140257562369	0.00162847717721
p	0.00257067671628	0.11779709107	0.460925028	0.138590020358	0.11871143	0.0989620951508	0.00963330512433	0.0488594414928	0.00395092059895
l	0.005736457006	0.03377711654	0.4077012324	0.196576528026	0.0471954528	0.05586695332	0.047682691846	0.153916918584	0.0515466423168
è	0.2935230602	0.0276004461592	0.35529195056	0.145702601832	0.0291742968788	0.0893292013412	0.0333310021524	0.0020736677996	0.0239738290661
o	0.0043312890042	0.0729410734	0.453516718	0.0739507488	0.2070414384	0.1396129461	0.025006897308	0.0213846536032	0.002214246305
n	0.00241161778351	0.0389442830336	0.3101342216	0.193368283166	0.2611000978	0.0778061561392	0.007040984552	0.0971892012022	0.0120051510285
ò	0.001287659192	0.00542107682	0.2029040559	0.16633184532	0.1589494004	0.121674792984	0.10661525444	0.15377516658	0.083040766424
r	0.000220717249387	0.01011631604	0.2426743538	0.1943653618	0.384174036	0.1314694116	0.0245651056	0.01140546555	0.00100918510573
r	0.024758208798	0.044275735922	0.2012490662	0.06358562186	0.2252775834	0.0992712982	0.0717286874	0.16488698822	0.104966759045
i	0.158013700706	0.00990359241732	0.1047198918	0.26056679974	0.2442902428	0.1007870392	0.08670265912	0.01162552787	0.0233905673566
a	0.000760798586486	0.00150043325255	0.035813172478	0.05251335474	0.402873626	0.37247607	0.070336384	0.037482851744	0.02624328522
è	3.3076572206e-05	0.0037817426992	0.186826004149	0.014042361286	0.309833727	0.342787564	0.02129726144	0.080633058448	0.0407651689715
r	2.8430071314e-05	0.00371019830326	0.155720830893	0.006783935296	0.22446429866	0.44980052666	0.0936253024	0.0610538784	0.00481258641908
k	0.0031958257832	0.0167112117628	0.08508750654	0.012241264364	0.282037374	0.1808708784	0.208977077	0.16891159	0.04196728704
u	0.05439042926	0.00522306144792	0.01604853986	0.194673337	0.0706617832	0.2717298864	0.31939930212	0.031577537084	0.0362961289414
t	0.000353347047284	0.00282202012012	0.02841079086	0.017393726648	0.085024065	0.476422112	0.245005831	0.073241168	0.0713269672
t	0.0145208651938	0.00361803441817	0.0115597262936	0.00158411986	0.0617472224	0.3234018191	0.2081193272	0.3441380952	0.03131077394
e	0.047554941554	0.00892322016292	0.00917847303	0.097299645042	0.035012313	0.2514471672	0.331008182	0.0743096068	0.145266454626
