 	il	ladro	poteva	entrare	da	qui	</S>
o	0.60196869944	0.0238445924001	0.0140042280742	0.0130891086194	0.0137290743597	0.0139226069285	0.319441695554
l	0.384695534853	0.58274477852	0.02040962638	0.0065539216376	0.00214542439491	0.000877173953172	0.0025734976084
à	0.020540447341	0.2777404002	0.0641918474	0.1903667248	0.315703907785	0.11320934162	0.0182473564436
d	0.065885703551	0.6086518008	0.2823891708	0.030843675368	0.00197169604142	0.00553289201923	0.00472504696752
r	0.210716005974	0.36836744	0.070241605414	0.130074857	0.034558432728	0.0282937700417	0.157747922564
o	0.33751576328	0.270928953	0.16928125876	0.014459685194	0.022035661048	0.00078125780792	0.184997402602
ì	0.026995121794	0.1107552522	0.7130256	0.13897357098	0.007015526054	0.00082916054289	0.00240582738329
s	0.00938894004848	0.1446105864	0.503723202	0.2914476512	0.0218455638573	0.0183024684082	0.0106815914999
o	0.05771966718	0.2574587906	0.0816326564	0.19209903076	0.28873791235	0.0782225704319	0.0441293948102
z	0.00675499486365	0.066974993138	0.5254346608	0.2428913719	0.1397856076	0.01347418584	0.004684147061
e	0.0161115185323	0.0429937431394	0.153149982968	0.41655489586	0.2877281114	0.0763417744862	0.007119992752
è	0.00206499555591	0.00598018571716	0.3097971272	0.267828434	0.3680076926	0.0336873907	0.01263414728
m	0.000184216843157	0.0050008582596	0.06194046074	0.453937708	0.1366833078	0.261071380764	0.0811820773354
b	0.00569014825672	0.0453285639692	0.098188219228	0.28277146693	0.38853098	0.163744629026	0.01574598264
i	0.0848347639437	0.0408583662985	0.126794589676	0.1157972756	0.34161867	0.1791776916	0.110918655144
a	0.00490147828179	0.00250980966229	0.0264952272596	0.19335228009	0.257938741	0.30396946596	0.2108329766
p	0.00113689313136	0.00120325135909	0.018589153777	0.1754731867	0.2475590122	0.4668986264	0.089139829
ò	0.00013441522722	0.00325632638162	0.0256633838999	0.234243615372	0.1240251035	0.6010962424	0.01158094956
t	0.000529501474044	0.0011521000088	0.0043610983695	0.063090932828	0.14473351234	0.708644754	0.077488102
t	0.00297026720694	0.0151879980593	0.0363902653512	0.12036279918	0.1791520486	0.5580275908	0.087909028
u	0.0280670125771	0.0134569606194	0.040511626742	0.0802347208924	0.137974925	0.33485155	0.3649032018
</S>	0.000134886084422	7.92383710177e-05	0.00419752809656	0.0164486401537	0.035426227688	0.154194288	0.78951918
