 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.496214797252	0.101141702561	0.0265100111766	0.064671229384	0.038384982575	0.0115474945732	0.0188623236496	0.00586696137508	0.236800509033
k	0.249853027108	0.689671172	0.0308858990768	0.00514584109168	0.00013576167112	0.00679563305694	0.00081381951355	0.00191721096645	0.0147816684957
à	0.09254306662	0.25681680204	0.3886058718	0.01534486096	0.031636400547	0.0075501650718	0.0950646099862	0.0311833193504	0.0812549040183
j	0.0563884100098	0.913343422	0.027716438312	0.001891251507	0.00034290317612	5.8173502032e-05	2.17306316145e-05	2.40696489214e-05	0.000213585514079
o	0.28749075174	0.2508593284	0.166987550372	0.0147659489	0.121265019244	0.00714883342632	0.0945407864693	0.0499005938839	0.007041202075
t	0.16199379226	0.749148812	0.0647653358	0.0096125262	0.0110168309868	0.0019251706725	0.000748510604502	8.98958183089e-05	0.000699106249276
r	0.11733754628	0.21270919496	0.264307753437	0.04572499982	0.126910298414	0.0037607461738	0.0398688269384	0.0254319674702	0.163948644348
a	0.423230539972	0.2610109206	0.21089796198	0.06092329732	0.005272498474	0.00730170114842	0.0115014057683	0.000225465984064	0.0196362623829
ù	0.100512286003	0.17988266756	0.35880390246	0.28272018334	0.04598218948	0.00625742027	0.0129702989985	0.00167339463586	0.0111976524703
d	0.00344357301231	0.439199365594	0.401463480366	0.103782746691	0.01610399178	0.03297701846	0.00178140498432	0.000689768931574	0.000558637933555
i	0.041696561218	0.047635457	0.2676077014	0.2047029254	0.16454373106	0.02131303506	0.08086630287	0.134216809336	0.0374174936752
a	0.0378882370304	0.179422072194	0.1031808973	0.5248261416	0.1297058916	0.0090666628	0.01275002023	0.00165732725614	0.00150270581848
a	0.000870394742046	0.180734293977	0.07942128312	0.417616374104	0.2465011472	0.0385520534	0.009803036832	0.0238183117012	0.00268311323256
s	0.0007160604763	0.149578961324	0.0493991952	0.24688731358	0.3833649906	0.1077527712	0.038648347048	0.019660216645	0.00399214654777
ò	0.004957473818	0.012498672312	0.0438420955	0.1465735264	0.3995673404	0.06639652046	0.16681915854	0.041172061314	0.118173121407
z	0.00052622642552	0.0316636338622	0.0485843645	0.1149998151	0.587265372	0.1593092798	0.0329780906	0.01808491092	0.0065883584766
i	0.034609104582	0.036281508596	0.01760833688	0.2463324613	0.2808140972	0.04517282968	0.139292635	0.1101340803	0.08975492215
g	0.00485192168118	0.0183773702646	0.0382639624552	0.18389241756	0.3482168984	0.1678925723	0.1901944434	0.03457316608	0.01373726084
r	0.0262940816767	0.007350143952	0.01629950302	0.09272230122	0.2294983028	0.2519319358	0.150189064	0.200050142	0.02566453158
à	0.03797668628	0.0036544670012	0.006854129148	0.17127832746	0.1461316807	0.1373001078	0.201774653	0.137697146	0.15733283664
t	0.00127592190631	0.00196220135643	0.005253325728	0.103386305063	0.1295714142	0.246300822	0.1766891322	0.24257659664	0.092984305
s	0.0488513895299	0.0106845488278	0.0234101808618	0.1338839595	0.1486155658	0.154499658	0.236303122	0.1919635668	0.05178798114
i	0.036978882944	0.001613711933	0.00145472168858	0.15278644262	0.07493682632	0.09632415692	0.2618963	0.0595175105	0.314491458564
i	0.00120506743277	0.00215242891349	0.00266940743723	0.0541114367034	0.090878160752	0.1473885299	0.3495030212	0.1221978679	0.229894088
n	6.164796458e-05	0.00809224310826	0.00542347688836	0.052829348458	0.1155990022	0.1646478762	0.285053897	0.286304656	0.0819878762
ì	0.001248253427	0.00082695700582	0.00258978423102	0.002560862526	0.07517575718	0.07688087598	0.2342332612	0.459051614	0.147432602
t	1.7330854777e-05	0.00105753230347	0.021244688582	0.0268126355212	0.140106182068	0.0852726588	0.237293811	0.448462665	0.0397324813
t	0.0133869493969	0.00042865987208	0.00415171819181	0.031781025409	0.15868160148	0.0480897202	0.2534271632	0.45155748	0.0384956392
a	0.0261417598038	0.00544191489922	0.029449499991	0.151390269766	0.065236869408	0.0265764105	0.206804064	0.2500882266	0.238870979464
</S>	0.000652180762508	0.0006922588421	0.00107277909747	0.0084922912398	0.028672652522	0.051605627166	0.1225858688	0.1002304824	0.685995878
