 	dove	aveva	per	stare	non	aveva	</S>
p	0.742428629841	0.0081692310796	0.001023321482	0.0115704086183	0.0343115843514	0.00815859461383	0.19433821044
u	0.2976813164	0.306563192	0.2971437442	0.0249184465094	0.01517771879	0.0530257572058	0.00548982023524
ì	0.07731679354	0.462073424	0.345596058	0.0870195975426	0.0147984693394	0.000316037672405	0.0128796006189
c	0.081604678906	0.777417504	0.1002012644	0.0235867266998	0.014841763639	0.00131284856242	0.00103519226374
h	0.0287925679172	0.597195058	0.2063355972	0.0111347390386	0.07263248564	0.0759597580559	0.00794978377418
e	0.117375772	0.462851508	0.37277407	0.009308623994	0.008423351792	0.00189953689159	0.0273671190243
n	0.0204703349414	0.2628531618	0.601284074	0.0475474531336	0.0628433604504	0.00180971400389	0.00319192592202
a	0.0631778205	0.2129485194	0.486600904	0.01268474418	0.128100625718	0.085446938262	0.011040468611
s	0.0244089529275	0.16005811458	0.472149494	0.239593488	0.09597350688	0.00376577826624	0.00405067278014
t	0.039198217196	0.0564292414	0.418865369	0.07157311178	0.1008083204	0.2236349578	0.0894907638
a	0.17236694714	0.0874856068	0.287978819	0.3517904852	0.03852681428	0.0096697098506	0.0521816395308
s	0.0165074809625	0.116966101381	0.2250446174	0.39705815302	0.189665346	0.01974807312	0.035010229156
ì	0.0033870899066	0.02451048149	0.12888733644	0.227435947897	0.13818987614	0.4186780448	0.05891122136
e	0.00360439467675	0.0080914996934	0.05153033786	0.00581080856	0.67509629	0.2270549486	0.028811703346
n	0.00180054153524	0.0133563717096	0.018574185688	0.0434337255312	0.579918122	0.267161384	0.07575562987
ì	0.0028042496172	0.0013053035052	0.00263544482	0.010171306056	0.0880184426	0.775913434	0.11915181954
c	0.00557448708275	0.0045706754586	0.0057886125732	0.01265521379	0.3777280676	0.553226122	0.04045683914
h	0.00352623778616	0.241144337713	0.032798596066	0.016288551067	0.152812622488	0.539631725366	0.013797876656
e	0.133958365565	0.0662925809914	0.04167445972	0.1676260224	0.19737808096	0.2620822648	0.130988231252
</S>	0.00975283836488	0.00764452343522	0.0128632671497	0.0181423345982	0.05134709312	0.2404617074	0.659788234
