 	sicuramente	stanno	ancora	svegli	</S>
s	0.60122741457	0.003607685266	0.010765117018	0.0272575874006	0.357142249587
i	0.925096194	0.02106590897	0.0062515288172	0.00883926833032	0.038747155793
k	0.802539836	0.1058071024	0.0132642872943	0.0599539877786	0.0184347563074
u	0.45273678	0.11394388409	0.325061861085	0.0317352760458	0.076522200144
r	0.619593988	0.3642111886	0.014037837612	0.0017178745068	0.000439108709354
a	0.38171311456	0.2774479194	0.317295932514	0.0128204674639	0.0107225878686
m	0.4686536788	0.508003796	0.02236667324	0.0004045001172	0.0005713606174
è	0.3932080428	0.126456343861	0.331835264105	0.0993571040311	0.049143295304
n	0.3161591592	0.506688628	0.13845527329	0.0254077098928	0.0132892248464
t	0.222840491506	0.315058078	0.268981699276	0.137541526948	0.055578237608
e	0.409826768	0.504685066	0.053099147274	0.000386885264	0.032002157814
s	0.04049795174	0.583545646	0.31413626	0.024030838996	0.03778932764
t	0.1699608596	0.3776514208	0.31977028308	0.090843226841	0.041774224994
è	0.2673692479	0.4758046632	0.2040905917	0.00669733495	0.046038150106
o	0.012454226	0.45874329998	0.437143714	0.053493836396	0.03816489124
n	0.001915231633	0.137932972746	0.573386872	0.26635226735	0.020412687146
e	0.09811231284	0.0465933455	0.4419025244	0.1928870214	0.22050482344
a	0.00680541845316	0.278650111366	0.452075877	0.23682185504	0.0256467444
n	0.0048367371112	0.07909818022	0.434534772	0.4263489296	0.0551813534
k	0.007865743592	0.007636243232	0.32488633784	0.2852181832	0.37439348608
ò	0.51760007284	0.089112964734	0.0633246498	0.18663918616	0.143323144826
r	0.003635966086	0.22021304926	0.2800859948	0.352420412	0.1436445962
a	0.02727299902	0.034050816	0.270150769	0.502743608	0.1657817863
a	0.00470501897394	0.173010336574	0.23139548162	0.39808014178	0.1928090252
t	0.0228480328308	0.0451335798808	0.1372578538	0.670696589	0.124063938
s	0.0792543195305	0.019416059942	0.15600099106	0.3232336732	0.4220949346
ù	0.20942122932	0.108897242212	0.12360103722	0.21211933124	0.34596114916
n	0.0002770026467	0.0218383242935	0.0710436377	0.5098060846	0.3970349564
n	0.0025457817034	0.001435916347	0.0291290036406	0.49902363786	0.4678656622
i	0.278615906919	0.008876500144	0.03500767742	0.345450803	0.332049122
t	0.00495289455876	0.00309652744784	0.04579026964	0.49944754	0.446712799
i	0.169775266618	0.0098141149606	0.051781997506	0.29364721364	0.4749813911
</S>	0.000213597368801	0.0138168201253	0.019905192616	0.0301029442	0.935961434
