 	vengono	vestiti	dai	genitori	</S>
è	0.61069540335	0.176171927414	0.0006578005812	0.0233079544474	0.189166867395
r	0.6043105208	0.3745018008	0.0201760418218	0.000574998632688	0.000436680618243
k	0.075408046	0.650626778	0.1617962859	0.0952110515822	0.0169578699945
u	0.573543554	0.28023955	0.1372909494	0.0035057549408	0.00542021773
t	0.5826708102	0.368470808	0.04416849086	0.00119605938268	0.00349384549352
t	0.15402109364	0.3537042214	0.3429625833	0.145145284796	0.004166805296
e	0.3932347904	0.201490188448	0.2435935211	0.0046792721488	0.157002200159
n	0.103582424714	0.271169598	0.542576568	0.022902576854	0.059768815274
d	0.00262197632	0.148033024	0.535992824	0.2653632638	0.047988938412
i	0.2676641122	0.14851355112	0.4939175486	0.07513262174	0.01477218958
m	0.0644949396592	0.12313831176	0.646352568	0.06386099832	0.10215317032
è	0.0287995522	0.1586897898	0.2791564408	0.5122727836	0.02108143886
n	0.010311272288	0.16631238702	0.467250776	0.246692558114	0.10943305018
i	0.142958904874	0.08232455742	0.1796927792	0.453530058	0.14149370712
à	0.0237709080115	0.0908535789836	0.2651451966	0.390387994	0.2298423384
t	0.002580752395	0.11387174321	0.3944717128	0.412034952	0.077040827254
t	0.0682496486861	0.070586413972	0.1170076394	0.6859575788	0.0581987496
u	0.17639632246	0.0357628521608	0.13671191572	0.335529	0.3155998893
s	0.00187813115069	0.0240415962135	0.113734712736	0.303189925	0.557155656
g	0.00157874101	0.03035456602	0.0714687549	0.819583726	0.07701423136
e	0.269963801028	0.011779310224	0.08273039832	0.3794136845	0.25611279253
n	0.00247947569216	0.00763543027496	0.0403132302094	0.2854273074	0.664144572
i	0.002755768171	0.036706812664	0.02494467656	0.868052762	0.0675399738
t	0.00286856380984	0.00808431107553	0.042259181756	0.293654089	0.653133866
ò	0.002872205664	0.0301988368734	0.0161591023	0.85372153	0.097048308
r	0.00543336974812	0.0297240284674	0.038584997084	0.3592011872	0.567056428
u	0.06952256986	0.05359175746	0.0542565291	0.42078685	0.401842318
</S>	0.00293359950578	0.00378475004095	0.019100664648	0.1247175816	0.849463434
