 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.762732724918	0.0090761137196	0.0006284729686	8.95006898e-05	0.00257504949776	0.00387407662482	0.00848105160904	0.212543018432
t	0.7204317548	0.102317733706	0.152123448933	0.0173448933002	0.00203877703462	0.00269589690608	0.00106441457397	0.0019830913357
i	0.7254038736	0.231829752	0.00849436183	0.0144712763962	0.00330699140866	0.00206604953272	0.00519463883798	0.00923305186634
p	0.546931598	0.3740165246	0.0421679098	0.034180262332	0.00182491972928	0.000101083352514	4.62963115062e-05	0.00073141416525
à	0.05343431568	0.1774260094	0.288816964	0.1513893	0.12448007079	0.038952915113	0.121679065274	0.04382138181
s	0.2978391215	0.565344698	0.122579052	0.012356119548	0.0015533103976	0.000138945821106	6.53842925323e-05	0.000123340145303
t	0.1152963434	0.405875732	0.30022619758	0.042286053576	0.072462714874	0.0271279666462	0.0316771343557	0.005047841272
a	0.0422226868	0.69253392138	0.027515834659	0.20212401665	0.0036282122532	0.0080641552035	0.0195034448282	0.00440771963106
v	0.0233272581486	0.1942758658	0.647097258	0.116082903318	0.0181187212	0.0003184090918	3.848484039e-05	0.000741070659926
à	0.088938077566	0.0937914468	0.386503818	0.16555743166	0.1155492308	0.0406244618268	0.076559838618	0.032475720206
l	0.019872772374	0.098047187	0.529497238	0.2871959374	0.0499691662	0.006691523012	0.0025013095702	0.00622486696524
e	0.09408806438	0.16735622	0.1972850648	0.09707373692	0.17026408	0.042994872912	0.13267160226	0.098266368378
à	0.0166622104889	0.0299519444312	0.20115946788	0.430351284	0.297992002	0.01535211955	0.0016183072396	0.006912662202
l	0.00206165028118	0.004566713643	0.280979398	0.362330461352	0.1943622671	0.14513703491	0.00752529778372	0.00303713882444
a	0.0443942447295	0.05391110539	0.0719144996	0.24922852538	0.2185923272	0.06428685684	0.23250543206	0.0651670192372
e	0.00418218357822	0.0119826343867	0.0987633446568	0.1989556746	0.501732146	0.13716788611	0.0140911011	0.03312504592
t	0.00039801907028	0.0018351814242	0.112244282394	0.06921003242	0.45684196	0.2881984183	0.06080775472	0.0104643476548
è	0.00540656021	0.016530468618	0.04500927723	0.07078440656	0.29649093086	0.1427472814	0.3243261592	0.09870492378
l	0.0016451030309	0.00404968195366	0.123283329814	0.03734165448	0.334354922	0.25399725746	0.19858371808	0.0467443232
i	0.060947984406	0.05564139076	0.05276644036	0.01634322746	0.2899772446	0.09823216	0.3301657446	0.0959257704
t	0.00417502825825	0.00986076578227	0.0228129658338	0.030948516988	0.1646975286	0.294743540144	0.21959106598	0.253170606
à	0.00959597198	0.010633565466	0.0933508885698	0.00803190627	0.109719181	0.2069979242	0.464103953	0.09756662632
l	0.00025618304354	0.00215855128532	0.155227036179	0.0103347781176	0.04049788448	0.167389135793	0.44067680736	0.183459644
a	0.043540280244	0.015862776508	0.04270828606	0.0045495371	0.090656862	0.1636939694	0.5321284472	0.1068598268
</S>	0.00322787405071	0.0105819173411	0.00580551905186	0.0106334796728	0.053539655156	0.118769000529	0.27649785078	0.5209447108
