 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.73465659503	0.016475968926	0.014582033867	0.0151048687877	0.0132846693587	0.000569054387251	0.00134824263336	0.0195067638146	0.184471757407
d	0.588270367	0.2833260616	0.01955489394	0.0156882288855	0.00116014555556	0.00499756894913	0.00225425445543	0.0415025303575	0.0432459552124
ì	0.546768633	0.2546050552	0.02375123149	0.0374200074834	0.0233607648218	0.0652857727934	0.0461521756397	0.00166006683131	0.000996298076349
s	0.3951625625	0.536829322	0.0355052314062	0.00721471520197	0.00767740424042	0.0117175539859	0.00271426278442	0.000677613293606	0.00250129556668
o	0.20437355532	0.501622859	0.061986825552	0.02078860779	0.153370973402	0.0256809416619	0.0118423688247	0.000813847763502	0.0195200914943
n	0.096225746534	0.703191656	0.15403316894	0.0120087788342	0.0291812166524	0.0046958576667	0.000566739413922	4.9529374811e-07	9.63337928035e-05
t	0.011458041442	0.5779225448	0.01450958546	0.009411810167	0.16170210747	0.0644768643394	0.119277481087	0.0242590204248	0.0169825717306
a	0.0449278136016	0.599349354	0.15117311828	0.084263482748	0.0312717548663	0.0683998830519	0.0137825663119	0.000124415924324	0.00670762524629
t	0.0314624012969	0.3995879508	0.3433693519	0.124148956	0.0594727313436	0.0370145024269	0.00216406322267	1.10409588404e-05	0.00276897544886
i	0.00877400945816	0.3328252424	0.09501982798	0.2016771394	0.063827407164	0.083823564094	0.114963988455	0.0607877492018	0.038301094809
k	0.0381077019995	0.1988210884	0.422438226	0.27282357654	0.0225812819062	0.0442698225474	0.000679542962532	2.87409083297e-05	0.00025003380443
i	0.01003933356	0.0981587552	0.2877428025	0.23107530174	0.11134537486	0.05377189178	0.096827538942	0.0617012214268	0.04933779384
a	0.0125321307007	0.08825309122	0.353929996	0.381689699	0.04941862098	0.110175680655	0.0033754986816	0.000114591485356	0.00051067953262
t	0.0110711553095	0.071954589688	0.12850950622	0.3673745332	0.247131308	0.1357181802	0.031652178668	0.00238574973316	0.00420274539914
è	0.0111883570929	0.05096325672	0.10787213146	0.2617953792	0.259322126	0.03276337288	0.044659352678	0.0740846545302	0.157351346944
r	0.0160769932279	0.055530824372	0.10132164226	0.2047645388	0.463201929	0.1460683187	0.005330450046	0.00416836042709	0.00353695248968
a	0.05276201718	0.110971519848	0.173939424	0.278507348	0.2032690304	0.07968220006	0.04228263398	0.0088035767955	0.049782290106
t	0.0022633320439	0.0108106047231	0.0861177441632	0.37203933688	0.322997814	0.171652784	0.030948205456	0.00209298705346	0.0010771891978
i	0.00717446919627	0.02007220348	0.012940403114	0.1162615278	0.4896341208	0.09261615468	0.145134418828	0.0847567297798	0.031410000772
n	0.00141456193345	0.00421328239672	0.0593875936014	0.26312327664	0.437759348	0.17425652184	0.052740062714	0.00556590262724	0.0015394150362
ì	0.00214336145748	0.001816554864	0.000914960478	0.02017424864	0.5498731254	0.06362898134	0.0868079428	0.154899820139	0.119741017228
c	0.00021257713388	0.00102070202037	0.0108013220854	0.14599297452	0.363832693	0.362193818	0.05233113166	0.0507831685609	0.0128315975988
h	0.0524808440504	0.195163134582	0.012930923686	0.054345555188	0.371110081484	0.070907829797	0.0291639300316	0.209056386796	0.00484136024
a	0.0530534231499	0.0656079325472	0.08549853556	0.17596082316	0.15768873234	0.3011230312	0.13345526266	0.011954912409	0.01565731024
p	0.00388783868784	0.00174918567017	0.0115692883928	0.056212702714	0.0734795437	0.254228772	0.470047502	0.0572095614	0.07161560574
à	0.00495873763623	0.0075007049506	0.0018454043492	0.014529997016	0.240262574648	0.21108706898	0.1997646748	0.31375730442	0.006293579
r	0.00103363083592	0.000825206640309	0.0023958387868	0.01336012188	0.1562701404	0.471702734	0.1414900908	0.171090441	0.0418318304
o	0.088169584664	0.014572085433	0.021416113664	0.035431842592	0.1598968864	0.1931770102	0.2361811406	0.21584066968	0.0353146274
n	0.000361857247982	0.00193157423842	0.00627219028699	0.0184290890166	0.149432313516	0.1114691434	0.376683338	0.16695214564	0.1684683153
t	0.00380064874966	0.000680762975	0.00164150756952	0.0071454160776	0.093144711032	0.04455921356	0.319843469	0.45510293628	0.07408133632
a	0.00777195794459	0.003055079166	0.0395659431059	0.059736581044	0.036316235946	0.10288678714	0.549517255	0.1069897608	0.0941604008
s	0.00021143801624	0.000226538906368	0.000693433540156	0.00238690213334	0.03292787841	0.12607447468	0.39422471	0.169261875	0.273992741
t	0.00169728935592	0.002851667598	0.0003525128822	0.001642733476	0.070297499418	0.0579121097	0.33401429014	0.44559083605	0.0856411036
i	0.00916957353564	0.018851631306	0.04625376789	0.073503497112	0.032111033882	0.07047330926	0.4401389012	0.11510072866	0.194397558534
n	0.000191310412016	0.000180282643666	0.00033095879941	0.0006409562646	0.013471829722	0.08693365076	0.267672696	0.1983980298	0.43218027
a	0.0016203678406	0.0040188489774	0.000518930298606	0.0007219100231	0.0387370333938	0.030272833788	0.25171505356	0.511187043	0.1612079886
g	0.000293504709252	0.000693691914872	0.00161031625185	0.00776391304986	0.159595181374	0.054280359554	0.1801265756	0.2801365281	0.3154998974
l	0.00090196545788	0.001650049262	0.000619936486	0.001689661668	0.094852578704	0.06074139018	0.33299899668	0.478090176	0.0284552252
i	0.035702509115	0.101542672108	0.056923764861	0.087949848262	0.035992829144	0.08534969392	0.1569930452	0.2272881105	0.2122575178
s	0.000302135653654	0.0002553899008	0.000255505140696	0.000525962401	0.009301660607	0.05885105508	0.1289394568	0.2782174938	0.523351356
ì	0.001344485214	0.003752931934	0.000665710784	0.002391466636	0.0937915502482	0.1287876373	0.11190932268	0.49231426712	0.16504259412
a	0.0004592855946	0.000389219398136	0.0004905199147	0.0021598411164	0.0399969669628	0.132476072192	0.056632775	0.5787507132	0.1886446428
</S>	5.15226972528e-05	4.169699726e-05	0.000165262089544	0.0007374468229	0.0026903362422	0.0053228068756	0.02957674646	0.3790837724	0.5823304056
