 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.648529736396	0.0193968412298	0.016011463742	0.0769627824174	0.00980865403266	0.22929052638
s	0.1827363236	0.636353132	0.148419741973	0.0185210755843	0.013457440281	0.000512272270807
o	0.18046377292	0.2693714898	0.3721160734	0.040602361784	0.00790492391335	0.129541384797
s	0.06528935284	0.742916476	0.1773636086	0.01366386008	0.000470274791075	0.000296418295375
e	0.089183210747	0.5092874326	0.2929882624	0.0669504019704	0.0160855504382	0.025505159678
è	0.029499468062	0.441099224	0.412039236	0.1100690358	0.00398534590923	0.00330767075222
m	0.0058947114466	0.108565133348	0.71680465	0.1048719013	0.0599771837979	0.00388643111118
b	0.0621019560122	0.079954202144	0.496701907674	0.2579606064	0.093670791214	0.0096105338768
i	0.341879219624	0.2363719148	0.0485361765	0.355378096586	0.00476559102	0.013068974477
à	0.0283605803706	0.0563097094096	0.20204581722	0.62421519234	0.04233085954	0.046737840927
t	0.00713170211988	0.0148404338663	0.13746507622	0.4082396836	0.3825240972	0.0497989993608
t	0.0969803976161	0.0999903113	0.09930104686	0.3380656778	0.3490999054	0.016562658128
i	0.202130452374	0.2178913243	0.024655621878	0.31731731134	0.1797866014	0.058218711492
f	0.0185084071139	0.0203617528313	0.0854952614428	0.3306396392	0.252389412	0.2926055243
i	0.151799770146	0.0134748958463	0.09066689648	0.332119362	0.385361189	0.0265779009
n	0.00401760884941	0.00519952864961	0.0237865471877	0.2415028322	0.353384168	0.3721092808
è	0.02364071175	0.01005074146	0.146286375037	0.10391935324	0.604004474	0.11209835692
s	5.5160305754e-05	7.66806461536e-05	0.00416320729964	0.08870385358	0.874773148	0.032227917
t	0.0043312493186	0.0076781144	0.06718992304	0.0900829648	0.752741266	0.07797647268
r	0.123410486099	0.114278837005	0.038071111683	0.09442381754	0.3195964696	0.31021926968
a	0.0609795183243	0.0380766875778	0.0156955432112	0.05438555994	0.3464679872	0.48439470532
</S>	0.00187082158431	0.00179024837133	0.00151264535925	0.0125499301304	0.142186803	0.840089562
