 	credo	che	stanno	ancora	svegli	</S>
p	0.596329800079	0.0101579622009	0.0024737304852	0.0202681440112	0.0210293343642	0.349741032489
i	0.79368495	0.1151476932	0.0423675594	0.033484314956	0.0120527652588	0.00326273958144
s	0.481275308	0.2823811488	0.149385432	0.021341817946	0.044606898466	0.0210094119507
t	0.2133274254	0.35282631752	0.1172065034	0.270583676499	0.0211551298193	0.0249009532504
è	0.665329093	0.1775518564	0.10981884132	0.00486786039394	0.000143545553688	0.0422888444107
o	0.44371944924	0.40073635498	0.151358365	0.0007461009754	0.00125366364257	0.00218600813808
k	0.05712744868	0.38998946	0.309775272	0.15023853646	0.0841964606108	0.008672855422
a	0.05948797926	0.273028345	0.3015184632	0.236366246322	0.115902036313	0.01369695108
s	0.088287012461	0.2395257556	0.628889392	0.0380610297	0.0019892781604	0.003247487517
t	0.0221550522	0.18113754832	0.442297866	0.26639719672	0.0585207427665	0.029491587448
è	0.1679668456	0.1406550048	0.533103378	0.07920094228	0.0020434250506	0.0770304144164
o	0.173561621987	0.169040266252	0.29144205	0.31459896214	0.035607897488	0.01574914772
n	0.0149436662864	0.023059429714	0.1817411924	0.554681952	0.210453894504	0.0151198416469
e	0.10095525644	0.04287211804	0.2600715558	0.2942585362	0.182139259514	0.11970327546
a	0.011150221808	0.0502324120635	0.280389277152	0.49681859	0.14949951454	0.01190997932
n	0.0212410611663	0.0084026395684	0.10464147672	0.519375694	0.30283428928	0.043504831296
k	0.002831478046	0.007753417568	0.075957729236	0.30359466476	0.2886551666	0.32120755446
ò	0.29048707676	0.14440444198	0.1701849384	0.1076919552	0.16331506968	0.12391656825
r	0.0600314364512	0.0204870837212	0.178940415922	0.317374232	0.312221526	0.1109453065
a	0.0187557818	0.01871115922	0.0825057164	0.35947649	0.392176208	0.12837462266
a	0.00939639391623	0.030158416241	0.187006636673	0.2713919889	0.396183475	0.1058631056
t	0.0167506084452	0.0133304216897	0.0503191175753	0.1748307768	0.6629879368	0.0817811426
s	0.072865521556	0.0369757085421	0.038442357296	0.1371594168	0.3654282241	0.3491287412
ù	0.162439451892	0.02020076386	0.13137598176	0.1274108828	0.2334113132	0.32516160888
n	0.00214352610107	0.00016118025414	0.0174190432601	0.09787615638	0.498578002	0.383822104
n	0.0015455650854	0.0057276833788	0.0033442633132	0.03399180749	0.5094886394	0.4459020506
i	0.199912132298	0.011081597256	0.0133454893932	0.04825579516	0.3600932716	0.367311691
t	0.00135578232909	0.00139109313127	0.0032141763646	0.049993112	0.5080488652	0.435996986
i	0.129232243262	0.0547030703081	0.020659858224	0.06292602906	0.26336609372	0.46911271594
</S>	0.000311278232118	0.00264427234564	0.00833601282385	0.021050832338	0.0381803628	0.92947724
