 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.504863324899	0.0172817013299	0.0055480894304	0.09778507267	0.107898037177	0.0641674359816	0.202456317304
c	0.786380979664	0.037152998798	0.0988797782493	0.0766816403508	0.000603771021729	2.77358439817e-06	0.000298028014771
h	0.5499937356	0.122367654406	0.230107577844	0.0611528847951	0.0121836490412	0.0011740241976	0.0230204954624
a	0.2621440824	0.4979985546	0.16635644572	0.0538363140385	0.00683417784001	7.73268689914e-05	0.0127531198311
n	0.47317619554	0.480451358657	0.0382838787824	0.00693487015715	0.000523049206408	1.57061122425e-05	0.00061495095013
a	0.0719613440554	0.5308586948	0.2163554742	0.083767200252	0.0948715998758	0.000882615667528	0.00130304388513
v	0.20993989864	0.5961652239	0.18524372792	0.00513911349046	0.000691748214656	1.48231996117e-05	0.00280547408882
o	0.005562104216	0.15117352668	0.3481670052	0.22774691216	0.182519363528	0.063198569438	0.0216325336168
r	0.23759453434	0.2876572098	0.3803211065	0.050755935508	0.020942817258	0.0171050750944	0.00562330104569
à	0.0336025615	0.40233956954	0.1578373498	0.05809015566	0.16170084751	0.0229284309534	0.1635010447
s	0.122799514472	0.037399221196	0.33428197068	0.1416481266	0.2789766896	0.017163698596	0.0677307749364
o	0.0289670102	0.05314550841	0.2207225532	0.34191584	0.181897774988	0.04309708344	0.130254256308
t	0.196803255684	0.0457676529064	0.2698962244	0.3734163016	0.08716064416	0.0051877685476	0.0217681484846
o	0.00974102430106	0.028037330894	0.2512979678	0.41967109	0.14267544476	0.076912418306	0.07166470628
t	0.149308257927	0.052134356191	0.15364885804	0.411896406	0.17892257806	0.014970871299	0.039118682488
s	0.010591382346	0.011494943134	0.085392618	0.4423687426	0.153504986	0.14671628816	0.1499310309
o	0.05956441701	0.03261001542	0.256713206	0.44937128	0.0644107999	0.00914989484	0.12818039462
m	0.0190565293138	0.00113220780199	0.0055344466706	0.2014122542	0.232601984	0.05766209414	0.48260049504
ì	0.193153517702	0.083165648854	0.10102476434	0.2670238622	0.1922319954	0.07188745408	0.09151274254
k	0.00485186026569	0.000228785763708	0.00947716009014	0.13412290162	0.357371635	0.2704874416	0.2234602188
à	0.0117694837647	0.0025590412	0.0152260805	0.1614383074	0.310541711	0.40987614574	0.0885892165
i	0.000718320867777	0.000107680871396	0.00193052976442	0.0306801726	0.3703671852	0.4585018912	0.1376942328
m	0.00444196448766	0.00166730853593	0.00290267153518	0.004630731477	0.2702559968	0.390403698	0.3256976712
è	0.0205288670863	0.0584038693007	0.083990728718	0.0607854834	0.2638367948	0.484939041	0.0275152238
r	0.000500866504423	9.2158437658e-05	0.00047647335266	0.00274709886	0.1796933528	0.701892206	0.1145978424
i	0.0366330353811	0.0015312291658	0.011029343866	0.13735117404	0.2631714788	0.4843578176	0.06592589108
</S>	0.000689713617335	0.000866993888158	0.00063156031579	0.0004058628948	0.0170111432	0.2175559896	0.762838726
