 	forse	non	li	ha	a	casa	</S>
f	0.528273121437	0.059841637133	0.01025447663	0.0012331581274	0.00646109212568	0.171801052554	0.22213540216
ò	0.7601830176	0.0822182496	0.09956614762	0.039572538832	0.015986459918	0.0021224828304	0.000351112772
r	0.907423932	0.0765739514	0.010153971309	0.00471728338375	0.00020566853776	3.5534475667e-05	0.000889655476689
s	0.22201191232	0.216887272	0.1689701486	0.21511586852	0.101206286742	0.022710220646	0.053098265802
i	0.406967650684	0.2896701064	0.1544185514	0.03707596972	0.023659832038	0.00084147328504	0.087366398262
e	0.138562686743	0.574020322	0.217125462	0.066644537932	0.00158859524	0.00166926616701	0.00038912402976
t	0.0812711805831	0.2400239388	0.428420666	0.169825512014	0.075536023455	0.0032111729396	0.00171151307828
u	0.0915357469944	0.0709924228	0.4393209758	0.0448970074	0.24406887974	0.042964133506	0.0662207853358
s	0.034931526901	0.1709207228	0.54122325	0.2001476058	0.04670358114	0.00469313754	0.00138016030054
è	0.00992328727	0.02648400528	0.23596064192	0.2102266008	0.322546514	0.12041221276	0.07444672342
c	0.034954024712	0.08155257224	0.2290532306	0.512908572	0.0885779202	0.04771241788	0.005241263406
h	0.061047207074	0.1023121168	0.1337749644	0.1748498296	0.2426606172	0.204822221	0.0805330377
i	0.0133916019693	0.01843631486	0.185864967	0.2965913732	0.2923832	0.09415177404	0.099180781898
è	0.00548144917376	0.0224618973909	0.0466219044	0.25099078	0.3611774384	0.1764621302	0.136804432
s	0.0202918103309	0.015188413164	0.03720494174	0.2130122271	0.2445440962	0.387465792	0.0822926915
s	0.0414215130631	0.057887150336	0.0605289066	0.131322953	0.320535263	0.349010222	0.0392940057
u	0.00412410895211	0.0076660681158	0.03119694068	0.070941191728	0.368086744	0.2317006122	0.2862843212
</S>	0.00537672361606	0.0043704785798	0.002592802153	0.022806649892	0.0682609092	0.2915245714	0.605067846
