 	perché	aveva	lavorato	tutta	la	settimana	</S>
j	0.674230995623	0.0397322517658	0.013294609814	0.0015326932084	0.016045724202	0.0203130329713	0.234850687743
a	0.461887717	0.2636244294	0.1236403584	0.0262338856736	0.026255651277	0.0415193740366	0.056838534612
t	0.43178197814	0.341424394	0.12034337234	0.0427677183525	0.0138616472967	0.00217402507571	0.0476468515602
ì	0.0901316374	0.3629047692	0.3744064114	0.07376284166	0.0227928494262	0.00631929672371	0.0696822044775
ì	0.14705081696	0.67100357	0.02150761986	0.0003510000198	0.015194716827	0.0147237853019	0.130168473218
c	0.277789038152	0.656699792	0.02954681374	0.00226728387954	0.0263647738961	0.00476526250749	0.00256701085384
h	0.162797262256	0.4015174794	0.128852809	0.100226601344	0.012928967581	0.187986482602	0.00569036657749
e	0.0694386707663	0.424749878	0.31342398832	0.13540933076	0.00874785272	0.0005669313034	0.0476633208698
p	0.0279443152324	0.412178123	0.5267895476	0.010840001894	0.0076664199088	0.00727167813668	0.00730994091379
o	0.00278768492927	0.170001102	0.3418156226	0.13876673908	0.11053185426	0.230858526942	0.005238467192
l	0.0200171799421	0.24444328134	0.6150080006	0.07801585042	0.02812592224	0.004640744032	0.00974895953786
e	0.00268398032518	0.068171581506	0.32521384298	0.2618798883	0.0973509102	0.210871167252	0.03382861758
m	0.00236661223825	0.092744388324	0.469534445	0.2645516003	0.1348474182	0.01316867608	0.022786870672
ì	0.00558283886844	0.02932862512	0.1924362204	0.42014992714	0.162158984	0.141190120214	0.04915326816
s	0.00168046145542	0.01909321608	0.2344992552	0.19548278606	0.20975621	0.2299754635	0.1095126043
o	0.0202921796319	0.03708942556	0.318475358	0.247958176	0.1329808692	0.20605591172	0.037148052226
n	0.0119683166504	0.0767293443313	0.196858428846	0.25817474792	0.3269586216	0.1004339756	0.02887655542
t	0.00410924736283	0.0096195605488	0.03487609414	0.1507039062	0.3289912504	0.4606159146	0.01108405254
a	0.00382987646026	0.050557693042	0.13320421756	0.3036094168	0.441227008	0.0433271667	0.02424459152
ò	0.00629274037022	0.017387186024	0.101394786463	0.05518006724	0.398673933	0.333443082	0.08762820486
l	0.00306901757264	0.00488955498392	0.02280989902	0.07628720918	0.2192589614	0.619603416	0.05408195422
i	0.0145100932154	0.010450460278	0.0251366185	0.1487425948	0.3363233666	0.45195161656	0.0128852592
t	0.00719974095987	0.0075426020319	0.062663289893	0.05003104287	0.3509387892	0.3798667164	0.141757816
i	0.00236598037053	0.0073923778279	0.018954789934	0.030260822428	0.37164129954	0.53165814462	0.03772660212
n	0.00144514100542	0.00363409504521	0.0414126538978	0.077038618544	0.1576004674	0.5580436498	0.1608253776
a	0.00233452456232	0.0021251256222	0.0033875424	0.0089186815408	0.24478003606	0.644129186	0.0943248722
d	0.00148128384716	0.00422597220706	0.0564561635583	0.0477146877307	0.12763994052	0.6355683824	0.1269135486
d	0.0062596790162	0.007523520991	0.00881366738	0.018025283016	0.27166188	0.6224254064	0.0652905358
o	0.0122132071805	0.00685738342	0.01375727018	0.0442590808	0.4254544574	0.278239305575	0.219219288228
m	0.000816989967739	0.000913191027306	0.0162524429654	0.0071954314356	0.07027039516	0.2032738368	0.701277718
à	0.017654276931	0.020289192239	0.043175776848	0.038771822174	0.3014858812	0.4704948546	0.1081282
d	0.0007167666727	0.00341404746505	0.00192508953692	0.00225804259334	0.0131497096	0.568744917	0.409791445
a	0.00350187372488	0.004278693924	0.01922670039	0.0089314433	0.2263117569	0.6679290739	0.0698204284
</S>	0.00136696253309	0.00157524905125	0.0130059201051	0.00253009022518	0.0109474949	0.2450633156	0.725510974
