 	lo	sentii	che	arrivò	</S>
t	0.580946369824	0.0146190675604	0.0134827758968	0.0450333095716	0.345918445492
o	0.564147572287	0.2198107715	0.02189023728	0.191768677466	0.00238272188641
n	0.2532755018	0.568836696	0.15976744152	0.0140534900157	0.0040668703048
ì	0.19821357625	0.13403477416	0.41098015862	0.255436393524	0.00133513191988
k	0.0346224234	0.67679573	0.2337884666	0.0524887890597	0.00230463364714
u	0.2466557591	0.2648999856	0.3134094211	0.116036544362	0.0589982525534
s	0.294342914392	0.443891854	0.222483831	0.0176342122656	0.0216471604118
a	0.0441071238	0.21720214	0.703755952	0.0247738633546	0.0101609052668
k	0.0162720600381	0.296240781186	0.61125143	0.0503014524467	0.0259342464896
a	0.013543556914	0.11494673658	0.40396813	0.438526265	0.0290152942
ì	0.00784766447636	0.044620919494	0.3701067872	0.44961548	0.1278091204
r	0.0001115632834	0.00058609327	0.0791627137	0.872054126	0.04808551814
t	0.0078610544	0.03072711186	0.2345027876	0.63994036	0.0869686844
e	0.074473189914	0.06443413134	0.2910552522	0.22713264816	0.342904770984
</S>	0.00315109726518	0.00305543350958	0.01433555308	0.2020320074	0.777425888
