 	voglio	che	Maria	venga	domani	</S>
i	0.58568058951	0.05113077968	0.0052235109186	0.051346496512	0.004024283676	0.30259439058
t	0.481693207624	0.1076406046	0.14922707844	0.14762047732	0.113065881052	0.00075278290612
è	0.54953892342	0.19729775872	0.0501548756469	0.0164420449738	0.185833281471	0.00073316576928
l	0.4464929652	0.3611185164	0.1623699394	0.01209922784	0.016922109628	0.00099726153296
o	0.36680167676	0.08769795906	0.0570769294576	0.208727968332	0.095152111076	0.184543377439
i	0.1487795276	0.61164892	0.2060146662	0.02195798336	0.00679869988262	0.00480017793686
M	0.003123794096	0.08295956642	0.4017265832	0.1827409318	0.3212510128	0.0081981057604
a	0.0276319810764	0.237072038262	0.058140970608	0.359346922547	0.285155411826	0.032652699214
r	0.2113694718	0.23462220352	0.392062079893	0.115321024992	0.0148534119984	0.0317718285604
ì	0.3030765971	0.098608530128	0.0595684302294	0.1461234359	0.234665880731	0.157957120171
a	0.195987640676	0.237904109426	0.199292218203	0.068774798594	0.271978331068	0.0260628363845
n	0.0713501659673	0.228157857158	0.04924912994	0.2424978918	0.3115605416	0.09718441386
a	0.05825834952	0.302285028252	0.07072000086	0.26497588562	0.1650692998	0.13869144635
r	0.0742921841935	0.215537992094	0.301186252	0.2392064378	0.112539069089	0.0572380393
t	0.064728601074	0.198399265334	0.043657823374	0.40562218918	0.2468603362	0.0407317812
i	0.198776098654	0.16057267697	0.054240745312	0.17960778214	0.01293589324	0.393866810734
à	0.0128308742213	0.134604809281	0.141754945	0.22300269974	0.27970122002	0.208105415
v	3.1597529332e-05	7.720595152e-05	0.033470128938	0.10033634432	0.82794106	0.038143690628
v	0.002265853494	0.0057416980774	0.0527147527324	0.25081724	0.488399634	0.20006084504
r	0.3234671618	0.07163392894	0.01835640375	0.0351641583	0.17257646726	0.3788018594
i	0.226220710786	0.181454932623	0.0006533312928	0.046110984118	0.15818143838	0.387378584445
</S>	0.00694296595315	0.00670858347	0.0172972190128	0.021068820984	0.04183356842	0.906148852
