 	oggi	io	non	ho	cosa	da	fare	</S>
s	0.747668247595	0.0070098144402	0.003433358175	0.00210180544592	0.0059059637046	0.00617429732375	0.0224665878109	0.205239886237
ì	0.67030730188	0.234746977448	0.0668344811158	0.00967772133173	0.0104919440178	0.00712041758539	3.1061746566e-05	0.000790043868267
m	0.6251522794	0.306022695692	0.0425907140773	0.0176681176928	0.00738564165374	0.000928923852661	1.40040136202e-05	0.000237595289796
m	0.573293912	0.1739826049	0.082966703594	0.0433073085265	0.104311563042	0.0202759033481	0.000377878163649	0.00148414763934
e	0.756617508	0.097360119124	0.102655372008	0.0279371491582	0.0130253988889	0.00194349314974	6.0457171328e-06	0.0004548757892
r	0.410213274	0.3180452338	0.213351808932	0.0437356938364	0.01198218988	0.0020515197526	7.1820482742e-05	0.000548454698579
i	0.2916041062	0.33197066574	0.10901063975	0.112829526508	0.09885949576	0.0391249579166	0.0156358322948	0.000964815114
e	0.03605619086	0.484848466	0.366708692	0.078585269272	0.028028756254	0.004778135618	0.00017567208808	0.00081881273499
v	0.028598171808	0.479294012	0.296417334	0.050106735946	0.05946430382	0.083192715616	0.000698528632	0.00222821800695
ò	0.05083915986	0.4052999138	0.1022568416	0.0474038728	0.1405551142	0.1617619328	0.06733243036	0.02455071784
e	0.0174494401858	0.2047472508	0.366917552	0.2147184554	0.10402672124	0.034927775104	0.055598436058	0.0016143754868
n	0.0197113485466	0.1751458935	0.428855522	0.1110007	0.1669966418	0.08135239226	0.007564844652	0.00937266892954
è	0.149302005902	0.04727431394	0.17499686204	0.1143871666	0.1621414638	0.15076542154	0.16194890334	0.03918384586
c	0.0111777675696	0.0367793063	0.1282542044	0.374059584	0.261506902	0.1151984454	0.0627652704	0.010258517376
h	0.199887430287	0.1259441868	0.0922458828	0.069535899243	0.158988316419	0.120714754407	0.205755956655	0.026927556294
o	0.097559801	0.022889780074	0.0808013168	0.2544731274	0.168542618	0.156991258	0.0903520492	0.12839003116
t	0.0070189636056	0.00870039608246	0.0356095502	0.1655279896	0.269219834	0.246822448	0.093588014	0.1735127992
i	0.01982798989	0.017925626996	0.058071634932	0.1955872912	0.3210995756	0.14188176	0.1143952786	0.13121083946
k	0.000998494089553	0.00529558070097	0.01577777162	0.07897234006	0.2560417914	0.385174614	0.1646508834	0.0930885544
à	0.004345262084	0.00857209351	0.024644823852	0.08909386056	0.196650602	0.1588748468	0.32413631292	0.1936821984
m	0.000714754733115	0.000564594455	0.001225378672	0.0181416157	0.03936130414	0.1320391184	0.702480358	0.1054728938
i	0.066624605092	0.0216074295954	0.04322744918	0.0548841406	0.1732076694	0.120719979	0.43129746982	0.0884312781
</S>	0.00215526600816	0.00165817677223	0.00401515935714	0.008678788978	0.0156484525	0.2195092486	0.335036166	0.413298716
