 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.58816710392	0.103917422269	0.002921343479	0.004870127516	0.0120754208069	0.00706782987603	0.0115250289192	0.269455719616
s	0.71201447897	0.055730273968	0.219167053111	0.0086661014358	0.000490854873121	0.000406986582081	0.00302840264078	0.000495818010572
ò	0.6555442748	0.215404953376	0.0754847936721	0.0155483258682	0.00397783278255	0.0172595445451	0.000324239942423	0.0164559928767
z	0.5536965629	0.183379712	0.2578833238	0.0031820333829	0.00167085770294	6.29729229114e-05	6.2948056151e-05	6.15900408507e-05
i	0.2963285342	0.281833085	0.2049618224	0.094748883176	0.0197401247378	0.0155561028017	0.00868945628655	0.0781419856667
m	0.04162233772	0.699804482	0.2178645392	0.03831930906	0.0019496360134	0.00024113260958	0.000125092038236	7.35013018699e-05
i	0.313213564594	0.09269268576	0.44139127166	0.0847808738	0.016907175628	0.0357619794513	0.0118000557079	0.00345240571108
m	0.043493107492	0.289578266	0.574187686	0.0874579436	0.003109988606	0.00143778081	0.000156259585986	0.000578964962604
i	0.279521661316	0.075561028	0.40634063712	0.1489160597	0.01511566042	0.06569408316	0.0060338105146	0.0028170273612
l	0.0256922898506	0.21068157152	0.557983834	0.183431269	0.00764422114	0.0073384394	0.00032429603178	0.00690406865701
ì	0.0474565067	0.09092994804	0.480968912	0.1532474996	0.03119856744	0.1444903135	0.00547376152	0.0462344932
s	0.011569629872	0.1349048068	0.322352866	0.3543303288	0.1421873142	0.028132414712	0.002751376047	0.00377126695314
i	0.021503129302	0.04458424932	0.43644074	0.2282926652	0.0764899174	0.103483840668	0.038367760296	0.050837686288
a	0.0087125184558	0.0602647920413	0.1009034534	0.550981756	0.2318483972	0.04303707742	0.002328273426	0.00192374067242
t	0.00468433511738	0.0067958619178	0.0291994063	0.3403804131	0.542673516	0.05131277504	0.0216229259	0.00333078436867
s	0.109171685452	0.0169575473604	0.1136725038	0.283499225572	0.18382412572	0.14236856954	0.05491302516	0.09559329339
è	0.128586664332	0.012387942866	0.075534179	0.2050645568	0.2075999439	0.2942600546	0.02701492642	0.049551742906
t	0.000521705397092	0.0027218677588	0.00792094938	0.129784622	0.613857362	0.186807892	0.046753228	0.01163237188
ù	0.0847947592984	0.0224026150637	0.10334483802	0.140228669	0.343049803	0.0860876846	0.1958398546	0.024251750728
o	0.000418810097804	0.00190815439146	0.002083632404	0.03082247706	0.54847515	0.288069298	0.10004054212	0.028181922
m	0.00253950836338	0.000405049347706	0.001576788574	0.01549859636	0.4298587148	0.2498523422	0.26202874	0.03824025137
e	0.0556892174665	0.0117685864766	0.05005511442	0.0713160303	0.2307692328	0.2015720678	0.346119954	0.03270981392
t	0.00146210624498	0.00271678968536	0.0021906239296	0.01976427924	0.2322696628	0.388007106	0.2151892968	0.1384001456
i	0.05845721246	0.0144509403486	0.031019273481	0.05351174132	0.18706482028	0.1004254414	0.491556546	0.06351404778
n	0.00240925832604	0.00597594127029	0.00105428665052	0.01133766524	0.1740837375	0.18076057	0.4798283954	0.1445501536
A	0.0094181425896	0.00141584862842	0.0015747661147	0.006294608646	0.06515106161	0.042076506	0.7885764	0.08549271472
n	0.00013360017782	0.00033982992164	0.0001791296694	0.000686190584	0.1539646126	0.0810673344	0.690966732	0.072662568
n	0.00554487429176	0.0013191718336	0.0032039464086	0.012318592286	0.0420600696	0.1763139492	0.739343366	0.0198960387
a	0.024755495478	0.00412722310308	0.0315051255644	0.02804009634	0.0232712898	0.3366228772	0.352773984	0.1989039426
</S>	0.00194540323858	0.00221464953111	0.00112026000648	0.0019891873186	0.013161229774	0.10751539004	0.274414832	0.597639052
