 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.569718516903	0.0134099900538	0.152915895231	0.0124734447316	0.00103708239078	0.0162593420196	0.0145357437896	0.219649959524
u	0.519386016	0.2469750716	0.073934140166	0.06802226882	0.0122526726393	0.059066071864	0.00643480925208	0.0139289249699
à	0.4636784472	0.368993078	0.055733904963	0.03171490093	0.0111841494311	0.00321435599814	7.5468909563e-05	0.0654057294062
i	0.14037827268	0.77152005	0.0803081198006	0.005141894286	0.00059071697648	0.000219669877799	2.09157659234e-05	0.00182034418753
m	0.04016858924	0.613715456	0.220186295	0.050347943586	0.047385929651	0.0133494009876	0.00254892190971	0.0122974638167
è	0.012224772008	0.538393596424	0.20395584772	0.028152706	0.0576125721813	0.132007977945	0.0266717694941	0.00098073923896
r	0.0657618545352	0.665604108	0.23672021512	0.02549148896	0.00497665813	0.00012165734199	0.000309521393664	0.00101446103276
i	0.00913868772	0.37138503712	0.3235073192	0.0881466705	0.0801232316224	0.0743397318413	0.0088966480278	0.0444626727003
n	0.0250749529733	0.11749889596	0.621108352	0.164831726	0.06971423398	0.00123680041628	8.05260995724e-05	0.000454529231389
g	0.005021766902	0.041904783	0.6329992661	0.0854764966	0.050681335332	0.126772481529	0.026854130513	0.030289747762
h	0.06107287908	0.2034527448	0.2515478686	0.2355774706	0.03620428698	0.118678423258	0.076620793458	0.0168455438578
ì	0.018420093956	0.08434351612	0.4947225406	0.281373434	0.05050870524	0.046274376746	0.0193372854308	0.0050200276172
z	0.0181124090234	0.17456178344	0.4268746236	0.1538260226	0.1059615706	0.006042806344	0.004194984546	0.110425798838
i	0.02265197384	0.171546490588	0.3351678738	0.193871934	0.16334134182	0.0546501981428	0.02604847	0.032721729466
n	0.00970706832144	0.0375302217131	0.1348216808	0.449322699	0.30512952468	0.052003077378	0.0016023245106	0.009883381792
a	0.0076415648712	0.020199606616	0.17674242536	0.376238426	0.1095039802	0.08517984936	0.1896542186	0.03483992141
v	0.00281732810697	0.0136773100068	0.16281329674	0.19013869	0.473909534	0.140095003612	0.009067095362	0.0074817067098
o	0.014270007802	0.033620462216	0.151675063776	0.1729394638	0.1413373344	0.1348756829	0.3393565804	0.01192537126
r	0.00898838613432	0.0301389274664	0.09400241644	0.1158662144	0.402205126	0.28462824126	0.0424149623	0.02175571172
à	0.018631383672	0.06975352288	0.06505846795	0.11152025988	0.20332949966	0.118037498476	0.3487575228	0.0649118414
s	0.0127081406642	0.054910062446	0.00768584023	0.052588990046	0.1308764967	0.17799703624	0.394064934	0.169168499
o	0.005176585232	0.07223892574	0.0791638412	0.11331053	0.11554067014	0.08332170066	0.423680794	0.10756696914
m	0.0126788101224	0.0373422492298	0.050160621057	0.07060805108	0.15124742126	0.36882045546	0.12192253308	0.187219884
e	0.0012190040924	0.0055347144628	0.100476407978	0.027769577788	0.09444547607	0.28979542968	0.4483242488	0.03243512184
o	0.0154961395974	0.0568917168581	0.0462486639184	0.041832151302	0.109089002756	0.28244950554	0.1908751278	0.257117714
t	0.000804482273088	0.00130740208637	0.0024738346166	0.007583490885	0.05070606708	0.124066061272	0.55191728	0.261141425
s	0.0019172670224	0.0205349872969	0.060401567819	0.01671234679	0.048945735348	0.18410789454	0.546887206	0.1204930194
o	0.00567486144	0.005025975518	0.018770513854	0.0222324894	0.03214044022	0.2669767632	0.466921466	0.18225746776
m	0.00200208276835	0.00509288304977	0.0061863691193	0.0021514561048	0.0093017943672	0.07005094035	0.2598110532	0.645403442
ì	0.003569630148	0.002988817612	0.116493134685	0.016288083014	0.071932841394	0.08343644656	0.6341265288	0.071164512396
</S>	0.00076319217181	0.000501857639	0.00058495366934	0.00250347587606	0.0050928096348	0.0304923933674	0.225855068	0.734206238
