 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.381611102908	0.156379631202	0.0021569500548	0.000519334662	0.000714199548	0.171123240083	0.0192174576774	0.00908511818245	0.259192955876
e	0.330799369546	0.5391407572	0.03473641284	0.045367927352	0.007192085656	0.0070452742618	8.8566984858e-05	0.00273732620143	0.0328922982729
t	0.16269102428	0.65530769	0.1217197076	0.030714403288	0.0108602740084	0.00063042507984	1.11089460224e-05	1.05496579905e-05	0.0180548337025
i	0.035318441308	0.4597723254	0.199599986	0.19114217688	0.060504793478	0.0179124758863	0.00028046043749	0.0244867317925	0.010982598376
p	0.033600495866	0.767917562	0.1331612678	0.0576789288	0.007405199058	9.7343256035e-05	1.3745118106e-05	1.57822253489e-05	0.000109677228607
à	0.046170664308	0.2726701094	0.2566693717	0.233560966	0.01070954014	0.120971768341	0.04031884613	0.0144882628851	0.004440466816
s	0.092039095334	0.312626766	0.292308336	0.2796895654	0.019490703422	0.00109867221726	0.00083177727822	0.000454634130252	0.00146044913721
t	0.00388798413	0.3071842574	0.3418871828	0.2138945086	0.02280059788	0.0464304058848	0.011369574744	0.0260187623346	0.0265267559995
a	0.0976262619852	0.1032259638	0.41770263164	0.16211652672	0.110095540316	0.100584620192	0.0001162673926	8.02914466269e-05	0.00845189274423
ì	0.00972501387818	0.111921056	0.301347772	0.388995322	0.176956935428	0.0031937704892	0.00158166697008	0.00181966189702	0.00445879657121
t	0.00950240278884	0.00963736292	0.0766932602	0.73302068	0.0620995611646	0.0424847072866	0.002565571292	0.0487759813484	0.0152204864084
e	0.0030336506218	0.08708036242	0.0791979982	0.511758144	0.0538177738	0.19111830826	0.04884542772	0.0200420367468	0.00510628190384
l	0.016036734962	0.136170542423	0.09128598986	0.2613871846	0.4367087302	0.0392049986	0.0151905334512	0.00220671195314	0.00180858603657
e	0.016132123234	0.025266663	0.19294421166	0.28492446156	0.126013564326	0.13022014372	0.1773123421	0.0296081246308	0.017578338764
à	0.0104016490093	0.0585695799928	0.08667749004	0.1544323364	0.4266972966	0.1674066686	0.08287021388	0.007944413086	0.0050003661348
l	0.000194573399488	0.00634392314728	0.0352694303058	0.2609466474	0.341944626	0.09226730868	0.0765028484	0.090565464114	0.0959651843094
a	0.0050723914708	0.03835989932	0.04556121855	0.2252246982	0.1933405894	0.238532608	0.18470213216	0.039407845384	0.029798641414
t	0.00208796334896	0.0079860450196	0.0147448242994	0.029605093822	0.1381689546	0.462062236	0.246377036	0.0668872222	0.032080587306
o	0.0125658974714	0.028468565002	0.07566056762	0.084829769302	0.10961946004	0.2432927876	0.334009616	0.075147962006	0.03640541902
n	0.00345232848731	0.00868341626627	0.00632338563956	0.0105536737515	0.02958458534	0.2143710498	0.610246604	0.0891012194	0.02768372882
ì	0.0039790680654	0.007427558906	0.008301966998	0.0103491724572	0.01937941762	0.0577149522	0.597611882	0.24114684005	0.05408915156
c	0.0007352650415	0.000636226975222	0.00551225357356	0.0066993233274	0.005955473988	0.15185296016	0.437448828	0.3398787386	0.05128093731
h	0.0697705258565	0.136692475942	0.072590291652	0.0951028842	0.013465989214	0.110526275	0.347413229316	0.107767706	0.0466705607
a	0.0594726195895	0.0585653965164	0.060146273246	0.04391130622	0.076458865	0.3276031932	0.2376948018	0.0946950906	0.04145248788
v	0.00145875164506	0.00279623378702	0.00194906877937	0.00235761887413	0.007469583657	0.0689223188834	0.1223058906	0.417050022	0.375690524
à	0.0118337500229	0.014283445408	0.0401050505194	0.029380941572	0.018734525632	0.1525822004	0.328136694	0.371340802	0.0336025948
l	0.00131650415658	0.00086854396593	0.00948955591249	0.0024645065048	0.0090312957062	0.035078744046	0.093730371	0.655113256	0.1929072108
o	0.00960234076022	0.01679136388	0.02932321342	0.017783676674	0.0191420365584	0.1275740714	0.2373175756	0.46715552	0.07531020606
n	0.0069604297103	0.00739618865065	0.0158049013164	0.00463331838321	0.010387342315	0.050096240858	0.11357715274	0.343055904	0.448088548
t	0.0014800383892	0.0038102872708	0.0022403968774	0.00561950980665	0.00589442868	0.0345078081	0.170580664	0.554152602	0.2217143058
a	0.0186344235251	0.0169800807466	0.0115068569054	0.0123793188532	0.038278809242	0.18781396772	0.2407223048	0.1449395522	0.32874468594
</S>	0.000592111587999	0.000687752724351	0.00213727535381	0.000644038885805	0.00127989917484	0.0042597661466	0.03965573772	0.179144988	0.77159843
