 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.660513545753	0.04033785794	0.00114613138	0.00050846143268	0.001163403598	0.0021565174914	0.000793077718374	0.00800354886491	0.0196464876644	0.265730975498
a	0.068196395246	0.4644894256	0.068256944228	0.158831302252	0.193434158258	0.0352660202524	0.00623953290346	0.00145603329418	0.000717828897988	0.0031123613237
p	0.15189304984	0.487998946	0.09239218052	0.160035135346	0.0301237543537	0.0455881429543	0.01000571189	0.00665123089429	0.000784291497662	0.0145275353556
e	0.042797286014	0.52431495	0.05784735856	0.101356401706	0.106758530904	0.0247725703024	0.080609541374	0.049559885916	0.00364215912536	0.00834132353774
s	0.036508570948	0.587233718	0.127961459	0.159595630186	0.050451552244	0.0358209263236	0.0020867633554	7.18658637232e-05	3.5147918473e-05	0.000234361974436
a	0.106107547692	0.3726481608	0.08756356084	0.12371929314	0.158576817931	0.0187271952276	0.0866056421888	0.0250564019652	0.00346136927253	0.0175340410006
m	0.01477112202	0.635281054	0.2018958662	0.117176234026	0.009659511166	0.0182585451815	0.00263469994534	0.000104441392964	1.57634612804e-05	0.000202778302167
m	0.00850579694	0.518107833	0.06293566188	0.0197767173768	0.09332740576	0.0056749311651	0.0286903616814	0.178466184913	0.0700587720212	0.014456337764
è	0.158267676326	0.688217684	0.0517283231	0.0159111201	0.0225003526364	0.00223500275406	0.00560928653525	0.0471814242611	0.000220445438448	0.00812865654185
n	0.0116941374408	0.4040914964	0.2808308278	0.11691754414	0.03186186534	0.0921798302199	0.0122559588454	0.0115598396909	0.000224380405872	0.0383841559755
o	0.209889469989	0.28234851874	0.14935816724	0.08205444178	0.01674533952	0.03368108884	0.078200352632	0.0545840775499	0.0711003641403	0.0220381707356
o	0.0162482820502	0.076749266052	0.5151318631	0.220025912	0.0370203998	0.112391946723	0.0210096044832	0.000469819134436	0.000559161261141	0.000393736726083
k	0.00030481993974	0.003331483952	0.460119521074	0.1742978977	0.196822483808	0.04540623672	0.105749005588	0.00664346949267	0.00180183876736	0.00552326730238
l	0.158099525398	0.0456968151	0.0363105548	0.37019736028	0.07699279472	0.0409892691	0.08175950864	0.101016777816	0.0821826542965	0.006754723324
è	0.20346681212	0.16122557326	0.1345516262	0.21727363934	0.085439456548	0.004729967844	0.0057719903692	0.175874685603	0.00094411884392	0.0107221435773
o	0.0030959028208	0.0338279655008	0.1533729872	0.3584587372	0.05658130578	0.20310072	0.17064565464	0.015573558904	0.00310158963074	0.00224162661124
n	0.00178368235926	0.00485923056985	0.0795740364912	0.1657172432	0.398882859386	0.119694632	0.14004440706	0.073468659874	0.0049859958395	0.01098925314
e	0.004389599588	0.0290819298123	0.048930988	0.26759661656	0.1584115032	0.12045287394	0.03185481434	0.087020784117	0.163282573063	0.08897829754
o	0.000988541625403	0.0333675214124	0.07145804004	0.1361286586	0.2666722828	0.3055385192	0.17508904	0.00806851111	0.00165014448	0.00103879497614
k	8.2840403554e-05	0.00206100396557	0.02844131634	0.06460573848	0.343815152	0.1622414092	0.2961901982	0.087999013432	0.01105267126	0.003510688932
l	0.014783877604	0.017444015698	0.00757388636	0.042892425348	0.05461401036	0.35933468939	0.0879146517972	0.13451787338	0.22684662214	0.05407796532
è	0.17945639077	0.071202868406	0.07633765122	0.095080692894	0.16395590402	0.133807649984	0.061192279402	0.116080213395	0.0218503451294	0.0810360116791
o	0.0013200923881	0.00817978305234	0.028376138668	0.04628738324	0.1358005056	0.409867134	0.2941280507	0.029669016124	0.022864984892	0.023506911592
n	0.000550303831474	0.00109055513003	0.007316677494	0.02252016686	0.11903248128	0.1522559798	0.318101445146	0.29345202852	0.068849861	0.0168305102692
e	0.0098786594326	0.00987625939344	0.004626041936	0.027108190984	0.0835082488	0.221748839008	0.180140759	0.0354407025	0.326058442	0.1016138496
ò	0.00146352982033	0.0100543254926	0.034741145774	0.052578506449	0.02579576546	0.1956638628	0.526062813	0.088536057204	0.0423550588	0.022748889218
l	3.58673741168e-05	0.000452210029447	0.0134291170691	0.00867482144388	0.1257580554	0.1253688932	0.5727205052	0.10289996764	0.0467204956	0.0039401216352
i	0.02796717488	0.0172736194566	0.016178677	0.0511255952	0.0790396804	0.2320495379	0.11120591608	0.1140538142	0.278674361	0.072431652
i	0.00161578104805	0.00447960701478	0.022329046352	0.027427030488	0.03024860644	0.1303503734	0.406062894	0.17296823378	0.0958314174	0.1086870236
f	4.37580948132e-05	0.000564225853722	0.0065075850566	0.0065178871923	0.06271931682	0.033292411	0.4145608212	0.2244718511	0.184885352	0.06643678978
a	0.0140700343096	0.0020871049566	0.0041210299849	0.008394760882	0.00846641234	0.05646531728	0.077141050414	0.2365195504	0.512370716	0.0803640497
m	0.0039375860362	0.00190993189024	0.01540746461	0.0141211711872	0.05395142106	0.1051762086	0.3082955548	0.135751410164	0.1801378544	0.181311378
i	0.01853345842	0.005436428593	0.002546781092	0.008679805994	0.01109801236	0.03703522614	0.114252378626	0.2394798052	0.519656048	0.04328205
l	0.00391584873494	0.00205100200632	0.01056662585	0.0094805036764	0.01961486542	0.07741240966	0.2721304572	0.1161442947	0.2433898386	0.245294158
i	0.011324323908	0.00195963346	0.002223196184	0.032295795252	0.00524810856	0.09441456064	0.118930699551	0.1160224032	0.549228586	0.0683526847
à	0.00392841279623	0.00175583506277	0.006862271414	0.0068295302656	0.011006411488	0.034177226636	0.189559663	0.072554315744	0.315757898	0.3575684316
r	0.000778007368788	0.00133075777005	0.00614746763028	0.00319329122025	0.059709453664	0.0190726614778	0.2395065444	0.21643516104	0.392454878	0.0613717634
i	0.0123403214634	0.00501029308	0.008610187216	0.025376303266	0.017862734536	0.109096134994	0.03355073056	0.175895028	0.51009213	0.10216616254
</S>	0.00743718332976	0.00493199263245	0.007080489127	0.0040984497402	0.00331587337	0.01926265193	0.0476266758	0.047278069066	0.161024028	0.69794459
