 	la	casa	la	costruisce	il	mastro	</S>
o	0.675974423177	0.034385971117	0.0106304989156	0.0120693669036	0.004651301562	0.0558993487286	0.206389136853
s	0.3972721816	0.4247545588	0.04693324462	0.000426602474	0.121854752508	8.8264551986e-05	0.00867035647519
p	0.3075013052	0.370018614	0.1536991794	0.005071976692	0.0766558910756	0.0010027309262	0.0860502924493
ì	0.528979866	0.2887541512	0.11671906772	0.0579210057882	0.0022946459292	0.00342015170805	0.00191111157839
t	0.23005068037	0.680996666	0.07662906506	0.011547549076	0.00054339475748	7.06981336808e-05	0.000161887738375
i	0.0612317066	0.4319676436	0.3710793796	0.02015148312	0.0898367847	0.0140325405364	0.01170042133
o	0.04786832476	0.466828456	0.46996894	0.0123079755	0.002380168838	0.00014286252354	0.000503294150154
f	0.00745858832	0.1633520288	0.489774022	0.221160475708	0.115814187402	0.00125804157216	0.00118265061451
a	0.06505646256	0.0692176786	0.275094698	0.293280782	0.14890391498	0.133129317409	0.01531710449
b	0.0105007845555	0.11188935698	0.546199708	0.293829048	0.026618588954	0.00600308993	0.004959433324
b	0.015469603372	0.06841804762	0.3459404394	0.25701905338	0.039590097342	0.264211907995	0.00935084558
r	0.299470464194	0.17069415274	0.0259780971	0.32974705622	0.10950897927	0.031447235886	0.033154001674
i	0.19751540829	0.01115518132	0.1673081918	0.4753615234	0.1309002155	0.01041757838	0.007341869112
k	0.0119032905877	0.144750148764	0.1694708262	0.20781532286	0.265802688336	0.01358123144	0.18667649008
è	0.016069113928	0.105094649006	0.1189936344	0.32034258996	0.0699475738	0.216091507808	0.15346094682
i	0.00331792612746	0.078706997402	0.07418251	0.4192896488	0.14923985218	0.1739006578	0.1013623774
o	0.00993244886398	0.0542933881188	0.087747350976	0.23304703656	0.455734386572	0.1190149948	0.0402303977
m	0.00641855401696	0.0295227160547	0.048020639794	0.2579467	0.41621651308	0.1784354678	0.06343938448
à	0.004073356606	0.018093229902	0.02495037996	0.1550836135	0.25359943	0.408434434	0.13576558676
s	0.000344695989532	0.0018165237066	0.006773978134	0.214104466694	0.075517912992	0.6142871098	0.0871553154
c	0.0526988881732	0.071104143644	0.0827180527	0.1517228054	0.1209416932	0.317245232	0.20356916312
i	0.0151027861403	0.040222027708	0.079449456024	0.13447034268	0.2027085324	0.2878025732	0.24024429456
a	0.00262445745869	0.00862377332263	0.0060148108647	0.046294024604	0.106080140726	0.481535622	0.3488271748
</S>	5.0757594786e-05	0.000307373429428	0.00149135389426	0.0377056258028	0.0985683926312	0.339680396	0.522196124
