 	non	aveva	dove	a	stare	</S>
e	0.685310901721	0.0580567502236	0.0041900759412	0.00759085646	0.05423300152	0.190618400601
n	0.6585797682	0.12945797186	0.02225483652	0.184867696114	0.00361198033958	0.00122770287095
ì	0.13441614332	0.3994947628	0.148699526	0.131543392438	0.136524706153	0.0493215009166
c	0.032455653748	0.865459894	0.080349810073	0.0178690825578	0.0032244338928	0.000641103772229
h	0.02213103934	0.41583209624	0.25536171444	0.273106669327	0.0277597872138	0.0058086807228
e	0.1359028179	0.55444423	0.250309899	0.03246079466	0.00515262425	0.0217295809512
p	0.0304966306944	0.1408453696	0.740255548	0.0745221296	0.00630830153094	0.00757198771404
u	0.00637846847134	0.064476515052	0.3387421272	0.3840045634	0.051648543	0.154749794698
s	0.021452437388	0.0951798553	0.41938123	0.3435301474	0.096378333714	0.02407798866
t	0.00448637670241	0.04905807596	0.17307856668	0.4725206792	0.228664851996	0.0721914319
a	0.00484920993546	0.01649872405	0.183470506	0.3371671032	0.4375754888	0.0204389526
s	0.00443185193097	0.0458206758751	0.25702602076	0.1171688367	0.44214924114	0.1334033914
ì	0.0020177072888	0.0378917101276	0.150469935274	0.12218289926	0.46378006962	0.223657733
</S>	0.00214255924269	0.0038358210509	0.017683001458	0.0666054808	0.107873028714	0.80186014
