 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.728462546077	0.015429673423	0.0045120648416	0.0037606683464	0.0172751690142	0.0178752097341	0.0092360724896	0.00753797702767	0.0035723546064	0.0734098498005	0.118928444798
d	0.5614248356	0.3431397445	0.019234531142	0.0162529019732	0.00926001308512	0.00475216369753	0.00482837154598	0.00015898365038	0.00128560174238	0.00477894204953	0.034883917195
ì	0.4889196314	0.2155220194	0.11525431024	0.012803900492	0.033364544616	0.0188004857248	0.0287981561426	0.00109193068733	0.0718996644709	0.0100705310345	0.00347490582639
s	0.51549463094	0.299457319324	0.135783646962	0.0254942492928	0.0193026259909	0.00115826296453	0.000501902587958	5.29916186713e-05	0.000227973236872	0.000177679773238	0.00234873180157
o	0.2128029132	0.34002602242	0.0700242572	0.15493670518	0.029822116674	0.090515652988	0.0066161605348	0.000411388535972	0.0151056404695	0.0160255282898	0.0637136078263
n	0.175430703214	0.62583151068	0.04026079866	0.0887455261304	0.0041477404472	0.0549678281372	0.0100943380356	0.000210295087594	6.31178062006e-05	5.32304008698e-06	0.00024278847434
t	0.016414146284	0.385770089487	0.1885427382	0.091683200712	0.011237129688	0.123292449559	0.00970283275372	0.000686191873655	0.0474154721082	0.0980971914387	0.0271585457116
a	0.061479791058	0.5272087394	0.15458181946	0.0715597206346	0.078290596316	0.0585644949679	0.0252696903565	0.00209267157526	0.0127298974521	0.000890186090834	0.00733240715722
o	0.0758328156465	0.27925975744	0.4034065488	0.1130843909	0.0166750905	0.0562965688005	0.0524981433032	0.000110611887082	0.000264902166787	4.21807864563e-05	0.00252900779829
n	0.026941290615	0.03768454168	0.4012203958	0.2011311038	0.162993260312	0.07996641234	0.0127148295136	0.00883825461517	0.0312102695882	0.0269374660974	0.0103621981513
a	0.00644381822	0.08160708277	0.2247039714	0.3099074074	0.06472455074	0.1666460596	0.01926888887	0.0051054088859	0.0306047183949	0.0124966429509	0.0784914294028
d	0.0140299379998	0.04829423582	0.358601238	0.3732116192	0.1110218532	0.0290170218	0.0634160252342	0.0015641162952	0.00048272787506	7.2971819086e-05	0.000288234121881
e	0.0079748838188	0.02193380956	0.11458983122	0.4854936768	0.02356642198	0.1130586382	0.028221272252	0.0120309226016	0.0746172600891	0.0757366124872	0.0427766562808
r	0.008884012263	0.009447682432	0.1726291586	0.364116963	0.2324709914	0.151010081	0.057417340552	0.002255619542	0.0011244414226	0.00014943589084	0.000494272326458
f	0.00480531177	0.01114745222	0.13392521282	0.4672922616	0.047283023592	0.1447445126	0.02575322794	0.0082918819284	0.0270211390861	0.0238320221924	0.105903938672
ò	0.03602367718	0.20550074846	0.31414981934	0.1752128048	0.06493630288	0.099918990154	0.02370794047	0.0058173575848	0.033297044053	0.0031781228716	0.0382572342492
m	0.00701573858089	0.0014493198118	0.02418788886	0.512101096	0.08230681714	0.144333491	0.21702886065	0.003446285744	0.00734239995774	0.00033224578068	0.00045584446939
m	0.10068313392	0.04320839416	0.090428919766	0.3290460108	0.1445531772	0.0649451108	0.02070902108	0.027450924436	0.0405229298704	0.10780037826	0.0306519881052
u	0.0244042459368	0.0732768652	0.159312707094	0.0648739676	0.3263546748	0.019111089746	0.222286292645	0.01162669195	0.054915761284	0.0018055588132	0.0420321181548
o	0.00568473182291	0.00285847783037	0.071032347198	0.10536389086	0.393707628012	0.2261574298	0.160437984394	0.01363703648	0.011669497352	0.00283750257534	0.0066134945116
n	0.0010491349472	0.00034855654871	0.023478414246	0.048254511686	0.1942689482	0.3664650006	0.0895156356	0.0795241984	0.080772818008	0.107609852555	0.00871290576546
ì	0.0011633018834	0.001886617552	0.017000690374	0.04727067086	0.02947539386	0.54597198124	0.05058855192	0.01413516924	0.06662037336	0.194440502294	0.031446750484
c	0.000616797268124	0.00018069295861	0.015314483752	0.0452303236	0.16189500422	0.4209078128	0.3094129966	0.03082523016	0.009832819756	0.001808504036	0.00397535420643
h	0.11399229112	0.060641405522	0.01856491552	0.07864304824	0.07571841864	0.267826308852	0.037221500712	0.0227667404308	0.04509684438	0.245778239292	0.03375032116
a	0.0500881082264	0.052661312412	0.0902459433309	0.0586427847	0.14620850592	0.08319823306	0.3532394396	0.10689129264	0.0289535815	0.01199836312	0.017872456423
p	0.000892666814365	0.000822940038294	0.00811245900246	0.0110871212573	0.12676656426	0.1707362824	0.2575551252	0.25789587	0.1077996824	0.03133215028	0.026999135468
à	0.009279315694	0.0105839607566	0.0153913809522	0.025160858445	0.02060266788	0.27767112831	0.20648853652	0.1114696955	0.07342429606	0.24532831264	0.00459982604
r	0.000197478321437	4.5828703352e-05	0.0012187177714	0.009412762078	0.121927256684	0.1845751775	0.43922435	0.1765196152	0.0396827754	0.02221498952	0.004981073
o	0.0520604930209	0.011386235996	0.0475547667429	0.0355329228722	0.111801200784	0.115555000184	0.2005167536	0.1717286492	0.07095450388	0.1594223398	0.02348714744
n	0.000169256578392	0.000102320914853	0.00236613805428	0.00594063859688	0.073031855156	0.26186698404	0.1141278938	0.3334782414	0.1080486036	0.060520476692	0.04034760724
t	0.0045463140822	0.00940083302235	0.0295674832777	0.00924576455871	0.05648348709	0.11871840512	0.02480359294	0.24939733934	0.1163395526	0.34427712634	0.03722010708
a	0.008085360269	0.002633759256	0.0179487402995	0.0168641441278	0.0645138825	0.051495000468	0.1039205958	0.328639274	0.23251145	0.1358229954	0.0375647902
d	0.00021971934649	5.44641570154e-05	0.000528721817728	0.00289935498535	0.0083659620224	0.08706135282	0.0688180872	0.393251716	0.1772177052	0.1285273142	0.13305560694
e	0.0113623838223	0.00469561527786	0.00304250030197	0.00909230659288	0.007353474095	0.09353638424	0.03724198186	0.196814743	0.2223458214	0.389766738	0.02474804097
f	0.000556581293338	6.0355046356e-05	0.0059005011066	0.00585837850363	0.02713103806	0.23042186315	0.1082408109	0.2638999428	0.1503346836	0.12756412476	0.0800317034
ò	0.0048106553206	0.01226311069	0.0154160564071	0.0093320645764	0.01262167329	0.077050559888	0.0230484146	0.14801099086	0.1880155093	0.47932863	0.0301023007
r	0.000845832063328	2.886974628e-05	0.000260312128	0.0029634775628	0.0355123025412	0.100171903832	0.2087552002	0.14888243168	0.1359516404	0.3153059132	0.0513221264
e	0.0616362087963	0.0117824310748	0.0259722296658	0.0262445198496	0.0492826195404	0.0849531771476	0.03344600988	0.113355327	0.154052146	0.394126846	0.0451485044
m	0.000281776067909	0.000125899652993	0.00225074603463	0.00305771977918	0.0186968373768	0.0925686704246	0.03545787712	0.1211481497	0.12494965408	0.2007647504	0.400697914
a	0.0034753472486	0.000749487455166	0.00108935415972	0.00252844880052	0.0099977983156	0.024183771057	0.013656784756	0.0485097634	0.1563209102	0.610469716	0.12901860784
m	0.000581329491155	0.000201389231328	0.000325350386072	0.00218477710973	0.0028220322428	0.102028837214	0.0200959229	0.09705292	0.0820122134	0.3579279592	0.334767278
è	0.0028923252967	0.0008859397952	0.0007580395661	0.00161895659224	0.0045300924582	0.006294532128	0.00554769358	0.0329858214	0.1634553166	0.636720416	0.1443108608
