 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.442359836677	0.182763362077	0.0762067191938	0.0316458466698	0.00493121728101	0.00462359954982	0.00843134439405	0.024871114518	0.0130953226179	0.0169899546862	0.0685371368509	0.125544601468
M	0.617734864	0.37754848648	0.0004874411528	0.0026137509886	8.875600409e-05	0.000130435714164	7.36106232802e-05	2.49223538719e-05	1.09984338052e-05	4.28072070938e-05	5.04804782184e-06	0.0012389245879
à	0.623850374	0.1952761969	0.023148324548	0.0552850833736	0.0311699768872	0.0167473450732	0.0071538591858	0.0038482001506	0.002052122358	0.031224722544	0.002283522892	0.00796027272
r	0.772135596	0.2081215678	0.0094508039805	0.00073976856931	0.000424161638736	0.000456933244437	0.000136974130458	0.000158688304635	5.01478848859e-05	5.31223542516e-05	2.00129493236e-05	0.00825224460412
i	0.51231498822	0.30869332872	0.066135790756	0.0614525151829	0.0316800522927	0.0112289593553	0.000718213106211	4.76765787121e-05	2.44263972689e-05	0.00196413747896	0.000304224393191	0.00543575406779
k	0.253132290134	0.6108980706	0.09902645936	0.0341973077204	0.0019054419755	3.45559267086e-05	8.68344468576e-06	1.10656866367e-06	1.33495152124e-07	2.77523614343e-06	1.27972940515e-05	0.000780376995029
a	0.154557563478	0.2863391548	0.3012528296	0.110842088328	0.082986055414	0.0305102124023	0.0130972702366	0.000850849327173	0.00098707290671	0.00536498859331	0.00405783365432	0.00915410630158
j	0.163127114405	0.595883796	0.19331606	0.03609396244	0.0053041763168	0.0014152599973	0.000782442119346	2.2637393366e-06	1.05327128222e-06	1.61009824881e-05	2.63528683516e-05	0.00403141649971
u	0.140749653286	0.1310811113	0.3703108702	0.0938262674	0.084408448	0.02181607975	0.0360634525798	0.00985736769474	0.0137185652894	0.0251096149028	0.00668306939937	0.0663754526942
r	0.158780580005	0.4155023824	0.3237362952	0.0593086188	0.013742994618	0.00865550884588	0.00418563681671	6.20141029654e-05	9.4966076024e-06	0.000111463793619	7.72450128507e-05	0.0158277255729
è	0.025030836643	0.1168920654	0.3497249276	0.1705161894	0.10688570534	0.028359553062	0.0649737734508	0.0364677015439	0.00493908750205	0.010292495776	0.00413694007669	0.081780724837
i	0.140379403704	0.1194618566	0.4493450712	0.1668729074	0.0235614015	0.028987521762	0.012656882696	5.493362368e-05	1.73537818306e-05	0.000194757048983	0.000292340788258	0.0581755447311
m	0.0133999077941	0.1765897822	0.193064700468	0.470814566	0.0619295476	0.01543502572	0.0071221980206	0.00487720652526	0.00393091845657	0.0140936974909	0.00798236297535	0.0307601106436
i	0.0593492889223	0.0503323282	0.3389400572	0.2058346352	0.1231491964	0.0522633198	0.0374229486	0.0141374410164	0.0514662852099	0.0154409293742	0.0483950878696	0.0032684505206
a	0.0285506397373	0.096840135534	0.1290355486	0.3936902412	0.1436755798	0.12145606378	0.0689408995566	0.00712447187094	0.00106744204066	0.00121178559454	0.000424646407217	0.00798258411762
m	0.00434008824609	0.02115937694	0.03126448348	0.401654732	0.305136796	0.116672401	0.026573216696	0.0223256754906	0.0164636430049	0.0215281851222	0.0027901321996	0.0300912784532
à	0.067139617992	0.019025253844	0.1034680862	0.204503821	0.1416280944	0.1458239752	0.1057203482	0.03172092388	0.0487637089619	0.05635292611	0.055663536151	0.020189744254
k	0.0028685015959	0.017041012392	0.106404440843	0.3640918376	0.1340403312	0.290104496	0.0707727642	0.00742609114	0.0024830226644	0.00342048232908	0.000145788240148	0.00120117593249
i	0.040327526624	0.02012971728	0.0738234586	0.2740788466	0.1520935064	0.13371597566	0.036386581	0.01518304469	0.0401984877084	0.02822340981	0.12263776544	0.063201690982
n	0.00328747644022	0.0084232019852	0.027625109744	0.1697786442	0.309435276	0.261240454	0.14904162034	0.046476866346	0.00831734791	0.0065838704958	0.00159295095622	0.00819714430709
a	0.0504775919998	0.005180383244	0.026290547	0.2072055174	0.2135337264	0.2127819629	0.0542456539	0.01393890464	0.0104630403788	0.0865154446894	0.113003356702	0.00636385821364
k	0.00131424812911	0.009863882618	0.026296832527	0.06723317934	0.2267568606	0.2991383848	0.212853824	0.09913968474	0.02797025056	0.017521788498	0.00203856248566	0.00987253188138
a	0.0215660848272	0.020860748508	0.0233859852	0.1643903288	0.1519512018	0.19567620196	0.0985669408	0.04321100448	0.05168801889	0.099083601768	0.110973520664	0.018646373696
k	0.000130283863329	0.02024259688	0.0047060065136	0.041704467	0.1600265472	0.316349474	0.2876612468	0.1032109803	0.03755553472	0.019587994724	0.0020685914402	0.0067562464571
o	0.0154384671632	0.011648728664	0.01545860088	0.1104445476	0.146660012	0.29140975814	0.0930133268	0.053931306	0.038751613186	0.115148456335	0.079158148911	0.02893705578
n	4.97721534365e-05	0.007087206286	0.0020571403128	0.0330549086	0.1141749456	0.283413449	0.344518666	0.1218130232	0.0575401757	0.029686858568	0.0013946171768	0.0052092255532
