 	la	casa	la	costruirono	i	muratori	</S>
o	0.63055255215	0.0360141331382	0.0113713693818	0.054642269706	0.0037854936372	0.0147713893244	0.248862794386
s	0.4423839688	0.485166342	0.03819573888	0.001072704975	0.0245456810432	0.00212328777225	0.00651226348585
p	0.3272222304	0.388255066	0.11409632556	0.08488831988	0.0444369041542	0.0005305692042	0.0405705614913
ì	0.558656588	0.3227059054	0.10931329118	0.005174382584	0.001699152168	2.98485750227e-05	0.00242085767033
t	0.24688902438	0.688689058	0.0560956008	0.007740668269	0.00044643172418	9.725502914e-06	0.000129480560432
i	0.0782956652	0.4119484746	0.3164871052	0.081320447272	0.0813494347611	0.0213171794435	0.00928173453188
o	0.0729071778	0.474844712	0.399650726	0.05142097412	0.0007420029852	4.2138174264e-05	0.000392268682881
f	0.024226292428	0.220041092	0.544687756	0.15769209502	0.045972261742	0.003283254874	0.00409728524857
a	0.080478446172	0.0640367284	0.228329818	0.4258487533	0.115688275834	0.072063283	0.013554653148
b	0.0114617632207	0.13276251056	0.385054142	0.4506404006	0.017399235858	0.000437019492	0.0022449281182
b	0.006616975168	0.0554818125	0.25279594234	0.467083106829	0.01227592092	0.19796854004	0.00777769886
r	0.342396712134	0.18581937992	0.04728159446	0.08851342234	0.209330816719	0.123212526673	0.003445534766
i	0.25282961963	0.02816760562	0.2006305302	0.2413590196	0.19829517602	0.05746805899	0.021249980692
k	0.00908079012134	0.068746658308	0.2397966104	0.398981654	0.110827182611	0.003089585488	0.1694775223
è	0.024385139024	0.031872146946	0.0417393634	0.525109760108	0.047575635	0.1495532	0.179764745328
t	0.00268090519452	0.029076594964	0.0450366632	0.592632242	0.280986015403	0.023011788	0.02657578278
s	0.08331389625	0.10358780716	0.1380144397	0.475889976	0.0302309236	0.1426258712	0.026337084766
a	0.0153598500545	0.01592641142	0.02398452254	0.2789845213	0.45213450796	0.01925742134	0.19435273851
n	0.000662116871469	0.0113750269184	0.01322066502	0.2757699396	0.453896995972	0.10969215712	0.1353831371
e	0.005193807829	0.005809681536	0.064261461972	0.166958929944	0.08433807188	0.639603196	0.03383486566
e	0.000369436710568	0.0124877030285	0.019958439146	0.47157254788	0.2130817217	0.2491350009	0.03339514398
f	8.345305158e-05	0.0185276462112	0.011375130596	0.16224317267	0.3353831116	0.409514678	0.06287281755
a	0.0130177587577	0.007023737271	0.02258824189	0.0722393337268	0.1261306668	0.722068184	0.0369320808
b	0.000840318462301	0.0071616861145	0.01314498292	0.4391525086	0.13403491709	0.3181930014	0.0874726156
b	0.0170297222109	0.021802419349	0.066157783032	0.196279411217	0.07709666932	0.6117913394	0.009842652714
r	0.291693368047	0.138074785185	0.031372480288	0.06431808607	0.183541934	0.279872592	0.0111267777
i	0.162183164291	0.002226662056	0.034005532644	0.0403204449	0.1887111086	0.4491365734	0.12341649054
k	0.00444476547344	0.00411457917459	0.00485703874388	0.0725011746564	0.174084630754	0.3780619162	0.3619358957
a	0.003708128338	0.0205774101416	0.0188818463586	0.163301547807	0.15135087452	0.56094635	0.0812338518
t	0.0561608690271	0.0231436557344	0.021900370004	0.190121759181	0.122526121221	0.338318982	0.2478282228
ù	0.002342377032	0.0130654915638	0.0451176135462	0.0791784867196	0.01784148043	0.822192296	0.0202622372
r	0.0124614167896	0.0152322998806	0.0109025689622	0.0988855002182	0.18571769767	0.538601572	0.138198958
i	0.077310137262	0.022159082964	0.02972230246	0.088203420348	0.176092923	0.565406838	0.0411053336
</S>	0.00107336423194	0.00425492537635	0.00343329389174	0.0354846622272	0.0371836583758	0.23917571892	0.679394362
