 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.620971462118	0.00713398096	0.00060582166	0.0021478691996	0.019246972868	0.0405884679984	0.00226719765144	0.307038275898
è	0.59297693946	0.0296479984	0.0497793832018	0.172665045231	0.0309170792185	0.0551977571231	0.0627321177304	0.00608368432827
l	0.6697944634	0.11637203672	0.19969888082	0.00950930409953	0.0013246172987	0.000390789766126	0.00285910138563	5.07586783358e-05
o	0.3658719482	0.11925934906	0.06470582204	0.09388019889	0.105346429384	0.0138168281251	0.0533123215672	0.183807085936
k	0.1819016286	0.6894447	0.0914433388	0.03394411727	0.0025800283536	0.0001771145034	0.000435489647462	7.357403432e-05
a	0.114094115485	0.332069426758	0.0710787796886	0.08928341816	0.226885160744	0.127580810306	0.0336285867504	0.0053796950892
i	0.13451863356	0.653390836	0.1244608222	0.06861912678	0.016079969453	0.0011218528484	0.00025054743058	0.00155826521892
M	0.0018182712968	0.0517642882	0.5041611601	0.0649172318	0.13082374702	0.034646164162	0.204757194708	0.00711194851262
a	0.0275872453152	0.245079191108	0.0465321441608	0.0777996334	0.1624000834	0.14926582176	0.254774633994	0.03656122693
r	0.206116656	0.20406112858	0.432783336375	0.0667594757899	0.0568342543069	0.0243776456928	0.00383982715082	0.00522772521014
ì	0.3046774612	0.09340638258	0.144491255075	0.0314329886	0.0536883042	0.03895755594	0.242796954168	0.090549108384
a	0.191694095641	0.221729533632	0.14590159158	0.23317044304	0.06816307316	0.011422507058	0.116715076384	0.0112036859794
è	0.0257756099071	0.093574441634	0.0564382822	0.2964735102	0.2257131424	0.05820936302	0.2188449499	0.02497074325
n	0.0294352538155	0.026270629671	0.09805735782	0.15832579588	0.1876390346	0.12909428214	0.359529571	0.0116480843626
a	0.046793787509	0.0922077047352	0.011180799456	0.0988020776	0.2597056078	0.12559735852	0.26046174288	0.10525090043
r	0.0287023720978	0.160806172776	0.11584519942	0.0993285894	0.1872418912	0.212296095	0.13951434416	0.05626534216
t	0.015160008118	0.014422276786	0.00837001984	0.08766622932	0.3976192884	0.108361645	0.318197575	0.05020298434
i	0.09960720496	0.04715490634	0.035561280692	0.03773871026	0.2068886198	0.16959869648	0.06557549844	0.337875067186
à	0.00455753328487	0.0662643058627	0.050517853724	0.04474872904	0.1940530125	0.1299327552	0.2197774032	0.29014842
v	7.369436924e-05	0.00013994288064	0.0510272196524	0.010528736596	0.02018491584	0.069148690946	0.813376132	0.03552068823
v	0.002895296628	0.002438339672	0.033909365518	0.07140585264	0.193565727894	0.014772915928	0.494801922	0.18621054441
r	0.3739364074	0.037280631	0.025342119138	0.021821620532	0.0543388678	0.017748635338	0.12361944968	0.3459122666
i	0.265640610056	0.048052068372	0.00032216355	0.0074909036216	0.0201218407556	0.140229580076	0.11666804456	0.401474808648
</S>	0.00581490490535	0.00717890054976	0.00333104467087	0.0043440430842	0.019737345598	0.03018877961	0.0339020178	0.895502964
