 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.665545723337	0.0070581808356	0.003679055226	0.002032726466	0.003748824066	0.0383657076104	0.0135162754181	0.0161199707659	0.249933528993
o	0.53279535986	0.31054011334	0.083021060245	0.0618290443932	0.00236222830316	0.00067775335423	0.000598167695975	0.00109464446826	0.00708162542118
f	0.29732365584	0.509965632	0.12196660498	0.037832988074	0.0223706093949	0.000837304493768	0.000688164400862	0.000109986263294	0.00890505352088
à	0.140334869549	0.4309214926	0.0711786512	0.21542184168	0.0385448760736	0.011541500877	0.0113488696737	0.070650970528	0.0100569530406
i	0.0335668369688	0.689593454	0.2227971764	0.04897011744	0.0034147115792	0.000921769797624	0.000239226297886	0.000173616028284	0.00032311881393
e	0.00526281539692	0.2435604786	0.416430334	0.2485314734	0.043856051708	0.019223019607	0.0146049923287	0.00628164894842	0.00224918647317
e	0.0024026289115	0.073435607	0.551632648	0.3411447526	0.023880308152	0.0047022846074	0.00220064732473	0.000300528618927	0.000300587487753
t	0.00346047035298	0.0277420102	0.457662832	0.43955474	0.054716643674	0.0094882066188	0.00687642786126	0.000283822416396	0.000214857105546
è	0.018193699444	0.02803433346	0.219683102	0.3907805232	0.1205183582	0.07205272394	0.101539536058	0.0229268663742	0.026270864492
l	0.0210730447412	0.230958060426	0.268249364	0.3662861708	0.079879727	0.0153948974774	0.0154861945952	0.00165725405568	0.00101532602187
i	0.06577280224	0.1215159174	0.161295112	0.3034019192	0.1822920508	0.0206796069	0.046496792674	0.0170983600047	0.081447475614
f	0.0164018388481	0.0343746078934	0.1140045804	0.2768528052	0.4362541592	0.0773975712	0.04113713404	0.00264979942327	0.00092755007728
a	0.04369957921	0.06010853348	0.057235761	0.278253974	0.3567197372	0.02652051474	0.13810534108	0.0347718830826	0.0045847181252
m	0.00279048931664	0.0118575857036	0.0439413918	0.2249297814	0.4172771394	0.177153638	0.11610817252	0.003844505246	0.002097279898
è	0.054051562586	0.03312224229	0.0436970304	0.1779763674	0.413337051	0.0715001708	0.1595040216	0.03664422098	0.01016734238
n	0.000187224553695	0.00104480248232	0.00348492746	0.0564729176	0.35058438926	0.2080434422	0.1768862878	0.13663309314	0.066662917688
o	0.0795137602064	0.003326471974	0.01861570886	0.154751988	0.29594507604	0.1412848728	0.0983274884	0.19165909776	0.016575571792
s	0.00106710771918	0.00383871775379	0.0120313424488	0.06983063536	0.1347367294	0.496738564	0.203413632	0.04844547642	0.0298978264
ù	0.0035675693588	0.0034296431072	0.006199045056	0.0846312026	0.1618803872	0.1933572686	0.338916142	0.1856128408	0.02240589892
b	2.4774572023e-05	0.000214158020354	0.000440301678	0.00887217768	0.115748063166	0.3081607855	0.296335146	0.2519201297	0.01828448974
i	0.0307900162455	0.0913440334	0.08195745611	0.0690520684	0.270467482	0.07973603176	0.17103920014	0.1933014426	0.0123123004
t	0.000421070652162	0.00113562254325	0.002343803031	0.016526261204	0.03199416528	0.3057747294	0.34085799	0.1888023994	0.11214395306
o	0.012822847347	0.00358266382495	0.00624424351612	0.0195594695	0.04612361936	0.1743165928	0.35859666	0.3466742074	0.03207971008
è	9.31531680574e-05	0.000135616935014	0.00054054545266	0.009107676605	0.01149420775	0.25586299	0.395526308	0.2224213554	0.104818183848
p	5.17382432137e-05	0.00013743710422	0.00034701556267	0.00251163419174	0.003589995227	0.226684019266	0.2529721722	0.5043624995	0.00934349712
r	0.0286831601045	0.0025802791978	0.0104797666476	0.037102151816	0.05126254248	0.109790995	0.1266700082	0.595538252	0.0378928286
è	0.0287300594801	0.0141623975574	0.0088217248676	0.008350297834	0.14081761673	0.11436821316	0.20298947	0.4410744068	0.040685798088
s	4.25010889985e-05	1.46067799e-05	1.81428941e-05	0.00013580363504	0.00016337665108	0.0157030543418	0.087278569	0.611837946	0.2848060013
t	0.0111489408063	0.004579989677	0.0083363979508	0.014165478352	0.01939016026	0.0859846671	0.1480787496	0.505180468	0.2031351306
o	0.120414668048	0.0111478488447	0.0051837033577	0.0046107499514	0.126041735744	0.06669834314	0.1110430426	0.17169290896	0.383167023114
</S>	0.000171532761626	0.000209479198336	0.000217990539662	0.000447517347474	0.0009931923735	0.013185980592	0.07691001414	0.1833401762	0.724524132
