 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.428783171615	0.0272251329848	0.0108929741829	0.101957249236	0.11925602715	0.0597157014323	0.252169715359
n	0.5219450319	0.281082589514	0.051696377333	0.141037656262	0.00287349334644	3.22264572307e-06	0.00136161038359
a	0.272362736568	0.3060357948	0.21106457042	0.04730286172	0.144154102985	0.00614495419342	0.0129349653246
v	0.25443262404	0.5516652652	0.136479730472	0.0565997871649	0.000644988490976	2.53760449035e-05	0.000152212971908
o	0.08713676322	0.0971595214	0.2343669726	0.3181991056	0.15191051577	0.059841925978	0.0513852010716
r	0.320366455464	0.29513025516	0.33464584868	0.035743459642	0.0123308250224	0.00039622953506	0.00138689291235
à	0.010967836666	0.3825288436	0.1978214802	0.0633393626	0.186635806386	0.0119724759297	0.146734222352
s	0.221878766566	0.044232721	0.3010303405	0.0998397752	0.26497140928	0.0067685577232	0.0612784164118
o	0.037840827046	0.0556480115	0.2261618272	0.338504574	0.17945785292	0.034155444454	0.12823141909
o	0.166378152781	0.112013516299	0.2984267684	0.340716962	0.069191780584	0.00248397337446	0.0107888181772
s	0.00401413659589	0.00693553497898	0.053484594988	0.3849803174	0.521589407	0.0091796264916	0.0198163919507
s	0.006914834983	0.014014111204	0.0603610038	0.492092462	0.1416008288	0.096507523678	0.188509228232
o	0.0064292665404	0.05789839972	0.292577488	0.507059608	0.0332424425	0.005487817076	0.097305015716
m	0.0215032267032	0.00400460493688	0.011675948768	0.2373681424	0.274868834	0.06901799322	0.38156123158
ì	0.202777315114	0.077392210194	0.0691401273	0.3290102282	0.1657555984	0.0738111013	0.08211340758
k	0.0211401714669	0.0113454467399	0.0297915997858	0.2116808422	0.338259808	0.19220883	0.195573311
a	0.058491717089	0.00437233306	0.01926987992	0.1965462596	0.277108257	0.3824326418	0.0617788696
m	0.00734707538069	0.00146934147154	0.0033594388258	0.01780454252	0.477502109	0.2417195308	0.2507979366
è	0.0085483077506	0.0367413907201	0.069129476638	0.1216108794	0.298365046	0.411509252	0.0540956237
r	0.00483361416906	0.00105237151538	0.00252481444322	0.01641283776	0.2633718286	0.56426438	0.1475401704
i	0.0163751811641	0.0037651430314	0.01355404376	0.06949900752	0.2758784256	0.553771028	0.06715716148
</S>	0.00309372967326	0.000924343429545	0.00177454774749	0.0007544343572	0.0619266744	0.2255417008	0.70598458
