 	il	vestito	della	sposa	vuole	bianco	</S>
o	0.655677762988	0.013646289348	0.0010716484216	0.00020184731996	0.00224757134322	0.0492133415308	0.277941533461
à	0.0755033083903	0.05658275924	0.642217618	0.218067464849	0.00189964167801	0.000526333041101	0.00520282953916
b	0.137247074622	0.09435381794	0.5279223424	0.189625318339	0.0503709787248	0.000251946509332	0.000228530905729
b	0.126507586579	0.40803177032	0.1400142574	0.159395637402	0.045416237717	0.111569346119	0.00906513958435
i	0.104700348	0.767669392	0.0404112108	0.072954345852	0.0094242891627	0.00052832501528	0.00431209708129
t	0.07269619706	0.77780241	0.1157773288	0.021631356216	0.00850814123402	0.00152545991487	0.00205910582914
o	0.0725931081	0.531425296	0.219816849288	0.078729161452	0.079489171418	0.0173597769862	0.00058660165058
u	0.00396202558	0.4839815788	0.38013029564	0.12755256006	0.0032677310136	0.00037841604557	0.000727370424362
k	0.000245867822956	0.036091440326	0.3962890928	0.382546572	0.15345041115	0.0094603720981	0.0219162894037
o	0.074888255046	0.359748046	0.0994422008	0.0725739512	0.03461273488	0.3422533152	0.01648145888
r	0.112688338045	0.43806057402	0.10755898376	0.268691697326	0.0500541695852	0.0101141511295	0.0128321151027
a	0.03158091732	0.2579356599	0.06476007052	0.22944675124	0.09256994624	0.26446205906	0.05924459292
s	0.0444372145887	0.417122276821	0.0581718495	0.356394767	0.0957328767	0.007872882608	0.020268117518
ì	0.0106377992	0.10216975816	0.031800393612	0.2252919283	0.1603659304	0.370346313	0.09938788868
u	0.0009563612868	0.17201854266	0.019914930788	0.3790491924	0.2403270494	0.178065080288	0.009668859988
t	0.00117588973821	0.0123092826862	0.02991803941	0.2269411084	0.654240694	0.056810096712	0.0186048948292
è	0.005525477694	0.00861539929716	0.002941484402	0.02042338066	0.432111736012	0.507397243	0.0229852768
l	0.00548204762446	0.054056275707	0.02453358505	0.143831146172	0.471773617	0.2652299713	0.03509333492
i	0.175536487914	0.03014904582	0.0115976663165	0.0146325214306	0.2230565852	0.511356689	0.03367103266
à	0.00977133658195	0.0887937056845	0.021722183816	0.03599397835	0.2221448444	0.3583627804	0.263211176
s	2.77250046585e-05	0.00010782061918	0.00820483364208	0.13251201454	0.3368330628	0.430180507308	0.09213404358
p	0.0011062762234	0.0142054441778	0.0022416948488	0.00327118874	0.172998257	0.62983564	0.17634150176
r	0.156298685999	0.033087700553	0.015072597	0.0056191567134	0.02099401577	0.5311798764	0.237747930541
o	0.343594474079	0.0351978041179	0.0032545200966	0.0024352139972	0.0116789469	0.3085858468	0.29525322739
</S>	0.00356031614402	0.00273305936317	0.00505609523022	0.005359518568	0.01816468434	0.16702647934	0.798099864
